gene	gene_cluster
ENSMUSG00000034641	4
ENSMUSG00000026888	0
ENSMUSG00000039962	3
ENSMUSG00000074968	5
ENSMUSG00000026969	3
ENSMUSG00000029659	13
ENSMUSG00000044017	1
ENSMUSG00000028713	7
ENSMUSG00000041147	0
ENSMUSG00000047286	3
ENSMUSG00000064010	3
ENSMUSG00000068740	5
ENSMUSG00000101355	7
ENSMUSG00000055653	0
ENSMUSG00000014748	6
ENSMUSG00000028945	0
ENSMUSG00000038259	10
ENSMUSG00000043388	5
ENSMUSG00000080575	10
ENSMUSG00000028648	0
ENSMUSG00000002980	0
ENSMUSG00000045792	3
ENSMUSG00000026036	1
ENSMUSG00000113331	2
ENSMUSG00000026866	13
ENSMUSG00000089889	3
ENSMUSG00000002833	11
ENSMUSG00000029102	12
ENSMUSG00000028708	14
ENSMUSG00000103707	9
ENSMUSG00000024972	0
ENSMUSG00000026754	11
ENSMUSG00000032458	6
ENSMUSG00000056004	5
ENSMUSG00000079434	9
ENSMUSG00000021933	1
ENSMUSG00000054115	1
ENSMUSG00000014551	0
ENSMUSG00000118376	4
ENSMUSG00000031077	4
ENSMUSG00000056973	7
ENSMUSG00000097006	4
ENSMUSG00000026554	6
ENSMUSG00000042109	5
ENSMUSG00000026645	9
ENSMUSG00000025648	4
ENSMUSG00000051510	11
ENSMUSG00000041857	7
ENSMUSG00000043119	10
ENSMUSG00000035780	12
ENSMUSG00000116750	3
ENSMUSG00000017344	7
ENSMUSG00000033368	10
ENSMUSG00000029366	0
ENSMUSG00000029111	1
ENSMUSG00000041986	5
ENSMUSG00000056815	2
ENSMUSG00000037580	13
ENSMUSG00000024654	5
ENSMUSG00000030124	9
ENSMUSG00000032531	6
ENSMUSG00000036449	2
ENSMUSG00000099236	2
ENSMUSG00000027896	0
ENSMUSG00000049809	1
ENSMUSG00000035601	9
ENSMUSG00000062878	10
ENSMUSG00000039852	6
ENSMUSG00000049687	9
ENSMUSG00000044496	11
ENSMUSG00000037805	6
ENSMUSG00000025418	1
ENSMUSG00000075132	9
ENSMUSG00000020063	11
ENSMUSG00000034652	1
ENSMUSG00000046699	5
ENSMUSG00000101429	3
ENSMUSG00000081249	10
ENSMUSG00000014418	0
ENSMUSG00000039058	5
ENSMUSG00000092695	10
ENSMUSG00000084880	3
ENSMUSG00000031391	5
ENSMUSG00000060376	6
ENSMUSG00000061210	2
ENSMUSG00000040537	5
ENSMUSG00000024962	0
ENSMUSG00000073937	9
ENSMUSG00000075163	10
ENSMUSG00000038451	9
ENSMUSG00000115020	1
ENSMUSG00000073725	6
ENSMUSG00000000385	0
ENSMUSG00000042869	10
ENSMUSG00000031922	0
ENSMUSG00000019861	8
ENSMUSG00000034501	1
ENSMUSG00000018143	13
ENSMUSG00000024902	13
ENSMUSG00000027978	9
ENSMUSG00000035201	2
ENSMUSG00000040264	1
ENSMUSG00000114824	3
ENSMUSG00000007837	4
ENSMUSG00000028479	0
ENSMUSG00000027624	5
ENSMUSG00000059657	3
ENSMUSG00000032744	4
ENSMUSG00000009551	3
ENSMUSG00000096273	2
ENSMUSG00000027349	13
ENSMUSG00000000673	12
ENSMUSG00000048368	4
ENSMUSG00000010311	9
ENSMUSG00000067370	9
ENSMUSG00000063842	3
ENSMUSG00000074369	7
ENSMUSG00000040506	8
ENSMUSG00000053835	14
ENSMUSG00000089824	8
ENSMUSG00000029736	9
ENSMUSG00000067399	3
ENSMUSG00000037822	6
ENSMUSG00000035983	3
ENSMUSG00000024870	6
ENSMUSG00000039367	8
ENSMUSG00000062165	10
ENSMUSG00000061531	1
ENSMUSG00000018666	8
ENSMUSG00000061286	1
ENSMUSG00000073888	5
ENSMUSG00000110424	3
ENSMUSG00000032537	1
ENSMUSG00000006019	1
ENSMUSG00000024790	9
ENSMUSG00000031388	1
ENSMUSG00000091625	4
ENSMUSG00000020453	11
ENSMUSG00000035441	0
ENSMUSG00000033417	8
ENSMUSG00000024387	6
ENSMUSG00000065507	2
ENSMUSG00000028438	1
ENSMUSG00000018930	10
ENSMUSG00000021420	13
ENSMUSG00000015750	6
ENSMUSG00000075588	9
ENSMUSG00000038508	3
ENSMUSG00000037463	9
ENSMUSG00000039680	0
ENSMUSG00000065593	2
ENSMUSG00000030527	11
ENSMUSG00000093273	2
ENSMUSG00000033916	6
ENSMUSG00000090306	3
ENSMUSG00000038648	6
ENSMUSG00000002012	1
ENSMUSG00000022641	8
ENSMUSG00000037935	8
ENSMUSG00000038582	6
ENSMUSG00000034570	0
ENSMUSG00000045316	13
ENSMUSG00000056602	5
ENSMUSG00000063455	5
ENSMUSG00000016308	1
ENSMUSG00000040865	8
ENSMUSG00000029269	0
ENSMUSG00000001507	0
ENSMUSG00000048970	13
ENSMUSG00000033508	0
ENSMUSG00000055602	10
ENSMUSG00000031990	13
ENSMUSG00000086278	9
ENSMUSG00000060131	1
ENSMUSG00000094002	1
ENSMUSG00000099474	9
ENSMUSG00000084941	9
ENSMUSG00000092727	2
ENSMUSG00000028378	13
ENSMUSG00000022159	1
ENSMUSG00000057315	0
ENSMUSG00000069020	1
ENSMUSG00000039804	11
ENSMUSG00000095300	1
ENSMUSG00000065196	10
ENSMUSG00000004929	13
ENSMUSG00000027864	0
ENSMUSG00000020272	14
ENSMUSG00000024901	1
ENSMUSG00000006301	6
ENSMUSG00000025934	12
ENSMUSG00000040525	4
ENSMUSG00000048578	6
ENSMUSG00000021907	2
ENSMUSG00000030545	13
ENSMUSG00000025321	7
ENSMUSG00000027227	7
ENSMUSG00000086128	10
ENSMUSG00000013091	10
ENSMUSG00000024008	5
ENSMUSG00000021189	8
ENSMUSG00000091956	10
ENSMUSG00000054871	1
ENSMUSG00000078817	3
ENSMUSG00000029674	0
ENSMUSG00000033016	14
ENSMUSG00000027523	7
ENSMUSG00000079531	2
ENSMUSG00000096630	9
ENSMUSG00000100084	2
ENSMUSG00000025521	4
ENSMUSG00000020407	4
ENSMUSG00000021079	4
ENSMUSG00000029359	0
ENSMUSG00000050603	2
ENSMUSG00000079031	2
ENSMUSG00000026991	6
ENSMUSG00000034868	6
ENSMUSG00000087396	4
ENSMUSG00000037855	5
ENSMUSG00000032423	8
ENSMUSG00000038331	0
ENSMUSG00000085528	2
ENSMUSG00000078681	13
ENSMUSG00000067795	3
ENSMUSG00000031610	4
ENSMUSG00000063900	2
ENSMUSG00000107499	3
ENSMUSG00000061392	2
ENSMUSG00000027242	13
ENSMUSG00000087138	9
ENSMUSG00000021095	2
ENSMUSG00000020305	1
ENSMUSG00000022637	14
ENSMUSG00000095990	4
ENSMUSG00000026147	1
ENSMUSG00000073966	2
ENSMUSG00000066196	3
ENSMUSG00000028847	0
ENSMUSG00000088958	10
ENSMUSG00000087343	2
ENSMUSG00000001100	6
ENSMUSG00000069668	1
ENSMUSG00000022678	11
ENSMUSG00000029163	0
ENSMUSG00000021929	8
ENSMUSG00000041261	5
ENSMUSG00000027968	13
ENSMUSG00000046269	4
ENSMUSG00000001334	0
ENSMUSG00000021244	6
ENSMUSG00000024500	5
ENSMUSG00000057777	1
ENSMUSG00000004530	6
ENSMUSG00000115072	2
ENSMUSG00000020686	3
ENSMUSG00000033590	0
ENSMUSG00000070448	9
ENSMUSG00000020310	9
ENSMUSG00000039021	3
ENSMUSG00000018293	6
ENSMUSG00000086136	10
ENSMUSG00000032409	8
ENSMUSG00000093606	4
ENSMUSG00000024070	8
ENSMUSG00000051295	3
ENSMUSG00000027115	1
ENSMUSG00000031493	3
ENSMUSG00000067916	4
ENSMUSG00000009281	12
ENSMUSG00000026755	8
ENSMUSG00000073491	14
ENSMUSG00000046844	5
ENSMUSG00000029126	5
ENSMUSG00000026611	3
ENSMUSG00000096169	4
ENSMUSG00000037957	0
ENSMUSG00000022342	5
ENSMUSG00000069763	0
ENSMUSG00000022421	5
ENSMUSG00000040875	4
ENSMUSG00000019297	1
ENSMUSG00000094806	12
ENSMUSG00000042096	0
ENSMUSG00000038250	8
ENSMUSG00000025007	13
ENSMUSG00000032198	11
ENSMUSG00000037526	4
ENSMUSG00000021809	4
ENSMUSG00000111915	1
ENSMUSG00000087338	10
ENSMUSG00000037334	2
ENSMUSG00000030722	4
ENSMUSG00000071230	10
ENSMUSG00000013663	6
ENSMUSG00000021700	5
ENSMUSG00000073043	4
ENSMUSG00000038886	6
ENSMUSG00000073924	3
ENSMUSG00000036295	5
ENSMUSG00000037780	1
ENSMUSG00000000958	0
ENSMUSG00000000439	11
ENSMUSG00000035790	1
ENSMUSG00000040102	0
ENSMUSG00000094752	10
ENSMUSG00000025647	14
ENSMUSG00000019961	8
ENSMUSG00000021209	1
ENSMUSG00000099583	13
ENSMUSG00000031881	7
ENSMUSG00000020718	4
ENSMUSG00000075144	9
ENSMUSG00000057047	2
ENSMUSG00000089357	2
ENSMUSG00000069796	10
ENSMUSG00000100713	2
ENSMUSG00000047508	1
ENSMUSG00000025139	6
ENSMUSG00000026361	8
ENSMUSG00000047180	14
ENSMUSG00000079563	0
ENSMUSG00000097571	1
ENSMUSG00000058558	6
ENSMUSG00000024754	0
ENSMUSG00000023883	11
ENSMUSG00000025289	0
ENSMUSG00000024747	13
ENSMUSG00000115177	2
ENSMUSG00000030056	11
ENSMUSG00000023999	3
ENSMUSG00000024125	9
ENSMUSG00000043411	8
ENSMUSG00000000381	3
ENSMUSG00000025086	4
ENSMUSG00000030235	5
ENSMUSG00000048455	3
ENSMUSG00000028191	13
ENSMUSG00000028899	1
ENSMUSG00000031144	5
ENSMUSG00000095931	2
ENSMUSG00000032047	6
ENSMUSG00000068479	8
ENSMUSG00000010825	9
ENSMUSG00000016262	4
ENSMUSG00000021831	6
ENSMUSG00000098387	3
ENSMUSG00000054200	9
ENSMUSG00000024827	0
ENSMUSG00000029227	8
ENSMUSG00000039382	1
ENSMUSG00000036863	1
ENSMUSG00000016427	0
ENSMUSG00000095730	3
ENSMUSG00000030144	9
ENSMUSG00000052301	9
ENSMUSG00000056076	6
ENSMUSG00000025723	3
ENSMUSG00000101969	3
ENSMUSG00000033618	13
ENSMUSG00000004221	8
ENSMUSG00000027951	6
ENSMUSG00000053508	10
ENSMUSG00000093472	10
ENSMUSG00000022103	5
ENSMUSG00000022248	4
ENSMUSG00000013707	4
ENSMUSG00000022974	8
ENSMUSG00000073085	2
ENSMUSG00000055415	0
ENSMUSG00000045934	13
ENSMUSG00000049858	13
ENSMUSG00000093238	2
ENSMUSG00000039903	4
ENSMUSG00000058620	0
ENSMUSG00000043467	8
ENSMUSG00000033416	0
ENSMUSG00000019278	0
ENSMUSG00000032532	5
ENSMUSG00000064901	3
ENSMUSG00000037364	11
ENSMUSG00000027350	7
ENSMUSG00000038894	0
ENSMUSG00000032737	6
ENSMUSG00000086277	2
ENSMUSG00000001025	7
ENSMUSG00000022519	7
ENSMUSG00000024480	0
ENSMUSG00000097740	10
ENSMUSG00000041258	8
ENSMUSG00000024350	5
ENSMUSG00000074849	10
ENSMUSG00000041138	10
ENSMUSG00000045761	9
ENSMUSG00000026228	9
ENSMUSG00000091662	2
ENSMUSG00000045693	1
ENSMUSG00000042229	1
ENSMUSG00000039646	0
ENSMUSG00000029130	4
ENSMUSG00000064252	3
ENSMUSG00000062944	9
ENSMUSG00000035919	0
ENSMUSG00000027551	4
ENSMUSG00000040888	4
ENSMUSG00000020089	6
ENSMUSG00000028747	3
ENSMUSG00000091803	13
ENSMUSG00000075072	3
ENSMUSG00000022412	11
ENSMUSG00000054555	13
ENSMUSG00000117011	3
ENSMUSG00000030515	1
ENSMUSG00000107722	3
ENSMUSG00000078537	2
ENSMUSG00000070324	1
ENSMUSG00000037375	9
ENSMUSG00000029290	1
ENSMUSG00000022664	0
ENSMUSG00000052373	5
ENSMUSG00000026602	1
ENSMUSG00000018752	4
ENSMUSG00000029685	4
ENSMUSG00000095026	4
ENSMUSG00000048497	4
ENSMUSG00000097048	4
ENSMUSG00000025078	8
ENSMUSG00000042303	0
ENSMUSG00000027876	0
ENSMUSG00000023143	4
ENSMUSG00000001039	9
ENSMUSG00000029190	6
ENSMUSG00000031839	6
ENSMUSG00000023952	11
ENSMUSG00000004612	4
ENSMUSG00000036242	5
ENSMUSG00000079555	0
ENSMUSG00000028397	8
ENSMUSG00000021313	7
ENSMUSG00000055053	6
ENSMUSG00000039183	1
ENSMUSG00000066897	2
ENSMUSG00000026032	6
ENSMUSG00000005897	4
ENSMUSG00000057726	4
ENSMUSG00000038736	0
ENSMUSG00000060918	3
ENSMUSG00000021234	9
ENSMUSG00000043029	1
ENSMUSG00000053896	10
ENSMUSG00000046750	10
ENSMUSG00000110909	10
ENSMUSG00000035932	3
ENSMUSG00000025003	0
ENSMUSG00000042015	1
ENSMUSG00000035064	11
ENSMUSG00000037638	9
ENSMUSG00000056579	8
ENSMUSG00000030463	10
ENSMUSG00000037217	5
ENSMUSG00000063260	9
ENSMUSG00000066037	8
ENSMUSG00000021413	8
ENSMUSG00000054453	9
ENSMUSG00000071866	7
ENSMUSG00000010048	13
ENSMUSG00000086370	0
ENSMUSG00000032108	2
ENSMUSG00000003420	6
ENSMUSG00000096180	2
ENSMUSG00000028973	0
ENSMUSG00000045132	3
ENSMUSG00000082980	10
ENSMUSG00000060176	9
ENSMUSG00000035206	13
ENSMUSG00000021707	13
ENSMUSG00000027073	0
ENSMUSG00000026779	1
ENSMUSG00000047642	3
ENSMUSG00000117264	2
ENSMUSG00000028104	4
ENSMUSG00000055480	4
ENSMUSG00000060227	0
ENSMUSG00000049674	3
ENSMUSG00000017588	7
ENSMUSG00000084938	9
ENSMUSG00000058655	6
ENSMUSG00000060427	1
ENSMUSG00000058147	4
ENSMUSG00000055373	7
ENSMUSG00000037885	0
ENSMUSG00000096197	10
ENSMUSG00000091039	10
ENSMUSG00000019102	7
ENSMUSG00000049659	8
ENSMUSG00000024150	6
ENSMUSG00000014769	6
ENSMUSG00000025197	12
ENSMUSG00000071379	5
ENSMUSG00000074870	7
ENSMUSG00000030887	3
ENSMUSG00000033256	13
ENSMUSG00000021822	0
ENSMUSG00000028859	14
ENSMUSG00000096854	10
ENSMUSG00000045294	6
ENSMUSG00000053490	4
ENSMUSG00000033740	5
ENSMUSG00000020601	0
ENSMUSG00000020228	1
ENSMUSG00000057240	2
ENSMUSG00000009646	9
ENSMUSG00000050128	3
ENSMUSG00000038965	6
ENSMUSG00000009418	6
ENSMUSG00000031176	6
ENSMUSG00000018999	11
ENSMUSG00000004231	9
ENSMUSG00000016495	0
ENSMUSG00000076006	2
ENSMUSG00000028737	0
ENSMUSG00000025578	9
ENSMUSG00000025716	9
ENSMUSG00000051498	9
ENSMUSG00000028840	9
ENSMUSG00000042707	9
ENSMUSG00000092413	3
ENSMUSG00000038738	5
ENSMUSG00000028389	1
ENSMUSG00000062327	3
ENSMUSG00000042472	11
ENSMUSG00000097881	1
ENSMUSG00000060170	2
ENSMUSG00000005566	11
ENSMUSG00000024525	4
ENSMUSG00000030047	14
ENSMUSG00000032405	8
ENSMUSG00000106932	2
ENSMUSG00000046287	9
ENSMUSG00000020834	9
ENSMUSG00000040940	14
ENSMUSG00000040624	0
ENSMUSG00000015001	10
ENSMUSG00000036816	9
ENSMUSG00000073731	2
ENSMUSG00000006281	0
ENSMUSG00000052137	14
ENSMUSG00000020561	13
ENSMUSG00000031849	4
ENSMUSG00000061393	4
ENSMUSG00000035696	8
ENSMUSG00000039050	11
ENSMUSG00000031284	5
ENSMUSG00000006169	8
ENSMUSG00000026150	6
ENSMUSG00000029434	11
ENSMUSG00000111497	4
ENSMUSG00000016028	0
ENSMUSG00000023967	1
ENSMUSG00000038147	14
ENSMUSG00000020829	4
ENSMUSG00000034706	9
ENSMUSG00000058587	8
ENSMUSG00000033004	7
ENSMUSG00000037190	9
ENSMUSG00000016946	1
ENSMUSG00000051732	2
ENSMUSG00000042408	13
ENSMUSG00000045545	7
ENSMUSG00000086095	3
ENSMUSG00000069114	13
ENSMUSG00000037610	3
ENSMUSG00000051890	4
ENSMUSG00000048163	14
ENSMUSG00000030019	11
ENSMUSG00000024983	11
ENSMUSG00000043753	3
ENSMUSG00000114382	10
ENSMUSG00000037148	0
ENSMUSG00000026389	13
ENSMUSG00000097899	3
ENSMUSG00000008461	9
ENSMUSG00000043924	4
ENSMUSG00000026395	7
ENSMUSG00000030284	13
ENSMUSG00000036574	2
ENSMUSG00000089214	10
ENSMUSG00000028085	1
ENSMUSG00000019699	5
ENSMUSG00000052955	10
ENSMUSG00000049526	3
ENSMUSG00000046679	1
ENSMUSG00000039158	14
ENSMUSG00000017453	0
ENSMUSG00000027635	1
ENSMUSG00000067702	7
ENSMUSG00000027900	6
ENSMUSG00000071757	14
ENSMUSG00000045598	1
ENSMUSG00000032105	1
ENSMUSG00000025175	4
ENSMUSG00000038872	0
ENSMUSG00000020780	11
ENSMUSG00000027035	8
ENSMUSG00000071552	9
ENSMUSG00000061974	2
ENSMUSG00000033355	4
ENSMUSG00000085253	10
ENSMUSG00000063216	3
ENSMUSG00000046572	4
ENSMUSG00000028936	6
ENSMUSG00000047641	0
ENSMUSG00000027195	6
ENSMUSG00000017756	6
ENSMUSG00000026070	13
ENSMUSG00000095138	2
ENSMUSG00000084549	2
ENSMUSG00000039989	11
ENSMUSG00000020132	8
ENSMUSG00000024736	5
ENSMUSG00000031924	7
ENSMUSG00000071561	13
ENSMUSG00000021207	0
ENSMUSG00000062624	12
ENSMUSG00000025069	3
ENSMUSG00000035828	0
ENSMUSG00000100680	3
ENSMUSG00000022120	4
ENSMUSG00000060519	0
ENSMUSG00000051403	6
ENSMUSG00000048583	7
ENSMUSG00000018995	4
ENSMUSG00000029004	6
ENSMUSG00000074151	14
ENSMUSG00000070378	10
ENSMUSG00000039285	8
ENSMUSG00000044707	3
ENSMUSG00000038658	8
ENSMUSG00000038485	0
ENSMUSG00000038718	13
ENSMUSG00000065505	2
ENSMUSG00000009772	0
ENSMUSG00000039728	4
ENSMUSG00000097028	10
ENSMUSG00000026479	0
ENSMUSG00000001416	6
ENSMUSG00000062432	10
ENSMUSG00000051435	9
ENSMUSG00000029814	4
ENSMUSG00000023972	11
ENSMUSG00000021061	5
ENSMUSG00000031074	10
ENSMUSG00000091510	10
ENSMUSG00000065571	2
ENSMUSG00000038151	1
ENSMUSG00000025245	0
ENSMUSG00000079395	10
ENSMUSG00000013465	11
ENSMUSG00000056952	11
ENSMUSG00000025355	13
ENSMUSG00000054054	2
ENSMUSG00000073917	2
ENSMUSG00000048826	1
ENSMUSG00000015937	8
ENSMUSG00000078765	4
ENSMUSG00000010086	5
ENSMUSG00000020062	0
ENSMUSG00000032478	9
ENSMUSG00000022130	1
ENSMUSG00000107744	2
ENSMUSG00000085499	3
ENSMUSG00000075081	1
ENSMUSG00000039197	12
ENSMUSG00000030206	9
ENSMUSG00000079114	2
ENSMUSG00000039533	5
ENSMUSG00000037443	14
ENSMUSG00000097093	10
ENSMUSG00000021890	11
ENSMUSG00000054385	0
ENSMUSG00000015536	0
ENSMUSG00000035057	10
ENSMUSG00000079491	1
ENSMUSG00000061977	10
ENSMUSG00000034800	3
ENSMUSG00000050645	2
ENSMUSG00000058579	7
ENSMUSG00000073929	10
ENSMUSG00000021028	4
ENSMUSG00000040972	1
ENSMUSG00000031683	0
ENSMUSG00000036062	5
ENSMUSG00000037583	3
ENSMUSG00000025359	0
ENSMUSG00000063820	2
ENSMUSG00000039835	0
ENSMUSG00000038500	4
ENSMUSG00000060679	13
ENSMUSG00000036749	10
ENSMUSG00000003923	0
ENSMUSG00000032349	7
ENSMUSG00000058897	5
ENSMUSG00000092243	10
ENSMUSG00000075160	3
ENSMUSG00000002944	7
ENSMUSG00000062169	0
ENSMUSG00000031245	1
ENSMUSG00000105841	2
ENSMUSG00000068522	3
ENSMUSG00000041358	9
ENSMUSG00000039540	2
ENSMUSG00000096122	2
ENSMUSG00000089768	1
ENSMUSG00000032921	10
ENSMUSG00000005534	6
ENSMUSG00000065613	2
ENSMUSG00000073998	2
ENSMUSG00000014867	6
ENSMUSG00000074261	4
ENSMUSG00000043644	1
ENSMUSG00000072591	3
ENSMUSG00000078789	4
ENSMUSG00000049041	3
ENSMUSG00000063972	4
ENSMUSG00000087296	10
ENSMUSG00000022020	0
ENSMUSG00000050824	10
ENSMUSG00000025927	0
ENSMUSG00000030733	11
ENSMUSG00000060311	3
ENSMUSG00000037206	13
ENSMUSG00000042138	4
ENSMUSG00000039473	8
ENSMUSG00000081836	2
ENSMUSG00000046798	0
ENSMUSG00000018068	0
ENSMUSG00000041592	13
ENSMUSG00000032125	1
ENSMUSG00000030894	6
ENSMUSG00000049680	0
ENSMUSG00000024737	4
ENSMUSG00000062591	5
ENSMUSG00000001520	9
ENSMUSG00000012350	0
ENSMUSG00000074195	9
ENSMUSG00000079705	2
ENSMUSG00000001525	7
ENSMUSG00000116953	1
ENSMUSG00000016921	8
ENSMUSG00000065454	2
ENSMUSG00000064496	2
ENSMUSG00000049843	2
ENSMUSG00000074433	10
ENSMUSG00000021758	1
ENSMUSG00000049741	10
ENSMUSG00000026580	9
ENSMUSG00000085747	9
ENSMUSG00000038095	6
ENSMUSG00000027255	8
ENSMUSG00000023333	3
ENSMUSG00000055676	3
ENSMUSG00000097502	3
ENSMUSG00000007908	4
ENSMUSG00000007989	5
ENSMUSG00000038740	5
ENSMUSG00000091422	10
ENSMUSG00000048170	11
ENSMUSG00000055045	10
ENSMUSG00000046822	0
ENSMUSG00000031932	4
ENSMUSG00000073948	2
ENSMUSG00000025509	7
ENSMUSG00000024338	14
ENSMUSG00000030730	7
ENSMUSG00000042473	13
ENSMUSG00000027752	1
ENSMUSG00000043432	4
ENSMUSG00000021508	5
ENSMUSG00000050896	9
ENSMUSG00000054409	9
ENSMUSG00000095901	2
ENSMUSG00000037851	11
ENSMUSG00000043587	1
ENSMUSG00000056820	0
ENSMUSG00000078185	1
ENSMUSG00000094140	10
ENSMUSG00000018920	13
ENSMUSG00000060012	6
ENSMUSG00000051860	1
ENSMUSG00000034263	1
ENSMUSG00000020140	1
ENSMUSG00000042225	13
ENSMUSG00000092867	10
ENSMUSG00000029560	0
ENSMUSG00000094445	2
ENSMUSG00000087221	3
ENSMUSG00000017418	8
ENSMUSG00000029710	0
ENSMUSG00000031723	9
ENSMUSG00000065484	2
ENSMUSG00000043991	0
ENSMUSG00000047022	4
ENSMUSG00000033949	4
ENSMUSG00000089943	1
ENSMUSG00000003154	11
ENSMUSG00000048602	9
ENSMUSG00000063428	13
ENSMUSG00000032661	4
ENSMUSG00000026116	8
ENSMUSG00000037884	10
ENSMUSG00000015467	3
ENSMUSG00000041044	0
ENSMUSG00000025409	11
ENSMUSG00000053399	4
ENSMUSG00000019066	0
ENSMUSG00000050612	9
ENSMUSG00000044229	0
ENSMUSG00000059981	6
ENSMUSG00000093046	10
ENSMUSG00000049866	11
ENSMUSG00000003153	5
ENSMUSG00000005980	0
ENSMUSG00000038641	7
ENSMUSG00000010803	5
ENSMUSG00000054360	10
ENSMUSG00000087775	3
ENSMUSG00000093142	2
ENSMUSG00000022070	1
ENSMUSG00000031789	0
ENSMUSG00000060017	2
ENSMUSG00000022742	0
ENSMUSG00000025350	4
ENSMUSG00000079343	3
ENSMUSG00000031885	8
ENSMUSG00000044400	2
ENSMUSG00000074165	5
ENSMUSG00000054008	6
ENSMUSG00000006567	1
ENSMUSG00000047492	4
ENSMUSG00000030605	7
ENSMUSG00000061723	7
ENSMUSG00000070904	2
ENSMUSG00000051198	10
ENSMUSG00000024815	10
ENSMUSG00000043953	9
ENSMUSG00000097787	3
ENSMUSG00000093880	9
ENSMUSG00000072969	4
ENSMUSG00000040026	4
ENSMUSG00000032911	0
ENSMUSG00000066721	9
ENSMUSG00000000766	3
ENSMUSG00000025185	4
ENSMUSG00000001767	11
ENSMUSG00000037679	5
ENSMUSG00000072982	10
ENSMUSG00000027360	0
ENSMUSG00000023904	0
ENSMUSG00000047459	0
ENSMUSG00000047959	1
ENSMUSG00000064057	0
ENSMUSG00000025144	13
ENSMUSG00000055691	10
ENSMUSG00000006649	9
ENSMUSG00000059554	4
ENSMUSG00000097584	2
ENSMUSG00000078974	0
ENSMUSG00000094035	3
ENSMUSG00000096194	2
ENSMUSG00000038026	5
ENSMUSG00000043635	4
ENSMUSG00000044033	0
ENSMUSG00000026468	4
ENSMUSG00000033382	8
ENSMUSG00000032330	7
ENSMUSG00000026429	1
ENSMUSG00000024007	1
ENSMUSG00000036095	5
ENSMUSG00000041654	1
ENSMUSG00000029097	4
ENSMUSG00000028460	4
ENSMUSG00000044705	3
ENSMUSG00000033227	9
ENSMUSG00000031613	0
ENSMUSG00000036882	5
ENSMUSG00000054031	3
ENSMUSG00000029993	13
ENSMUSG00000038173	1
ENSMUSG00000023949	3
ENSMUSG00000078444	10
ENSMUSG00000039427	4
ENSMUSG00000058063	1
ENSMUSG00000029451	1
ENSMUSG00000018707	7
ENSMUSG00000027699	0
ENSMUSG00000032322	1
ENSMUSG00000044792	6
ENSMUSG00000028010	4
ENSMUSG00000066027	7
ENSMUSG00000021743	9
ENSMUSG00000097543	3
ENSMUSG00000025482	2
ENSMUSG00000026514	1
ENSMUSG00000033644	1
ENSMUSG00000027799	5
ENSMUSG00000072676	0
ENSMUSG00000074651	10
ENSMUSG00000057751	4
ENSMUSG00000070103	2
ENSMUSG00000048154	7
ENSMUSG00000046160	5
ENSMUSG00000039515	6
ENSMUSG00000100200	2
ENSMUSG00000031506	0
ENSMUSG00000029030	6
ENSMUSG00000021999	12
ENSMUSG00000084885	9
ENSMUSG00000066366	7
ENSMUSG00000039254	1
ENSMUSG00000026182	10
ENSMUSG00000033792	0
ENSMUSG00000061731	0
ENSMUSG00000074207	7
ENSMUSG00000113082	2
ENSMUSG00000040420	5
ENSMUSG00000045534	4
ENSMUSG00000034157	6
ENSMUSG00000031311	6
ENSMUSG00000027072	9
ENSMUSG00000038400	0
ENSMUSG00000082976	3
ENSMUSG00000051786	11
ENSMUSG00000031931	1
ENSMUSG00000036013	2
ENSMUSG00000054362	10
ENSMUSG00000003623	0
ENSMUSG00000034235	0
ENSMUSG00000075604	7
ENSMUSG00000026227	4
ENSMUSG00000035383	4
ENSMUSG00000022149	12
ENSMUSG00000030035	0
ENSMUSG00000040327	0
ENSMUSG00000038578	1
ENSMUSG00000070814	4
ENSMUSG00000048997	4
ENSMUSG00000090659	3
ENSMUSG00000045994	5
ENSMUSG00000059503	2
ENSMUSG00000087301	9
ENSMUSG00000039450	0
ENSMUSG00000045733	5
ENSMUSG00000018914	2
ENSMUSG00000024109	5
ENSMUSG00000010492	4
ENSMUSG00000024503	7
ENSMUSG00000043290	9
ENSMUSG00000020807	4
ENSMUSG00000044985	10
ENSMUSG00000026411	0
ENSMUSG00000011008	4
ENSMUSG00000041995	7
ENSMUSG00000022753	3
ENSMUSG00000037262	4
ENSMUSG00000068814	2
ENSMUSG00000037266	6
ENSMUSG00000020705	8
ENSMUSG00000030451	6
ENSMUSG00000071369	8
ENSMUSG00000048644	5
ENSMUSG00000035666	11
ENSMUSG00000048620	1
ENSMUSG00000004730	14
ENSMUSG00000060445	4
ENSMUSG00000036246	14
ENSMUSG00000024907	9
ENSMUSG00000094447	10
ENSMUSG00000002266	4
ENSMUSG00000040321	13
ENSMUSG00000023328	5
ENSMUSG00000017548	8
ENSMUSG00000018287	0
ENSMUSG00000032743	0
ENSMUSG00000007682	5
ENSMUSG00000003437	11
ENSMUSG00000069132	10
ENSMUSG00000000085	11
ENSMUSG00000065592	3
ENSMUSG00000022978	4
ENSMUSG00000073530	7
ENSMUSG00000071562	10
ENSMUSG00000045288	3
ENSMUSG00000046623	4
ENSMUSG00000076946	2
ENSMUSG00000031808	6
ENSMUSG00000030878	0
ENSMUSG00000043631	13
ENSMUSG00000019732	9
ENSMUSG00000021211	0
