gene_id	gmm	hdbscan	spectral	consensus	gene_symbol
ENSMUSG00000030662	3	0	10	5	Ipo5
ENSMUSG00000020570	22	0	10	5	Sypl1
ENSMUSG00000024401	12	0	9	1	Tnf
ENSMUSG00000029015	12	0	17	2	Slc26a5
ENSMUSG00000063779	12	0	17	2	Chil4
ENSMUSG00000074183	12	0	4	1	Gsta1
ENSMUSG00000069939	12	0	17	2	
ENSMUSG00000025873	22	0	10	5	Faf2
ENSMUSG00000034456	7	0	11	9	Uroc1
ENSMUSG00000070817	12	0	17	2	Vmn1r85
ENSMUSG00000024294	17	0	7	8	Mib1
ENSMUSG00000035376	10	0	2	0	Hacd2
ENSMUSG00000044252	17	0	7	8	Osbpl1a
ENSMUSG00000055917	10	0	8	0	Zfp277
ENSMUSG00000068882	22	0	10	5	Ssb
ENSMUSG00000022685	1	0	1	3	Parn
ENSMUSG00000036292	10	0	2	0	Gramd1c
ENSMUSG00000041202	12	0	9	1	Pla2g2d
ENSMUSG00000024528	1	0	0	3	Srfbp1
ENSMUSG00000029861	12	0	6	1	Fam131b
ENSMUSG00000077221	12	0	9	1	Snord67
ENSMUSG00000070469	1	0	13	4	Adamtsl3
ENSMUSG00000115791	12	0	17	2	Vmn1r217
ENSMUSG00000097665	12	0	3	1	Gm16853
ENSMUSG00000046667	1	0	1	3	Rbm12b1
ENSMUSG00000037169	12	0	4	1	Mycn
ENSMUSG00000049565	12	0	6	1	Aknad1
ENSMUSG00000033862	1	0	8	4	Cdk10
ENSMUSG00000021278	12	0	17	2	Amn
ENSMUSG00000027971	12	0	17	2	Ndst4
ENSMUSG00000024758	22	0	10	5	Rtn3
ENSMUSG00000044921	12	0	12	2	Rassf9
ENSMUSG00000054387	10	0	2	0	Mdm4
ENSMUSG00000062822	10	0	8	0	4833420G17Rik
ENSMUSG00000028013	22	0	10	5	Ppa2
ENSMUSG00000042846	12	0	14	2	Lrrtm3
ENSMUSG00000025403	3	0	10	5	Shmt2
ENSMUSG00000031831	12	0	17	2	Dnaaf1
ENSMUSG00000030739	10	0	8	0	Myh14
ENSMUSG00000037235	3	0	10	5	Mxd4
ENSMUSG00000021559	3	0	10	5	Dapk1
ENSMUSG00000049252	12	0	17	2	Lrp1b
ENSMUSG00000035805	12	0	15	2	Mlc1
ENSMUSG00000035262	12	0	17	2	Amh
ENSMUSG00000046791	1	0	5	4	Riox1
ENSMUSG00000022451	22	0	10	5	Twf1
ENSMUSG00000041852	3	0	10	5	Tcf20
ENSMUSG00000024776	12	0	12	2	Stambpl1
ENSMUSG00000056035	18	0	11	9	Cyp3a11
ENSMUSG00000020000	12	0	6	1	Moxd1
ENSMUSG00000037946	1	0	5	4	Fgd3
ENSMUSG00000073982	1	0	0	3	Rhog
ENSMUSG00000024393	3	0	10	5	Prrc2a
ENSMUSG00000025433	12	0	17	2	Crisp3
ENSMUSG00000070972	10	0	8	0	Dnajc25
ENSMUSG00000036139	12	0	6	1	Hoxc9
ENSMUSG00000003573	12	0	12	2	Homer3
ENSMUSG00000019920	22	0	2	7	Lims1
ENSMUSG00000027495	3	0	10	5	Fam210b
ENSMUSG00000087424	12	0	12	2	5730405O15Rik
ENSMUSG00000034543	10	0	8	0	Morc2a
ENSMUSG00000071753	12	0	14	2	Cdr1os
ENSMUSG00000020919	22	0	10	5	Stat5b
ENSMUSG00000036214	10	0	1	0	Polr1has
ENSMUSG00000097368	12	0	14	2	Gm10390
ENSMUSG00000039230	10	0	8	0	Tbcd
ENSMUSG00000035713	12	0	12	2	Usp35
ENSMUSG00000059995	1	0	8	4	Atxn7l3
ENSMUSG00000033831	5	0	11	13	Fgb
ENSMUSG00000029730	1	0	1	3	Mcm7
ENSMUSG00000019841	22	0	2	7	Rev3l
ENSMUSG00000040543	12	0	14	2	Pitpnm3
ENSMUSG00000091537	22	0	10	5	Tma7|Tma7-ps
ENSMUSG00000027550	1	0	0	3	Lrrcc1
ENSMUSG00000028607	17	0	7	8	Cpt2
ENSMUSG00000039210	1	0	8	4	Gpatch2
ENSMUSG00000032231	10	0	8	0	Anxa2
ENSMUSG00000028165	22	0	2	7	Cisd2
ENSMUSG00000075273	1	0	1	3	Ift70b
ENSMUSG00000002496	22	0	2	7	Tsc2
ENSMUSG00000055692	12	0	4	1	Tmem191
ENSMUSG00000030983	3	0	10	5	Bccip
ENSMUSG00000078640	12	0	6	1	Gm11627
ENSMUSG00000046675	1	0	0	3	Lyset
ENSMUSG00000051811	12	0	14	2	Cox6b2
ENSMUSG00000028651	1	0	1	3	Ppie
ENSMUSG00000024425	0	0	7	6	Ndfip1
ENSMUSG00000046613	12	0	3	1	Vwa5b2
ENSMUSG00000070501	12	0	4	1	Ifi214
ENSMUSG00000091996	12	0	9	1	Smim35
ENSMUSG00000042216	12	0	12	2	Sgsm1
ENSMUSG00000079407	12	0	17	2	1700110I01Rik|Gm46464|Gm46465
ENSMUSG00000021823	10	0	2	0	Vcl
ENSMUSG00000033808	10	0	1	0	Tmem87a
ENSMUSG00000051098	1	0	0	3	Mblac2
ENSMUSG00000056870	1	0	12	4	Gulp1
ENSMUSG00000030093	12	0	3	1	Wnt7a
ENSMUSG00000000194	10	0	8	0	Gpr107
ENSMUSG00000043207	22	0	10	5	Zmpste24
ENSMUSG00000005667	12	0	4	1	Mthfd2
ENSMUSG00000073830	1	0	5	4	Mup14
ENSMUSG00000039703	3	0	10	5	Nploc4
ENSMUSG00000031068	3	0	10	5	Glrx3
ENSMUSG00000051154	3	0	10	5	Commd3
ENSMUSG00000025487	10	0	2	0	Psmd13
ENSMUSG00000005354	17	0	7	8	Txn2
ENSMUSG00000025892	12	0	4	1	Gria4
ENSMUSG00000074071	10	0	8	0	Fam169b
ENSMUSG00000057182	12	0	12	2	Scn3a
ENSMUSG00000020390	8	0	16	12	Ube2b
ENSMUSG00000031283	12	0	12	2	Chrdl1
ENSMUSG00000038429	22	0	10	5	Usp5
ENSMUSG00000034810	1	0	5	4	Scn7a
ENSMUSG00000018733	1	0	1	3	Pex12
ENSMUSG00000022037	2	0	11	13	Clu
ENSMUSG00000085260	12	0	14	2	Med9os
ENSMUSG00000029610	15	0	19	11	Aimp2
ENSMUSG00000042185	1	0	1	3	Nfrkb
ENSMUSG00000006021	1	0	1	3	Kptn
ENSMUSG00000046408	12	0	17	2	1700067K01Rik
ENSMUSG00000020599	12	0	4	1	Rgs9
ENSMUSG00000030775	12	0	4	1	Trat1
ENSMUSG00000015149	10	0	2	0	Sirt2
ENSMUSG00000046434	22	0	10	5	Hnrnpa1
ENSMUSG00000031377	12	0	4	1	Bmx
ENSMUSG00000031774	10	0	8	0	Psme3ip1
ENSMUSG00000050627	22	0	10	5	Gpd1l
ENSMUSG00000031878	10	0	8	0	Nae1
ENSMUSG00000030322	12	0	12	2	Mbd4
ENSMUSG00000020696	10	0	8	0	Rffl
ENSMUSG00000097162	1	0	0	3	2310010J17Rik
ENSMUSG00000045201	12	0	14	2	Lrrc3b
ENSMUSG00000059479	12	0	4	1	B3gnt8
ENSMUSG00000077239	12	0	9	1	
ENSMUSG00000031755	1	0	5	4	Bbs2
ENSMUSG00000038379	12	0	4	1	Ttk
ENSMUSG00000002109	1	0	5	4	Ddb2
ENSMUSG00000041840	1	0	5	4	Haus1
ENSMUSG00000021555	10	0	2	0	Naa35
ENSMUSG00000022814	10	0	2	0	Umps
ENSMUSG00000028782	12	0	14	2	Adgrb2
ENSMUSG00000095028	12	0	9	1	Sirpb1b
ENSMUSG00000057223	12	0	3	1	
ENSMUSG00000034413	12	0	12	2	Neurl1b
ENSMUSG00000087579	17	0	7	8	Hectd2os
ENSMUSG00000025127	0	0	7	6	Gcgr
ENSMUSG00000030222	12	0	12	2	Rerg
ENSMUSG00000040133	12	0	9	1	Gpr176
ENSMUSG00000027845	1	0	0	3	Dclre1b
ENSMUSG00000028003	22	0	10	5	Lrat
ENSMUSG00000030054	12	0	4	1	Gp9
ENSMUSG00000034227	12	0	4	1	Foxj1
ENSMUSG00000003435	22	0	10	5	Supt5
ENSMUSG00000049280	12	0	3	1	Or10ab5
ENSMUSG00000022309	15	0	19	11	Angpt1
ENSMUSG00000093460	12	0	3	1	Six3os1
ENSMUSG00000029684	3	0	10	5	Wasl
ENSMUSG00000027531	22	0	10	5	Impa1
ENSMUSG00000031565	15	0	18	10	Fgfr1
ENSMUSG00000070047	3	0	10	5	Fat1
ENSMUSG00000030057	24	0	7	6	Cnbp
ENSMUSG00000024353	12	0	4	1	Mzb1
ENSMUSG00000060002	0	0	7	6	Chpt1
ENSMUSG00000034471	1	0	1	3	Caskin2
ENSMUSG00000028246	12	0	9	1	Faxc
ENSMUSG00000022749	10	0	2	0	Tbc1d23
ENSMUSG00000029919	12	0	12	2	Hpgds
ENSMUSG00000000739	12	0	12	2	Sult5a1
ENSMUSG00000037020	1	0	5	4	Wdr62
ENSMUSG00000035933	10	0	2	0	Cog5
ENSMUSG00000059639	12	0	17	2	Clec4a4
ENSMUSG00000028359	1	0	1	3	Orm3
ENSMUSG00000021464	12	0	14	2	Ror2
ENSMUSG00000044338	1	0	13	4	Aplnr
ENSMUSG00000002633	12	0	9	1	Shh
ENSMUSG00000067713	10	0	8	0	Prkag1
ENSMUSG00000021591	22	0	2	7	Glrx
ENSMUSG00000069184	1	0	0	3	Zfp72
ENSMUSG00000027171	12	0	17	2	Prrg4
ENSMUSG00000031539	1	0	5	4	Ap3m2
ENSMUSG00000022221	1	0	12	4	Ripk3
ENSMUSG00000025410	3	0	10	5	Dctn2
ENSMUSG00000027332	17	0	7	8	Ivd
ENSMUSG00000025268	10	0	1	0	Maged2
ENSMUSG00000026519	10	0	8	0	Tmem63a
ENSMUSG00000043323	1	0	0	3	Fbrsl1
ENSMUSG00000060803	0	0	7	6	Gstp1
ENSMUSG00000026117	10	0	8	0	Zap70
ENSMUSG00000098912	12	0	9	1	1500004A13Rik
ENSMUSG00000062175	12	0	12	2	Tgif2
ENSMUSG00000028035	22	0	2	7	Dnajb4
ENSMUSG00000039656	10	0	8	0	Rxrb
ENSMUSG00000024955	22	0	2	7	Esrra
ENSMUSG00000018921	1	0	0	3	Pelp1
ENSMUSG00000032257	12	0	3	1	Ankk1
ENSMUSG00000015342	1	0	0	3	Xk
ENSMUSG00000047904	12	0	9	1	Sstr2
ENSMUSG00000001348	22	0	10	5	Acp5
ENSMUSG00000027965	1	0	0	3	Olfm3
ENSMUSG00000031891	12	0	3	1	Hsd11b2
ENSMUSG00000069089	10	0	8	0	Cdk7
ENSMUSG00000027186	12	0	3	1	Elf5
ENSMUSG00000030934	2	0	11	13	Oat
ENSMUSG00000040037	12	0	14	2	Negr1
ENSMUSG00000055720	10	0	8	0	Ubl7
ENSMUSG00000050213	1	0	1	3	Snip1
ENSMUSG00000054423	12	0	6	1	Cadps
ENSMUSG00000053914	12	0	17	2	Kdm4d
ENSMUSG00000097520	12	0	17	2	
ENSMUSG00000019944	3	0	10	5	Rhobtb1
ENSMUSG00000034893	10	0	8	0	Cog3
ENSMUSG00000034269	22	0	10	5	Setd5
ENSMUSG00000044339	1	0	12	4	Alkbh2
ENSMUSG00000027575	10	0	8	0	Arfgap1
ENSMUSG00000085162	12	0	17	2	Gm12295
ENSMUSG00000040247	12	0	12	2	Tbc1d10c
ENSMUSG00000090862	0	0	7	6	Rps13
ENSMUSG00000023106	10	0	2	0	Denr
ENSMUSG00000054598	12	0	9	1	9130230L23Rik
ENSMUSG00000006276	10	0	8	0	Eps15l1
ENSMUSG00000047502	12	0	9	1	Mroh7
ENSMUSG00000059689	10	0	1	0	Zfp637
ENSMUSG00000036737	22	0	2	7	Oxsr1
ENSMUSG00000033379	22	0	10	5	Atp6v0b
ENSMUSG00000040749	12	0	12	2	Siah1b
ENSMUSG00000039936	1	0	0	3	Pik3cd
ENSMUSG00000060450	22	0	10	5	Rnf14
ENSMUSG00000027530	12	0	4	1	Fabp12
ENSMUSG00000041135	1	0	0	3	Ripk2
ENSMUSG00000018340	17	0	7	8	Anxa6
ENSMUSG00000017299	1	0	0	3	Dnttip1
ENSMUSG00000057230	10	0	2	0	Aak1
ENSMUSG00000041079	1	0	0	3	Rwdd2b
ENSMUSG00000030127	22	0	2	7	Cops7a
ENSMUSG00000066149	10	0	2	0	Cdc26
ENSMUSG00000032563	10	0	8	0	Mrpl3
ENSMUSG00000027244	10	0	8	0	Atg13
ENSMUSG00000038762	22	0	2	7	Abcf1
ENSMUSG00000027784	22	0	2	7	Ppm1l
ENSMUSG00000026792	1	0	1	3	Lrsam1
ENSMUSG00000059201	12	0	6	1	Lep
ENSMUSG00000022724	1	0	1	3	Riox2
ENSMUSG00000078716	1	0	13	4	Tmem8b
ENSMUSG00000054901	12	0	17	2	Arhgef33
ENSMUSG00000020524	12	0	6	1	Gria1
ENSMUSG00000017774	22	0	10	5	Myo1c
ENSMUSG00000077457	12	0	9	1	
ENSMUSG00000059031	12	0	9	1	Or5p58
ENSMUSG00000032192	12	0	12	2	Gnb5
ENSMUSG00000031410	12	0	9	1	Nxf7
ENSMUSG00000002910	1	0	0	3	Arrdc2
ENSMUSG00000023947	1	0	5	4	Nfkbie
ENSMUSG00000031125	12	0	9	1	3830403N18Rik
ENSMUSG00000039477	10	0	2	0	Tnrc18
ENSMUSG00000022707	3	0	7	6	Gbe1
ENSMUSG00000052364	12	0	4	1	B630019K06Rik
ENSMUSG00000034730	12	0	9	1	Adgrb1
ENSMUSG00000031753	3	0	10	5	Cog4
ENSMUSG00000036169	12	0	3	1	Sostdc1
ENSMUSG00000022706	10	0	2	0	Mrpl40
ENSMUSG00000006575	12	0	4	1	Rundc3a
ENSMUSG00000025236	1	0	1	3	Adpgk
ENSMUSG00000061981	10	0	2	0	Flot2
ENSMUSG00000005089	24	0	7	6	Slc1a2
ENSMUSG00000069917	23	0	16	12	Hba-a2
ENSMUSG00000042345	12	0	4	1	Ubash3a
ENSMUSG00000035642	10	0	8	0	Aamdc
ENSMUSG00000021294	1	0	12	4	Kif26a
ENSMUSG00000026333	1	0	1	3	Gin1
ENSMUSG00000024558	12	0	12	2	Mapk4
ENSMUSG00000039725	1	0	0	3	Trp53rka
ENSMUSG00000085886	12	0	9	1	D030047H15Rik
ENSMUSG00000038517	1	0	5	4	Tbkbp1
ENSMUSG00000039555	12	0	3	1	Cylc2
ENSMUSG00000037962	12	0	17	2	Rflna
ENSMUSG00000050973	1	0	5	4	Gdpgp1
ENSMUSG00000001420	12	0	12	2	Tmem79
ENSMUSG00000018470	12	0	4	1	Kcnab3
ENSMUSG00000050217	12	0	17	2	Lgsn
ENSMUSG00000029716	24	0	7	6	Tfr2
ENSMUSG00000078453	1	0	0	3	Abracl
ENSMUSG00000028538	22	0	10	5	St3gal3
ENSMUSG00000026766	22	0	2	7	Mmadhc
ENSMUSG00000101655	15	0	19	11	2310040G24Rik
ENSMUSG00000001155	24	0	7	6	Ftcd
ENSMUSG00000023092	8	0	16	12	Fhl1
ENSMUSG00000030607	12	0	17	2	Acan
ENSMUSG00000025949	22	0	2	7	Pikfyve
ENSMUSG00000024182	10	0	8	0	Axin1
ENSMUSG00000042750	12	0	9	1	Bex2
ENSMUSG00000033033	1	0	5	4	Calhm2
ENSMUSG00000047669	12	0	4	1	Msl3l2
ENSMUSG00000031168	0	0	7	6	Ebp
ENSMUSG00000111564	12	0	9	1	
ENSMUSG00000045438	10	0	8	0	Cox19
ENSMUSG00000030002	22	0	2	7	Dusp11
ENSMUSG00000032594	22	0	10	5	Ip6k1
ENSMUSG00000033214	12	0	6	1	Slitrk5
ENSMUSG00000075269	12	0	17	2	Bex6
ENSMUSG00000097756	12	0	6	1	A730056A06Rik
ENSMUSG00000041642	1	0	0	3	Kif21b
ENSMUSG00000112880	1	0	5	4	
ENSMUSG00000056832	12	0	12	2	Ift56
ENSMUSG00000031616	1	0	0	3	Ednra
ENSMUSG00000090291	12	0	17	2	Lrrc10b
ENSMUSG00000027233	12	0	17	2	Patl2
ENSMUSG00000106053	12	0	9	1	Gm20752
ENSMUSG00000029408	1	0	12	4	Abcb9
ENSMUSG00000037331	17	0	7	8	Larp1
ENSMUSG00000043687	1	0	5	4	1190005I06Rik
ENSMUSG00000033902	1	0	1	3	Mapkbp1
ENSMUSG00000041248	12	0	17	2	Kcnj1
ENSMUSG00000046062	17	0	7	8	Ppp1r15b
ENSMUSG00000054619	0	0	7	6	Tmt1a
ENSMUSG00000024563	10	0	2	0	Smad2
ENSMUSG00000054679	12	0	17	2	Srsf12
ENSMUSG00000045678	12	0	17	2	Or5b124
ENSMUSG00000061601	12	0	13	2	Pclo
ENSMUSG00000086628	10	0	8	0	Altre
ENSMUSG00000027962	22	0	2	7	Vcam1
ENSMUSG00000022132	12	0	14	2	Cldn10
ENSMUSG00000103906	1	0	5	4	Tigd5
ENSMUSG00000071424	12	0	3	1	Grid2
ENSMUSG00000015968	1	0	5	4	Cacna1d
ENSMUSG00000050198	12	0	3	1	Or6c38
ENSMUSG00000000171	18	0	7	6	Sdhd
ENSMUSG00000030785	8	0	16	12	Cox6a2
ENSMUSG00000049823	1	0	12	4	Zbtb12
ENSMUSG00000026134	1	0	5	4	Prim2
ENSMUSG00000015247	22	0	10	5	Nipsnap3b
ENSMUSG00000009614	2	0	11	13	Sardh
ENSMUSG00000020402	11	0	16	12	Vdac1
ENSMUSG00000026220	12	0	3	1	Slc16a14
ENSMUSG00000002014	22	0	10	5	Ssr4
ENSMUSG00000061979	1	0	1	3	Rcc1l
ENSMUSG00000035235	12	0	12	2	Trim13
ENSMUSG00000027801	3	0	7	6	Tm4sf4
ENSMUSG00000001323	3	0	10	5	Srr
ENSMUSG00000084174	1	0	12	4	Sycn
ENSMUSG00000024780	22	0	10	5	Cdc37l1
ENSMUSG00000030107	1	0	1	3	Usp18
ENSMUSG00000046351	10	0	8	0	Zfp322a
ENSMUSG00000002984	10	0	8	0	Tomm40
ENSMUSG00000034659	15	0	19	11	Tmem109
ENSMUSG00000029772	1	0	1	3	Ahcyl2
ENSMUSG00000030619	10	0	8	0	Eed
ENSMUSG00000045854	10	0	8	0	Lyrm2
ENSMUSG00000040022	1	0	1	3	Rab11fip2
ENSMUSG00000038047	1	0	0	3	Haus6
ENSMUSG00000067767	12	0	17	2	Clec4b2
ENSMUSG00000038155	15	0	18	10	Gstp2
ENSMUSG00000045917	1	0	0	3	Tmem268
ENSMUSG00000040855	22	0	10	5	Reps2
ENSMUSG00000009549	22	0	2	7	Srp14
ENSMUSG00000027715	12	0	12	2	Ccna2
ENSMUSG00000047030	1	0	0	3	Spata2
ENSMUSG00000026034	22	0	10	5	Clk1
ENSMUSG00000090141	12	0	17	2	Gm614
ENSMUSG00000020419	12	0	9	1	Hormad2
ENSMUSG00000041741	1	0	1	3	Pde3a
ENSMUSG00000038949	10	0	8	0	Cnst
ENSMUSG00000026701	7	0	11	9	Prdx6
ENSMUSG00000037944	12	0	4	1	Ccr7
ENSMUSG00000030970	1	0	5	4	Ctbp2
ENSMUSG00000025270	22	0	2	7	Alas2
ENSMUSG00000096351	12	0	17	2	Samd11
ENSMUSG00000092111	12	0	17	2	Vmn2r113
ENSMUSG00000087480	12	0	9	1	Gm15910
ENSMUSG00000033149	22	0	10	5	Phldb2
ENSMUSG00000086219	12	0	12	2	Srrm4os
ENSMUSG00000027074	22	0	10	5	Slc43a3
ENSMUSG00000018740	12	0	4	1	Slc25a35
ENSMUSG00000044317	12	0	4	1	Gpr4
ENSMUSG00000003549	1	0	5	4	Ercc1
ENSMUSG00000022982	7	0	11	9	Sod1
ENSMUSG00000028862	12	0	12	2	Map3k6
ENSMUSG00000054459	12	0	6	1	Vsnl1
ENSMUSG00000015947	12	0	12	2	Fcgr1
ENSMUSG00000035764	1	0	1	3	Fbxo45
ENSMUSG00000027555	12	0	12	2	Car13
ENSMUSG00000068246	3	0	10	5	Apol9b
ENSMUSG00000031786	12	0	3	1	Drc7
ENSMUSG00000070780	22	0	10	5	Rbm47
ENSMUSG00000021376	3	0	10	5	Tpmt
ENSMUSG00000020974	12	0	4	1	Pole2
ENSMUSG00000068742	10	0	2	0	Cry2
ENSMUSG00000027306	12	0	4	1	Nusap1
ENSMUSG00000000167	12	0	4	1	Pih1d2
ENSMUSG00000078619	22	0	10	5	Smarcd2
ENSMUSG00000112937	12	0	9	1	
ENSMUSG00000002603	1	0	0	3	Tgfb1
ENSMUSG00000030111	12	0	17	2	A2m
ENSMUSG00000032988	12	0	6	1	Slc16a8
ENSMUSG00000000567	12	0	12	2	Sox9
ENSMUSG00000032511	12	0	9	1	Scn5a
ENSMUSG00000024427	10	0	8	0	Spry4
ENSMUSG00000011148	8	0	16	12	Adss1
ENSMUSG00000033027	12	0	17	2	Klrc3
ENSMUSG00000029136	1	0	0	3	Rbks
ENSMUSG00000002820	10	0	8	0	Atg4d
ENSMUSG00000044167	10	0	2	0	Foxo1
ENSMUSG00000041750	1	0	12	4	Cd1d2
ENSMUSG00000042498	12	0	9	1	Radx
ENSMUSG00000028718	12	0	4	1	Stil
ENSMUSG00000035547	1	0	5	4	Capn5
ENSMUSG00000021482	22	0	10	5	Prxl2c
ENSMUSG00000030805	10	0	8	0	Stx4a
ENSMUSG00000037994	12	0	9	1	Slc9b2
ENSMUSG00000037788	1	0	0	3	Vopp1
ENSMUSG00000050334	12	0	17	2	Mir9-2hg
ENSMUSG00000031628	10	0	8	0	Casp3
ENSMUSG00000078672	22	0	2	7	Mup20
ENSMUSG00000045968	12	0	4	1	Teddm2
ENSMUSG00000033767	10	0	2	0	Tmem131l
ENSMUSG00000039199	1	0	5	4	Zdhhc1
ENSMUSG00000020654	1	0	5	4	Adcy3
ENSMUSG00000021693	1	0	1	3	Kif2a
ENSMUSG00000048772	10	0	8	0	Tmem53
ENSMUSG00000072704	0	0	7	6	Smim10l1
ENSMUSG00000049421	10	0	2	0	Zfp260
ENSMUSG00000032396	10	0	2	0	Dis3l
ENSMUSG00000022346	1	0	5	4	Myc
ENSMUSG00000062960	17	0	7	8	Kdr
ENSMUSG00000021381	12	0	17	2	Barx1
ENSMUSG00000058407	10	0	2	0	Txndc9
ENSMUSG00000025077	10	0	2	0	Dclre1a
ENSMUSG00000026626	24	0	7	6	Ppp2r5a
ENSMUSG00000051497	1	0	12	4	Kcnj16
ENSMUSG00000052384	1	0	0	3	Nrros
ENSMUSG00000057110	10	0	2	0	Cntrl
ENSMUSG00000025920	15	0	19	11	Stau2
ENSMUSG00000036091	12	0	4	1	Hyal3
ENSMUSG00000038583	12	0	14	2	Pln
ENSMUSG00000033106	1	0	1	3	Slc7a6os
ENSMUSG00000019877	24	0	7	6	Serinc1
ENSMUSG00000074259	12	0	9	1	Gramd2a
ENSMUSG00000029201	22	0	2	7	Ugdh
ENSMUSG00000021572	12	0	12	2	Cep72
ENSMUSG00000021070	12	0	9	1	Bdkrb2
ENSMUSG00000073002	15	0	19	11	Vamp5
ENSMUSG00000050677	12	0	9	1	Ccdc96
ENSMUSG00000033436	1	0	5	4	Armcx2
ENSMUSG00000031982	12	0	4	1	Arv1
ENSMUSG00000021728	12	0	12	2	Emb
ENSMUSG00000040856	12	0	14	2	Dlk1
ENSMUSG00000064899	12	0	12	2	Snord118
ENSMUSG00000032033	15	0	18	10	Barx2
ENSMUSG00000006998	0	0	7	6	Psmd2
ENSMUSG00000029463	12	0	12	2	Fam216a
ENSMUSG00000043831	10	0	1	0	Lysmd4
ENSMUSG00000021241	10	0	8	0	Isca2
ENSMUSG00000039518	12	0	3	1	Cdsn
ENSMUSG00000055811	12	0	15	2	Cldn17
ENSMUSG00000060044	12	0	12	2	Tmem26
ENSMUSG00000005882	10	0	2	0	Uqcc1
ENSMUSG00000022853	7	0	11	9	Ehhadh
ENSMUSG00000031511	10	0	8	0	Arhgef7
ENSMUSG00000044816	12	0	17	2	D630023F18Rik
ENSMUSG00000019194	15	0	19	11	Scn1b
ENSMUSG00000056296	12	0	3	1	Synpr
ENSMUSG00000019791	22	0	2	7	Hint3
ENSMUSG00000091183	12	0	4	1	Gm5141
ENSMUSG00000022151	10	0	8	0	Ttc33
ENSMUSG00000080115	12	0	17	2	Eef1akmt3
ENSMUSG00000020218	12	0	12	2	Wif1
ENSMUSG00000053334	1	0	0	3	Ficd
ENSMUSG00000019320	12	0	12	2	Noxo1
ENSMUSG00000056724	1	0	0	3	Nbeal2
ENSMUSG00000088524	12	0	17	2	Snord2
ENSMUSG00000029810	3	0	7	6	Tmem176b
