gene_id	flt_cluster	gc_cluster	procrustes_latent_shift	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction	gene_label	in_FLT14_all	in_FLT14_and_GC8	in_FLT14_not_GC8	in_GC8_all	in_GC8_not_FLT14
ENSMUSG00000033904	2	8	1.9348140545036936	Ccp110	6.0	0.0227680949624462	0.0514759442768133	0.442305532852591	0.65826812774151	5.0	1.0	9.27068968570663	46.0665800548917	0.0987422812076108	0.847066847406447	True	False	mixed	Ccp110	False	False	False	True	True
ENSMUSG00000024843	1	8	2.9954933458753734	Chka	6.0	0.604293656270897	0.100254060207293	6.02762277180011	1.6638884889277e-09	3.0	3.0	79.4108802471534	93.703633577114	1.1145163432296601e-15	5.00861247917034e-07	True	False	mixed	Chka	False	False	False	True	True
ENSMUSG00000022236	2	8	2.913480100877764	Ropn1l	6.0	0.0192789597518778	0.0720226142244838	0.267679255459795	0.788946219028522	3.0	3.0	7.49954111546344	33.3292541100894	0.186059312397108	0.913087987918022	True	False	mixed	Ropn1l	False	False	False	True	True
ENSMUSG00000065952	9	8	1.853486555382387	Rps23rg1	6.0	0.0553216380747076	0.091562228145662	0.60419715853462	0.54571256984933	2.0	4.0	40.2427728188203	87.5754088255527	1.33413542747725e-07	0.775330637435615	True	False	mixed	Rps23rg1	False	False	False	True	True
ENSMUSG00000066647	9	8	2.473495998958343	Gm5113	6.0	-0.107588545665016	0.0514619580574838	-2.09064228657677	0.0365601421043813	1.0	5.0	3.76799039798289	0.0	0.583279282746465	0.174123970086937	True	False	mixed	Gm5113	False	False	False	True	True
ENSMUSG00000049488	2	8	2.272478762485805	Tmem67	6.0	0.0856292310928588	0.0479959848391289	1.78409155223854	0.074408789761439	4.0	2.0	2.6611634888984	0.0	0.752051597627043	0.269319723351634	True	False	mixed	Tmem67	False	False	False	True	True
ENSMUSG00000034639	2	8	2.5780618665535564	Setmar	6.0	0.140727853884009	0.0497725233525596	2.82742052049832	0.0046924662177321	6.0	0.0	2.47313420083533	0.0	0.7805355666952	0.0453753946277435	True	False	all_up	Setmar	False	False	False	True	True
ENSMUSG00000060791	2	8	2.4884584702716546	Gmfg	6.0	-0.0453856898052386	0.0699131773405258	-0.649172180863397	0.516227090839466	4.0	2.0	12.2506940403694	59.1859858427317	0.0315095623900533	0.754382008894583	True	False	mixed	Gmfg	False	False	False	True	True
ENSMUSG00000045780	9	8	1.943436329049541	Olfr624	6.0	-0.0033240061171373	0.0974676292650783	-0.0341036931153544	0.972794463519514	4.0	2.0	5.44474240245308	8.16829097833355	0.364043129094774	0.991615975426775	True	False	mixed	Olfr624	False	False	False	True	True
ENSMUSG00000057375	1	8	0.9247548889109166	Yipf1	6.0	-0.0448431775466952	0.0557577939215979	-0.804249493976572	0.421252899848715	3.0	3.0	5.71769272759246	12.5521388046793	0.334664806758282	0.684959219328595	True	False	mixed	Yipf1	False	False	False	True	True
ENSMUSG00000092368	14	8	3.3901278359586753	A930015D03Rik	6.0	0.0111900052599122	0.075266589137488	0.148671613635523	0.881812761302011	1.0	5.0	1.37415875797399	0.0	0.927119018925125	0.953953466805578	True	False	mixed	A930015D03Rik	True	True	False	True	False
ENSMUSG00000094793	14	8	4.133545770587838	Mup12	6.0	-0.639522982811648	0.169087498447369	-3.78220145595631	0.0001554474743255	1.0	5.0	31.102973942199	83.9243668168456	8.93876542547831e-06	0.0039792105435611	True	False	mixed	Mup12	True	True	False	True	False
ENSMUSG00000086158	2	8	2.4128384071644207	Ccpg1os	6.0	-0.022633780320246	0.0511229954536903	-0.442731888446341	0.65795967428495	2.0	4.0	15.0088863762605	66.6864024774785	0.0103244352188431	0.846871051191849	True	False	mixed	Ccpg1os	False	False	False	True	True
ENSMUSG00000046862	2	8	2.7709679842119055	Pramel12	6.0	0.0035060016216505	0.0381425740427354	0.0919183277385104	0.926762929677394	3.0	3.0	12.4764351635686	59.9244500977324	0.0288116721700825	0.971706793320603	True	False	mixed	Pramel12	False	False	False	True	True
ENSMUSG00000046711	6	8	3.172869797425685	Hmga1	6.0	0.219799123808058	0.0676496997324409	3.24907759646204	0.0011577989027811	5.0	1.0	6.89954569002089	27.5314604085931	0.228219071802935	0.0167988739700436	True	False	mixed	Hmga1	False	False	False	True	True
ENSMUSG00000030579	2	8	3.687267059267268	Tyrobp	6.0	-0.315256339225392	0.10239672566033	-3.07877363453163	0.0020785454949157	0.0	6.0	10.8125594840306	53.7574798327384	0.0552256726728785	0.0254610075507578	True	False	all_down	Tyrobp	False	False	False	True	True
ENSMUSG00000009585	9	8	3.1449627428535885	Apobec3	6.0	-0.183780781909094	0.0608363053342825	-3.0209063633838	0.0025201928304071	1.0	5.0	17.5592329172795	71.5249520092666	0.0035526902847104	0.0293871839729325	True	False	mixed	Apobec3	False	False	False	True	True
ENSMUSG00000043153	9	8	3.027741142713578	Crppa	6.0	-0.0038650975157071	0.04504547942194	-0.0858043374231384	0.931621958432748	3.0	3.0	6.83001592516689	26.7937285244642	0.233592302893543	0.973984752657854	True	False	mixed	Crppa	False	False	False	True	True
ENSMUSG00000029925	2	8	2.421238232805413	Tbxas1	6.0	-0.0822715095260593	0.0684668932501642	-1.20162469217722	0.229508970286112	1.0	5.0	10.8459824662271	53.8999807940928	0.0545206730099904	0.50448523488854	True	False	mixed	Tbxas1	False	False	False	True	True
ENSMUSG00000038544	2	8	1.632937087317626	Inip	6.0	-0.018461979595214	0.0424105833182813	-0.43531538947864	0.663333515850236	2.0	4.0	15.499902560916	67.7417326957407	0.0084268430514015	0.849339991022532	True	False	mixed	Inip	False	False	False	True	True
ENSMUSG00000029416	14	5	2.816543209592276	Slc15a4	6.0	-0.149174978385614	0.0677884819311823	-2.20059476382808	0.0277647246157985	3.0	3.0	24.9035383380837	79.9225317618671	0.0001454378668687	0.146912629762306	True	False	mixed	Slc15a4	True	False	True	False	False
ENSMUSG00000060288	2	8	2.121473762310914	Ppih	6.0	-0.0703963235150111	0.0515694635310991	-1.36507767765624	0.172228637141242	1.0	5.0	8.27834329105758	39.6014416869968	0.141548083796007	0.431423744977313	True	False	mixed	Ppih	False	False	False	True	True
ENSMUSG00000116975	14	8	4.870371731416572	4930470H14Rik	6.0	-0.130737244341592	0.107858927436441	-1.21211333590011	0.225468999530912	2.0	4.0	8.09505105954378	38.2338670476306	0.151074392445626	0.499522773255415	True	False	mixed	4930470H14Rik	True	True	False	True	False
ENSMUSG00000069792	14	8	4.20418005436825	Wfdc17	6.0	-0.529022869276869	0.125108638567359	-4.22850792187337	2.35246234723268e-05	2.0	4.0	20.6604891403345	75.7992176950025	0.0009388337665252	0.0010089518589516	True	False	mixed	Wfdc17	True	True	False	True	False
ENSMUSG00000055254	14	6	3.5665703215073803	Ntrk2	6.0	-0.174495983064559	0.112636392590226	-1.54919719152743	0.121334324404492	3.0	3.0	15.9518730254749	68.6557184099004	0.0069828303122307	0.356008924764442	True	False	mixed	Ntrk2	True	False	True	False	False
ENSMUSG00000038215	2	8	1.9397054133700704	Cep44	6.0	0.0020180416361101	0.0485134350676812	0.0415975828818299	0.966819500156587	3.0	3.0	5.27964754461308	5.29670858234492	0.382713313557742	0.988695877766444	True	False	mixed	Cep44	False	False	False	True	True
ENSMUSG00000032725	2	8	2.8724830833986763	Folr2	6.0	-0.53355187803765	0.0818844818967332	-6.51590955549463	7.22505015280869e-11	0.0	6.0	21.3049012478943	76.5312218919852	0.0007093440063559	3.4542114774678e-08	True	False	all_down	Folr2	False	False	False	True	True
ENSMUSG00000029676	2	8	1.2898885288749349	Pot1a	6.0	0.0517886932515118	0.0454166756892917	1.14030127624956	0.254160806300157	4.0	2.0	0.923246894130937	0.0	0.968515887379859	0.53061699286014	True	False	mixed	Pot1a	False	False	False	True	True
ENSMUSG00000032849	2	8	2.689609680926703	Abcc4	6.0	-0.15929733142768	0.0766243970794335	-2.07893748596211	0.0376230966959315	2.0	4.0	5.79231567588756	13.6787378351259	0.326954926954627	0.176905824932707	True	False	mixed	Abcc4	False	False	False	True	True
ENSMUSG00000060487	6	8	1.6957255103418347	Samd5	6.0	-0.0932614912573655	0.0683919000601115	-1.36363357613102	0.172682919167869	2.0	4.0	14.0270937108358	64.3546973943894	0.0154382261280071	0.431833937978043	True	False	mixed	Samd5	False	False	False	True	True
ENSMUSG00000027534	2	8	2.242167024523587	Snx16	6.0	0.0456353643590684	0.0633937498731815	0.719871666376598	0.471604014544365	4.0	2.0	7.18704797344335	30.4304073316979	0.20709685046432	0.721702434232597	True	False	mixed	Snx16	False	False	False	True	True
ENSMUSG00000063727	2	8	1.5511084511815358	Tnfrsf11b	6.0	-0.139536386176287	0.0582288205936974	-2.39634574002329	0.01655946217191	1.0	5.0	5.19770961818859	3.80378344909335	0.392231204313273	0.104696249554413	True	False	mixed	Tnfrsf11b	False	False	False	True	True
ENSMUSG00000020038	14	8	2.878549178314887	Cry1	6.0	-0.0268326756435769	0.103510845982673	-0.259225739958385	0.795461072098116	4.0	2.0	15.0821083487621	66.8481363190154	0.0100172030257994	0.915762591321167	True	False	mixed	Cry1	True	True	False	True	False
ENSMUSG00000019813	2	8	2.170542246148396	Cep57l1	6.0	0.0537006404867667	0.0544967196573	0.985392163500126	0.324431477447945	3.0	3.0	6.63617849170481	24.6554322453808	0.249134236672443	0.604081748673121	True	False	mixed	Cep57l1	False	False	False	True	True
ENSMUSG00000038836	2	8	1.915509773447913	Agbl3	6.0	0.052629679496596	0.0670598793618295	0.784816197068091	0.432561342164559	4.0	2.0	12.0418179331349	58.4780302462327	0.0342192493779233	0.69466636294384	True	False	mixed	Agbl3	False	False	False	True	True
ENSMUSG00000056600	9	8	2.6963702702670345	Olfr90	6.0	-0.0557179792417222	0.121098022279325	-0.46010643438258	0.645439825837909	3.0	3.0	3.39478691097957	0.0	0.639364010025672	0.838889385581076	True	False	mixed	Olfr90	False	False	False	True	True
ENSMUSG00000066071	9	8	4.242494265045585	Cyp4a12a	3.0	-0.180003625906374	0.164747278070001	-1.09260455174192	0.274567463365395	1.0	2.0	5.73562997684158	65.1302471031904	0.0568229498377364	0.552793273758437	True	False	mixed	Cyp4a12a	False	False	False	True	True
ENSMUSG00000032135	2	8	2.6458661598184365	Mcam	6.0	-0.0687496189000055	0.0621639912012335	-1.10593958932678	0.268752667822767	3.0	3.0	5.07051375229915	1.39066287449038	0.407335398897637	0.546208379027141	True	False	mixed	Mcam	False	False	False	True	True
ENSMUSG00000040093	9	8	3.7986656176318063	Bmf	6.0	-0.156949514527671	0.114937176750193	-1.36552435830913	0.172088302602315	3.0	3.0	15.6579496426144	68.0673388654152	0.0078916239276166	0.43141507692792	True	False	mixed	Bmf	False	False	False	True	True
ENSMUSG00000074254	14	8	5.407773541836548	Cyp2a4	5.0	-0.243353897789603	0.114707316773249	-2.1215202712017	0.0338780438918681	3.0	2.0	18.6690703505928	78.5741875471963	0.0009127541790105	0.165272389994693	True	False	mixed	Cyp2a4	True	True	False	True	False
ENSMUSG00000026480	2	8	2.6699832996595614	Ncf2	6.0	-0.189244739694225	0.0550937556422945	-3.43495805446498	0.0005926455537476	1.0	5.0	21.2104855223302	76.4267536698486	0.0007391351447318	0.0106425759655685	True	False	mixed	Ncf2	False	False	False	True	True
ENSMUSG00000074813	2	8	1.6153274077613065	Morrbid	6.0	-0.0537289526082994	0.075865563413452	-0.708212661856704	0.478813204297744	2.0	4.0	4.90183878819171	0.0	0.427977115580254	0.728322146215266	True	False	mixed	Morrbid	False	False	False	True	True
ENSMUSG00000021108	2	8	2.2765814893147387	Prkch	6.0	-0.132908510005688	0.0561151606708776	-2.36849557974559	0.0178605938064324	2.0	4.0	4.29156483166684	0.0	0.508245698165894	0.109718209302166	True	False	mixed	Prkch	False	False	False	True	True
ENSMUSG00000005836	2	8	2.7474782918321656	Gata6	6.0	0.0768607895452021	0.0517648314930451	1.48480710413457	0.137594929490821	5.0	1.0	17.6258513564399	71.6325759313	0.0034537854316575	0.379793781435439	True	False	mixed	Gata6	False	False	False	True	True
ENSMUSG00000021838	2	8	3.544457512301436	Samd4	6.0	0.205485780054916	0.0551843694069515	3.72362287117176	0.0001963842158363	5.0	1.0	7.81981024640816	36.0598295553702	0.166449824916373	0.0047594356468161	True	False	mixed	Samd4	False	False	False	True	True
ENSMUSG00000055240	2	8	2.0834436532871465	Zfp101	6.0	-0.0497143617925042	0.0668433985491824	-0.743743778316794	0.457031498954375	3.0	3.0	9.60514252811048	47.9445517297951	0.0872283999084556	0.711433898109893	True	False	mixed	Zfp101	False	False	False	True	True
ENSMUSG00000030532	14	3	2.495014918471207	Hddc3	6.0	0.0339791515548543	0.0611774911433401	0.555419173291048	0.578607981131247	4.0	2.0	6.91522913447393	27.6958159625701	0.227021556475515	0.797800723834796	True	False	mixed	Hddc3	True	False	True	False	False
ENSMUSG00000037808	2	8	1.1634696316514062	Fam76b	6.0	-0.0264586449948494	0.0577630473786802	-0.4580548671782	0.64691302299819	3.0	3.0	7.78368653472222	35.763086325541	0.168566930927287	0.839834772688729	True	False	mixed	Fam76b	False	False	False	True	True
ENSMUSG00000054702	9	8	1.5482556390737057	Ap1s3	6.0	0.141492689616041	0.0866085780544239	1.63370295176915	0.102321238278286	5.0	1.0	1.73147626908507	0.0	0.884910666685913	0.322692842560689	True	False	mixed	Ap1s3	False	False	False	True	True
ENSMUSG00000096822	9	8	1.5764412267888843	Olfr344	6.0	-0.0227569601197424	0.111975774292207	-0.203231103009449	0.838954403389369	4.0	2.0	6.78295985614483	26.2858677326478	0.237288718873931	0.934633015022297	True	False	mixed	Olfr344	False	False	False	True	True
ENSMUSG00000030166	2	8	2.4044512249285575	Rad52	6.0	-0.0471501712098559	0.0397344146480532	-1.18663308941349	0.235372378029175	2.0	4.0	13.7407265555923	63.6118222732184	0.0173429995992976	0.512110561486312	True	False	mixed	Rad52	False	False	False	True	True
ENSMUSG00000021003	2	8	1.815858456754859	Galc	6.0	0.0079294831092508	0.0460659316351077	0.172133349479631	0.863332694958724	4.0	2.0	5.8854344466793	15.0445044406006	0.317526774896361	0.946034310135773	True	False	mixed	Galc	False	False	False	True	True
ENSMUSG00000023272	14	8	2.2839716949399973	Creld2	6.0	-0.153456335771858	0.117384993769971	-1.30729091379919	0.191113928928684	3.0	3.0	23.1338805977528	78.3866784525303	0.0003182406150494	0.458194235211763	True	False	mixed	Creld2	True	True	False	True	False
ENSMUSG00000063049	2	8	1.828052620118375	Ing2	6.0	0.108909621394994	0.0465327602528333	2.34049346746764	0.019258275316486	5.0	1.0	1.9680913675477	0.0	0.853542361898131	0.115727639656	True	False	mixed	Ing2	False	False	False	True	True
ENSMUSG00000112920	6	8	3.3724907517218905	Spata22	6.0	-0.0785635816181934	0.094618318602495	-0.830321049650546	0.406357289912408	3.0	3.0	12.1528105406785	58.8572537746411	0.0327528673453866	0.672089542597126	True	False	mixed	Spata22	False	False	False	True	True
ENSMUSG00000025014	2	8	2.836272470706689	Dntt	6.0	-0.119717672089273	0.107736512838564	-1.11120797336983	0.266478839992666	3.0	3.0	9.90481006945759	49.5194762450017	0.077977780715763	0.543557980183308	True	False	mixed	Dntt	False	False	False	True	True
ENSMUSG00000028763	14	11	1.4472266707963837	Hspg2	6.0	-0.166385652317484	0.0562425770992947	-2.95835754509853	0.0030928315729745	1.0	5.0	3.26882407817621	0.0	0.658617977398829	0.0343401483734299	True	False	mixed	Hspg2	True	False	True	False	False
ENSMUSG00000032425	2	8	1.7483511376285807	Zfp949	6.0	-0.091932478060437	0.0481147457923262	-1.91069237811705	0.0560441248747909	2.0	4.0	12.1514922884356	58.8527904119361	0.0327699266349557	0.22482656708779	True	False	mixed	Zfp949	False	False	False	True	True
ENSMUSG00000116875	14	3	3.321988473308328	Morf4l1-ps1	6.0	-0.0309301747327826	0.126241459963896	-0.245008056320232	0.806450193406063	2.0	4.0	20.7228033274657	75.8719902853439	0.0009137757311764	0.920086560344499	True	False	mixed	Morf4l1-ps1	True	False	True	False	False
ENSMUSG00000035778	2	8	2.1272556577100237	Ggta1	6.0	-0.152169218107716	0.04945484051017	-3.0769327438519	0.0020914248354065	2.0	4.0	6.34982879190152	21.2577194777767	0.273651427581655	0.0255448792946	True	False	mixed	Ggta1	False	False	False	True	True
ENSMUSG00000037315	2	8	2.264431460020926	Jade3	6.0	0.0537062785576271	0.0457634174661941	1.17356354772457	0.240569889159043	2.0	4.0	3.12706787829734	0.0	0.680403070483593	0.517188671905866	True	False	mixed	Jade3	False	False	False	True	True
ENSMUSG00000004951	9	8	4.039804497269795	Hspb1	6.0	-0.1567867008962	0.154325963355315	-1.01594506515549	0.309655547199813	3.0	3.0	70.3557243964222	92.893257737171	8.6417168084157e-14	0.589328055231584	True	False	mixed	Hspb1	False	False	False	True	True
ENSMUSG00000030621	2	8	2.3584882509548546	Me3	6.0	0.0960012563859455	0.0724912017033342	1.32431597394157	0.185398127540532	3.0	3.0	10.8967386332554	54.1147111233755	0.053466230157351	0.450537683236858	True	False	mixed	Me3	False	False	False	True	True
ENSMUSG00000064563	9	8	5.432854758727701	Snora7a	6.0	0.0316072315539655	0.156017824837762	0.202587310692435	0.839457608943361	4.0	2.0	4.26596191275456	0.0	0.511793287398057	0.934871432815452	True	False	mixed	Snora7a	False	False	False	True	True
ENSMUSG00000085112	9	8	1.3395022195155126	A530072M11Rik	6.0	0.0445006779094235	0.060158036027343	0.739729566457207	0.45946410402562	3.0	3.0	3.76998138307006	0.0	0.582984997363424	0.712904644175693	True	False	mixed	A530072M11Rik	False	False	False	True	True
ENSMUSG00000038370	14	8	4.694276955211759	Pcp4l1	6.0	-0.163252932729059	0.11024246049148	-1.4808534933024	0.13864561821485	2.0	4.0	7.15531341180789	30.1218589286548	0.209343349420397	0.381011753860082	True	False	mixed	Pcp4l1	True	True	False	True	False
ENSMUSG00000066613	2	8	3.1494307674303847	Zfp932	6.0	-0.0285306696009577	0.0669439426904162	-0.426187470506457	0.669971246651905	2.0	4.0	8.44909454251842	40.8220611707151	0.133160511196129	0.852275991103984	True	False	mixed	Zfp932	False	False	False	True	True
ENSMUSG00000042104	2	8	1.5567764053327406	Uggt2	6.0	0.0165826608766198	0.0579003694736111	0.286399914670278	0.774571840048185	4.0	2.0	1.96991266500121	0.0	0.853292341433229	0.906082495898163	True	False	mixed	Uggt2	False	False	False	True	True
ENSMUSG00000056124	9	8	1.9210808872707033	B4galt6	6.0	-0.101247069386567	0.0673195613222046	-1.50397696298076	0.132587298494584	0.0	6.0	4.69037940703331	0.0	0.454822095180987	0.372293407674808	True	False	all_down	B4galt6	False	False	False	True	True
ENSMUSG00000033082	2	8	2.255782487768351	Clec1a	6.0	-0.207009949303191	0.06329830133231	-3.27038711854856	0.0010740039697453	1.0	5.0	1.51557883646094	0.0	0.911265049247024	0.0158997582224146	True	False	mixed	Clec1a	False	False	False	True	True
ENSMUSG00000048758	14	5	3.2415766282768166	Rpl29	6.0	0.114869980272225	0.0721762357703122	1.59152079692516	0.111492418872566	3.0	3.0	6.15900946990349	18.818114756392	0.291052703743394	0.339066280406653	True	False	mixed	Rpl29	True	False	True	False	False
ENSMUSG00000021180	9	8	1.8633729027761836	Rps6ka5	6.0	0.0408553723084567	0.0703312413798827	0.580899348666165	0.561308291363827	4.0	2.0	2.15512093684932	0.0	0.827291418172503	0.786625250118028	True	False	mixed	Rps6ka5	False	False	False	True	True
ENSMUSG00000097321	2	8	2.001611211525071	1700028E10Rik	6.0	-0.212630181766677	0.078432768701289	-2.71098655941215	0.0067083345432161	1.0	5.0	16.6485902584407	69.9674271371714	0.0052168048450951	0.0572409333333222	True	False	mixed	1700028E10Rik	False	False	False	True	True
ENSMUSG00000025094	9	8	1.7127743972678389	Slc18a2	6.0	-0.11465390005636	0.0547880677056321	-2.09268011918905	0.0363777191320328	2.0	4.0	3.02453273268372	0.0	0.696203434040203	0.173634341524903	True	False	mixed	Slc18a2	False	False	False	True	True
ENSMUSG00000029322	2	8	3.1260347273178235	Plac8	6.0	-0.390450347730305	0.101237639978047	-3.8567705431989	0.0001148949213058	2.0	4.0	26.4705764982009	81.1111027357496	7.23080442517829e-05	0.0031600963550371	True	False	mixed	Plac8	False	False	False	True	True
ENSMUSG00000020589	2	8	1.4432379644216764	Cyria	6.0	-0.172076354165256	0.0551758686333263	-3.11868863014731	0.0018165782119347	0.0	6.0	5.85856649698024	14.6548903630741	0.320225222390043	0.0230691240898431	True	False	all_down	Cyria	False	False	False	True	True
ENSMUSG00000022901	9	8	3.398325549052338	Cd86	6.0	-0.406733264161875	0.0769668059862382	-5.28452829697259	1.26029068394572e-07	0.0	6.0	7.76058117036165	35.5718355334592	0.169933448711379	1.693059922937e-05	True	False	all_down	Cd86	False	False	False	True	True
ENSMUSG00000112449	14	6	1.811311150765646	Srp54b	6.0	0.112089364977006	0.111856366223776	1.002083017365	0.316303499321783	3.0	3.0	12.0705023121074	58.5767031833903	0.0338344026367492	0.596324910864716	True	False	mixed	Srp54b	True	False	True	False	False
ENSMUSG00000022360	2	8	1.7895427528909524	Atad2	6.0	-0.236345867595389	0.0544481982377688	-4.34074726519497	1.4199897585465e-05	1.0	5.0	32.1345549967841	84.4404255776986	5.58764748162287e-06	0.0006952389616016	True	False	mixed	Atad2	False	False	False	True	True
ENSMUSG00000032085	2	8	4.448433929674794	Tagln	6.0	0.0114333388641238	0.108268681795827	0.105601533836763	0.91589850773235	2.0	4.0	35.3777523531633	85.8668240138977	1.2647819450749e-06	0.967987811306581	True	False	mixed	Tagln	False	False	False	True	True
ENSMUSG00000030929	2	8	1.8204541250759263	Eri2	6.0	-0.0162755965369485	0.0484244727049566	-0.336102710629672	0.736793414425122	2.0	4.0	3.03994501429249	0.0	0.693827371556916	0.888338299323569	True	False	mixed	Eri2	False	False	False	True	True
ENSMUSG00000067928	2	8	1.8351916753846769	Zfp760	6.0	-0.0756893527075421	0.0677559907830806	-1.11708723956026	0.263957025934237	2.0	4.0	16.8737356793197	70.3681502719759	0.0047455915624008	0.541061974345652	True	False	mixed	Zfp760	False	False	False	True	True
ENSMUSG00000044982	9	8	2.596798707266125	Sft2d3	6.0	0.0008269196537824	0.0491235608864167	0.0168334631867277	0.986569473912714	4.0	2.0	9.1537433588101	45.3775378661047	0.103086762802391	0.996005330983459	True	False	mixed	Sft2d3	False	False	False	True	True
ENSMUSG00000092075	14	8	4.367774493962226	Serpina4-ps1	6.0	0.369134065410447	0.238506260636801	1.54769130346883	0.121696636890663	3.0	3.0	22.8339041887563	78.1027372337751	0.0003631591459483	0.356474218330577	True	False	mixed	Serpina4-ps1	True	True	False	True	False
ENSMUSG00000020143	2	8	1.7283659839588728	Dock2	6.0	-0.273812158262328	0.0647335617361852	-4.2298330405211	2.33864816352644e-05	1.0	5.0	19.6686096223896	74.5787826593076	0.0014418803292706	0.0010056805793154	True	False	mixed	Dock2	False	False	False	True	True
ENSMUSG00000002395	5	8	2.6774161246033006	Use1	6.0	0.174662750855183	0.0686955324481387	2.54256346272655	0.0110042615604872	3.0	3.0	8.31830588321628	39.8916068945189	0.139543740461067	0.0794290726757191	True	False	mixed	Use1	False	False	False	True	True
ENSMUSG00000063275	2	8	2.088502944197821	Hacd1	6.0	-0.0528993829424153	0.0593017948667599	-0.892036793511399	0.372373211440436	2.0	4.0	2.64898263136867	0.0	0.753909569090622	0.644404174722139	True	False	mixed	Hacd1	False	False	False	True	True
ENSMUSG00000027641	9	8	2.6657334656448	Rbl1	6.0	0.0148191375449484	0.0561376393782716	0.263978637311284	0.791796380004722	3.0	3.0	10.7093202785324	53.3116960744666	0.0574578204768988	0.914043758041102	True	False	mixed	Rbl1	False	False	False	True	True
ENSMUSG00000046080	9	8	2.238492075880956	Clec9a	6.0	-0.221633813172751	0.0772102613282785	-2.87052276938191	0.0040979368247445	1.0	5.0	4.66224450655402	0.0	0.458473337409532	0.0415286552906628	True	False	mixed	Clec9a	False	False	False	True	True
ENSMUSG00000031557	2	8	2.1023690417784384	Plekha2	6.0	-0.145346817839891	0.0389846300245062	-3.72831081758438	0.0001927675379921	1.0	5.0	9.23282437177921	45.8453903305812	0.100130237196919	0.004740448305691	True	False	mixed	Plekha2	False	False	False	True	True
ENSMUSG00000038622	2	8	2.514028739421981	Med30	6.0	0.0172018214211617	0.064243680820293	0.267758964018265	0.78888485959961	5.0	1.0	9.03561549826003	44.6634266258581	0.107651980234139	0.913081984676136	True	False	mixed	Med30	False	False	False	True	True
ENSMUSG00000020653	2	8	3.0217280137684868	Klf11	6.0	-0.0705641044341784	0.0874922733490642	-0.806518127065367	0.419944160273817	2.0	4.0	2.66499713632938	0.0	0.751466542513953	0.683918678013314	True	False	mixed	Klf11	False	False	False	True	True
ENSMUSG00000037902	14	3	1.4614979940546335	Sirpa	6.0	-0.122620277377404	0.0532231593064148	-2.30388949050276	0.0212288478053285	2.0	4.0	11.2211978863034	55.441477365772	0.0471664420599225	0.123170075280407	True	False	mixed	Sirpa	True	False	True	False	False
ENSMUSG00000030243	2	8	1.3829134799407217	Recql	6.0	0.114560615503784	0.0441824767393135	2.59289709311041	0.0095171242761769	3.0	3.0	13.5275838352311	63.0384844706854	0.0189057904701635	0.0727083839245367	True	False	mixed	Recql	False	False	False	True	True
ENSMUSG00000002797	2	8	1.635696082720493	Ggct	6.0	0.269748764718918	0.057170560060941	4.7183159379824	2.3780498619048e-06	5.0	1.0	15.0788249537394	66.8409175427157	0.0100307877999288	0.0001718008911345	True	False	mixed	Ggct	False	False	False	True	True
ENSMUSG00000019756	9	8	2.446443884665898	Prl8a1	6.0	0.0195231370317643	0.0589446180292961	0.331211528456441	0.740484712774201	3.0	3.0	2.47681277857767	0.0	0.779982992175243	0.889818807285033	True	False	mixed	Prl8a1	False	False	False	True	True
ENSMUSG00000040583	14	8	5.332986071056574	Cyp2b13	4.0	-0.139367032255991	0.0798324925863797	-1.74574321483441	0.0808555822119308	1.0	3.0	22.1192863434759	86.437175443118	6.16072922964289e-05	0.282617797585767	True	False	mixed	Cyp2b13	True	True	False	True	False
ENSMUSG00000072849	14	8	4.704881233407955	Serpina1e	6.0	-0.192228003362268	0.121698038942156	-1.57954889851295	0.114210209867475	1.0	5.0	35.1047810785861	85.7569258477729	1.43391156203866e-06	0.343515112854146	True	False	mixed	Serpina1e	True	True	False	True	False
ENSMUSG00000086429	2	8	4.577096143077308	Gt(ROSA)26Sor	6.0	0.0181783839961468	0.101851827495861	0.178478721914789	0.858347030355918	3.0	3.0	4.71668654085204	0.0	0.451424755371906	0.943737969102631	True	False	mixed	Gt(ROSA)26Sor	False	False	False	True	True
ENSMUSG00000035356	2	8	2.2181821096139815	Nfkbiz	6.0	-0.0288347059069258	0.0577270425767713	-0.499500833921615	0.617426599439508	3.0	3.0	24.7638626245214	79.8092887373355	0.0001547482957553	0.822712466094696	True	False	mixed	Nfkbiz	False	False	False	True	True
ENSMUSG00000006014	14	5	3.987961755391801	Prg4	6.0	-0.0990003677451295	0.0790823169356488	-1.25186478572307	0.210619138233574	2.0	4.0	56.717112169864	91.1843184381015	5.78346743452598e-11	0.483356500351087	True	False	mixed	Prg4	True	False	True	False	False
ENSMUSG00000036840	2	8	1.819695357370917	Siah1a	6.0	0.0615406951740774	0.0434385552769922	1.41672978720527	0.156561944658389	4.0	2.0	14.7708748237825	66.1496014308542	0.0113875585293481	0.409860668961783	True	False	mixed	Siah1a	False	False	False	True	True
ENSMUSG00000027796	14	8	3.144594695610086	Smad9	6.0	0.438676083956436	0.0990625568979906	4.42827338293076	9.49904528094117e-06	5.0	1.0	14.6197379014299	65.7996604746863	0.0121169231591456	0.0005129800034607	True	False	mixed	Smad9	True	True	False	True	False
