Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,,-6.3,11,8.8,17423,82,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-4.1,FLT14_and_GC8
GO Biological Processes,19,GO:0042573,retinoic acid metabolic process,19_GO:0065007 biological regulation,-6.3,20,10,17423,36,148,6,4.1,1.6,13099|13114|53973|216454|337924|100043108,Cyp2c40|Cyp3a16|Cyp3a41a|Rdh16f2|Cyp3a44|Cyp2c69,-4.1,FLT14_and_GC8
GO Biological Processes,19,GO:0009822,alkaloid catabolic process,19_GO:0009987 cellular process,-6.2,52,14,17423,9,148,4,2.7,1.3,13114|53973|234671|337924,Cyp3a16|Cyp3a41a|Ces2c|Cyp3a44,-4,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-211859,Biological oxidations,,-6.1,6.7,7.4,17423,193,148,11,7.4,2.2,13086|13113|13114|14262|14864|18113|53973|66447|244209|269378|337924,Cyp2a4|Cyp3a13|Cyp3a16|Fmo3|Gstm3|Nnmt|Cyp3a41a|Mgst3|Cyp2r1|Ahcy|Cyp3a44,-3.9,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-72689,Formation of a pool of free 40S subunits,,-6.1,11,8.4,17423,88,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.9,FLT14_and_GC8
KEGG Pathway,24,mmu05171,Coronavirus disease - Mus musculus (house mouse),,-6.1,6,7.1,17423,236,148,12,8.1,2.2,11837|12274|19933|19941|20084|20115|27367|54217|57808|68052|110954|625018,Rplp0|C6|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rpl36|Rpl35a|Rps13|Rpl10|C4a,-3.9,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-5.7,9.6,7.9,17423,98,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.6,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-5.7,9.6,7.9,17423,98,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.6,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-927802,Nonsense-Mediated Decay (NMD),,-5.7,9.6,7.9,17423,98,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.6,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-211981,Xenobiotics,,-5.7,24,10,17423,25,148,5,3.4,1.5,13086|13113|13114|53973|337924,Cyp2a4|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-3.6,FLT14_and_GC8
GO Biological Processes,19,GO:0045721,negative regulation of gluconeogenesis,19_GO:0048519 negative regulation of biological process,-5.7,24,10,17423,25,148,5,3.4,1.5,12952|16847|17840|17841|68054,Cry1|Lepr|Mup1|Mup2|Serpina12,-3.6,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-5.7,9.5,7.9,17423,99,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.6,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9027307,Biosynthesis of maresin-like SPMs,,-5.6,39,12,17423,12,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-3.5,FLT14_and_GC8
GO Biological Processes,19,GO:0008210,estrogen metabolic process,19_GO:0065007 biological regulation,-5.6,15,9,17423,46,148,6,4.1,1.6,13099|13114|27400|53973|337924|100043108,Cyp2c40|Cyp3a16|Hsd17b6|Cyp3a41a|Cyp3a44|Cyp2c69,-3.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-72737,Cap-dependent Translation Initiation,,-5.5,8.9,7.5,17423,106,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.4,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-72613,Eukaryotic Translation Initiation,,-5.5,8.9,7.5,17423,106,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3.4,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9018682,Biosynthesis of maresins,,-5.5,36,12,17423,13,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-3.4,FLT14_and_GC8
GO Biological Processes,19,GO:0035634,response to stilbenoid,19_GO:0050896 response to stimulus,-5.5,21,9.8,17423,28,148,5,3.4,1.5,13086|13094|17840|28248|319554,Cyp2a4|Cyp2b9|Mup1|Slco1a1|Idi1,-3.4,FLT14_and_GC8
GO Biological Processes,19,GO:1901740,negative regulation of myoblast fusion,19_GO:0048519 negative regulation of biological process,-5.4,14,8.6,17423,50,148,6,4.1,1.6,11837|19933|19941|54217|57808|110954,Rplp0|Rpl21|Rpl26|Rpl36|Rpl35a|Rpl10,-3.4,FLT14_and_GC8
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0009987 cellular process,-5.3,5.1,6.3,17423,279,148,12,8.1,2.2,12686|14262|14864|17769|26897|50490|57430|171281|240549|246277|269378|638251,Elovl3|Fmo3|Gstm3|Mthfr|Acot1|Nox4|Sult3a1|Acot3|Gm4952|Csad|Ahcy|Sult2a7,-3.3,FLT14_and_GC8
KEGG Pathway,24,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),,-5.2,10,7.7,17423,81,148,7,4.7,1.7,13089|13094|13097|13098|13099|226143|100043108,Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2c23|Cyp2c69,-3.2,FLT14_and_GC8
WikiPathways,27,WP4349,Eicosanoid metabolism via cytochrome P450 monooxygenases,,-5.2,31,11,17423,15,148,4,2.7,1.3,13097|13098|13099|226143,Cyp2c38|Cyp2c39|Cyp2c40|Cyp2c23,-3.2,FLT14_and_GC8
GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0009987 cellular process,-5.2,6,6.5,17423,195,148,10,6.8,2.1,11837|19933|19941|20084|20115|27367|54217|57808|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rpl36|Rpl35a|Rps13|Rpl10,-3.2,FLT14_and_GC8
GO Biological Processes,19,GO:0034242,negative regulation of syncytium formation by plasma membrane fusion,19_GO:0048519 negative regulation of biological process,-5.2,13,8.1,17423,55,148,6,4.1,1.6,11837|19933|19941|54217|57808|110954,Rplp0|Rpl21|Rpl26|Rpl36|Rpl35a|Rpl10,-3.2,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9754706,Atorvastatin ADME,,-5.1,29,11,17423,16,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-3.1,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9948299,Ribosome-associated quality control,,-5,7.7,6.9,17423,122,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-3,FLT14_and_GC8
GO Biological Processes,19,GO:0048512,circadian behavior,19_GO:0048511 rhythmic process,-4.8,16,8.4,17423,37,148,5,3.4,1.5,17840|17841|53376|269378|353187,Mup1|Mup2|Usp2|Ahcy|Nr1d2,-2.9,FLT14_and_GC8
GO Biological Processes,19,GO:0006111,regulation of gluconeogenesis,19_GO:0050789 regulation of biological process,-4.7,11,7.3,17423,66,148,6,4.1,1.6,12952|16847|17840|17841|18113|68054,Cry1|Lepr|Mup1|Mup2|Nnmt|Serpina12,-2.8,FLT14_and_GC8
GO Biological Processes,19,GO:0007622,rhythmic behavior,19_GO:0032501 multicellular organismal process,-4.7,15,8,17423,40,148,5,3.4,1.5,17840|17841|53376|269378|353187,Mup1|Mup2|Usp2|Ahcy|Nr1d2,-2.7,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-211897,Cytochrome P450 - arranged by substrate type,,-4.6,10,7.2,17423,68,148,6,4.1,1.6,13086|13113|13114|53973|244209|337924,Cyp2a4|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp2r1|Cyp3a44,-2.7,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-211945,Phase I - Functionalization of compounds,,-4.6,8.2,6.7,17423,101,148,7,4.7,1.7,13086|13113|13114|14262|53973|244209|337924,Cyp2a4|Cyp3a13|Cyp3a16|Fmo3|Cyp3a41a|Cyp2r1|Cyp3a44,-2.7,FLT14_and_GC8
GO Biological Processes,19,GO:1901739,regulation of myoblast fusion,19_GO:0032502 developmental process,-4.5,10,7.1,17423,70,148,6,4.1,1.6,11837|19933|19941|54217|57808|110954,Rplp0|Rpl21|Rpl26|Rpl36|Rpl35a|Rpl10,-2.7,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9018677,Biosynthesis of DHA-derived SPMs,,-4.5,21,8.9,17423,22,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-2.6,FLT14_and_GC8
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0009987 cellular process,-4.4,4.5,5.5,17423,289,148,11,7.4,2.2,13113|16847|18559|20775|27400|216454|234671|244209|319554|382044|638251,Cyp3a13|Lepr|Pctp|Sqle|Hsd17b6|Rdh16f2|Ces2c|Cyp2r1|Idi1|Ces1b|Sult2a7,-2.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9018678,Biosynthesis of specialized proresolving mediators (SPMs),,-4.4,20,8.6,17423,23,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-2.5,FLT14_and_GC8
GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0065007 biological regulation,-4.4,4.9,5.6,17423,241,148,10,6.8,2.1,13099|13114|27400|53973|216454|234671|337924|382044|638251|100043108,Cyp2c40|Cyp3a16|Hsd17b6|Cyp3a41a|Rdh16f2|Ces2c|Cyp3a44|Ces1b|Sult2a7|Cyp2c69,-2.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-211958,Miscellaneous substrates,,-4.3,20,8.4,17423,24,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-2.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-4.3,6.2,6,17423,152,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-2.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-8868773,rRNA processing in the nucleus and cytosol,,-4.3,6.2,6,17423,152,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-2.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-72312,rRNA processing,,-4.3,6.2,6,17423,152,148,8,5.4,1.9,11837|19933|19941|20084|20115|27367|68052|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Rpl10,-2.5,FLT14_and_GC8
GO Biological Processes,19,GO:0006694,steroid biosynthetic process,19_GO:0009987 cellular process,-4.3,9.2,6.7,17423,77,148,6,4.1,1.6,13113|20775|27400|216454|244209|319554,Cyp3a13|Sqle|Hsd17b6|Rdh16f2|Cyp2r1|Idi1,-2.5,FLT14_and_GC8
WikiPathways,27,WP544,Exercise induced circadian regulation,,-4.2,12,7.1,17423,49,148,5,3.4,1.5,11865|12952|14864|319554|353187,Bmal1|Cry1|Gstm3|Idi1|Nr1d2,-2.4,FLT14_and_GC8
GO Biological Processes,19,GO:1902652,secondary alcohol metabolic process,19_GO:0009987 cellular process,-4.2,7,6.1,17423,117,148,7,4.7,1.7,13113|16847|18559|20775|244209|319554|638251,Cyp3a13|Lepr|Pctp|Sqle|Cyp2r1|Idi1|Sult2a7,-2.4,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-72766,Translation,,-4.2,4.6,5.4,17423,256,148,10,6.8,2.1,11837|19933|19941|20084|20115|27367|68052|68463|68499|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rps13|Mrpl14|Mrpl53|Rpl10,-2.3,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-73621,Pyrimidine catabolism,,-4.2,35,10,17423,10,148,3,2,1.2,23959|72962|76654,Nt5e|Tymp|Upp2,-2.3,FLT14_and_GC8
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0009987 cellular process,-4.1,3.6,5,17423,427,148,13,8.8,2.3,12686|12952|13099|13113|17769|20775|23959|26874|66447|226143|244209|319554|100043108,Elovl3|Cry1|Cyp2c40|Cyp3a13|Mthfr|Sqle|Nt5e|Abcd2|Mgst3|Cyp2c23|Cyp2r1|Idi1|Cyp2c69,-2.3,FLT14_and_GC8
GO Biological Processes,19,GO:0007623,circadian rhythm,19_GO:0048511 rhythmic process,-4.1,5.8,5.7,17423,162,148,8,5.4,1.9,11865|12952|17840|17841|18030|53376|269378|353187,Bmal1|Cry1|Mup1|Mup2|Nfil3|Usp2|Ahcy|Nr1d2,-2.3,FLT14_and_GC8
GO Biological Processes,19,GO:0060142,regulation of syncytium formation by plasma membrane fusion,19_GO:0050789 regulation of biological process,-4.1,8.5,6.3,17423,83,148,6,4.1,1.6,11837|19933|19941|54217|57808|110954,Rplp0|Rpl21|Rpl26|Rpl36|Rpl35a|Rpl10,-2.3,FLT14_and_GC8
GO Biological Processes,19,GO:0062014,negative regulation of small molecule metabolic process,19_GO:0048519 negative regulation of biological process,-4,6.6,5.8,17423,124,148,7,4.7,1.7,12952|16847|17840|17841|68054|266645|320204,Cry1|Lepr|Mup1|Mup2|Serpina12|Acmsd|Etfbkmt,-2.2,FLT14_and_GC8
KEGG Pathway,24,mmu05207,Chemical carcinogenesis - receptor activation - Mus musculus (house mouse),,-4,4.9,5.3,17423,217,148,9,6.1,2,13089|13094|13113|13114|14864|16647|53973|66447|337924,Cyp2b13|Cyp2b9|Cyp3a13|Cyp3a16|Gstm3|Kpna2|Cyp3a41a|Mgst3|Cyp3a44,-2.2,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9757110,Prednisone ADME,,-4,16,7.6,17423,29,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-2.2,FLT14_and_GC8
KEGG Pathway,24,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),,-4,7.9,6.1,17423,89,148,6,4.1,1.6,14864|66447|72962|76654|234671|382044,Gstm3|Mgst3|Tymp|Upp2|Ces2c|Ces1b,-2.2,FLT14_and_GC8
GO Biological Processes,19,GO:0000096,sulfur amino acid metabolic process,19_GO:0009987 cellular process,-3.9,16,7.5,17423,30,148,4,2.7,1.3,17769|50490|246277|269378,Mthfr|Nox4|Csad|Ahcy,-2.1,FLT14_and_GC8
GO Biological Processes,19,GO:0160307,protein biosynthetic process,19_GO:0009987 cellular process,-3.9,3.6,4.8,17423,390,148,12,8.1,2.2,11837|19933|19941|20084|20115|27367|54217|57808|68052|68463|68499|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rpl36|Rpl35a|Rps13|Mrpl14|Mrpl53|Rpl10,-2.1,FLT14_and_GC8
GO Biological Processes,19,GO:0006412,translation,19_GO:0009987 cellular process,-3.9,3.6,4.8,17423,390,148,12,8.1,2.2,11837|19933|19941|20084|20115|27367|54217|57808|68052|68463|68499|110954,Rplp0|Rpl21|Rpl26|Rps18|Rps7|Rpl3|Rpl36|Rpl35a|Rps13|Mrpl14|Mrpl53|Rpl10,-2.1,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-556833,Metabolism of lipids,,-3.8,3,4.6,17423,588,148,15,10,2.5,11770|12686|13113|13114|15212|20494|20775|21835|26897|28250|53973|171281|244209|319554|337924,Fabp4|Elovl3|Cyp3a13|Cyp3a16|Hexb|Slc10a2|Sqle|Thrsp|Acot1|Slco1a4|Cyp3a41a|Acot3|Cyp2r1|Idi1|Cyp3a44,-2.1,FLT14_and_GC8
KEGG Pathway,24,mmu04710,Circadian rhythm - Mus musculus (house mouse),,-3.8,15,7.2,17423,32,148,4,2.7,1.3,11865|12952|18030|353187,Bmal1|Cry1|Nfil3|Nr1d2,-2.1,FLT14_and_GC8
GO Biological Processes,19,GO:0010817,regulation of hormone levels,19_GO:0065007 biological regulation,-3.8,2.9,4.5,17423,657,148,16,11,2.6,11865|12952|13099|13114|16847|17840|17841|27400|53973|216454|223775|234671|337924|382044|638251|100043108,Bmal1|Cry1|Cyp2c40|Cyp3a16|Lepr|Mup1|Mup2|Hsd17b6|Cyp3a41a|Rdh16f2|Pim3|Ces2c|Cyp3a44|Ces1b|Sult2a7|Cyp2c69,-2.1,FLT14_and_GC8
GO Biological Processes,19,GO:0045912,negative regulation of carbohydrate metabolic process,19_GO:0048519 negative regulation of biological process,-3.7,9.5,6.2,17423,62,148,5,3.4,1.5,12952|16847|17840|17841|68054,Cry1|Lepr|Mup1|Mup2|Serpina12,-2,FLT14_and_GC8
GO Biological Processes,19,GO:0000038,very long-chain fatty acid metabolic process,19_GO:0009987 cellular process,-3.7,13,6.8,17423,35,148,4,2.7,1.3,12686|26874|26897|171281,Elovl3|Abcd2|Acot1|Acot3,-1.9,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9748784,Drug ADME,,-3.6,6.7,5.4,17423,105,148,6,4.1,1.6,13113|13114|14923|28250|53973|337924,Cyp3a13|Cyp3a16|Guk1|Slco1a4|Cyp3a41a|Cyp3a44,-1.9,FLT14_and_GC8
GO Biological Processes,19,GO:0062012,regulation of small molecule metabolic process,19_GO:0050789 regulation of biological process,-3.4,3.4,4.4,17423,376,148,11,7.4,2.2,12952|16847|17840|17841|18113|19241|26874|68054|216454|266645|320204,Cry1|Lepr|Mup1|Mup2|Nnmt|Tmsb4x|Abcd2|Serpina12|Rdh16f2|Acmsd|Etfbkmt,-1.7,FLT14_and_GC8
GO Biological Processes,19,GO:0051346,negative regulation of hydrolase activity,19_GO:0065007 biological regulation,-3.4,8.1,5.6,17423,73,148,5,3.4,1.5,16847|20703|20704|20720|624219,Lepr|Serpina1d|Serpina1e|Serpine2|Angptl8,-1.7,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9749641,Aspirin ADME,,-3.4,11,6.2,17423,41,148,4,2.7,1.3,13113|13114|53973|337924,Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44,-1.7,FLT14_and_GC8
GO Biological Processes,19,GO:0010906,regulation of glucose metabolic process,19_GO:0050789 regulation of biological process,-3.3,6,5,17423,118,148,6,4.1,1.6,12952|16847|17840|17841|18113|68054,Cry1|Lepr|Mup1|Mup2|Nnmt|Serpina12,-1.6,FLT14_and_GC8
GO Biological Processes,19,GO:0050667,homocysteine metabolic process,19_GO:0009987 cellular process,-3.2,18,6.9,17423,20,148,3,2,1.2,17769|50490|269378,Mthfr|Nox4|Ahcy,-1.6,FLT14_and_GC8
GO Biological Processes,19,GO:0043255,regulation of carbohydrate biosynthetic process,19_GO:0050789 regulation of biological process,-3.2,5.7,4.9,17423,123,148,6,4.1,1.6,12952|16847|17840|17841|18113|68054,Cry1|Lepr|Mup1|Mup2|Nnmt|Serpina12,-1.6,FLT14_and_GC8
GO Biological Processes,19,GO:0140236,translation at presynapse,19_GO:0009987 cellular process,-3.2,10,5.7,17423,47,148,4,2.7,1.3,19941|54217|57808|110954,Rpl26|Rpl36|Rpl35a|Rpl10,-1.5,FLT14_and_GC8
GO Biological Processes,19,GO:0046456,icosanoid biosynthetic process,19_GO:0009987 cellular process,-3.2,10,5.7,17423,47,148,4,2.7,1.3,13099|66447|226143|100043108,Cyp2c40|Mgst3|Cyp2c23|Cyp2c69,-1.5,FLT14_and_GC8
GO Biological Processes,19,GO:0140242,translation at postsynapse,19_GO:0009987 cellular process,-3.1,9.8,5.7,17423,48,148,4,2.7,1.3,19941|54217|57808|110954,Rpl26|Rpl36|Rpl35a|Rpl10,-1.5,FLT14_and_GC8
GO Biological Processes,19,GO:0140241,translation at synapse,19_GO:0009987 cellular process,-3.1,9.8,5.7,17423,48,148,4,2.7,1.3,19941|54217|57808|110954,Rpl26|Rpl36|Rpl35a|Rpl10,-1.5,FLT14_and_GC8
WikiPathways,27,WP4346,Cholesterol metabolism with Bloch and Kandutsch Russell pathways,,-3.1,9.8,5.7,17423,48,148,4,2.7,1.3,12686|20775|26897|319554,Elovl3|Sqle|Acot1|Idi1,-1.5,FLT14_and_GC8
Reactome Gene Sets,6,R-MMU-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,,-3.1,7,5.1,17423,84,148,5,3.4,1.5,11837|19933|19941|27367|110954,Rplp0|Rpl21|Rpl26|Rpl3|Rpl10,-1.5,FLT14_and_GC8
KEGG Pathway,24,mmu04726,Serotonergic synapse - Mus musculus (house mouse),,-3.1,5.5,4.7,17423,128,148,6,4.1,1.6,13097|13098|13099|13105|226143|100043108,Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp2c23|Cyp2c69,-1.5,FLT14_and_GC8
CORUM,33,CORUM:3047,Parvulin-associated pre-rRNP complex,,-3.1,9.6,5.6,17423,49,148,4,2.7,1.3,11837|19933|19941|27367,Rplp0|Rpl21|Rpl26|Rpl3,-1.5,FLT14_and_GC8
GO Biological Processes,19,GO:0009125,nucleoside monophosphate catabolic process,19_GO:0009987 cellular process,-3.1,16,6.5,17423,22,148,3,2,1.2,23959|72962|76654,Nt5e|Tymp|Upp2,-1.5,FLT14_and_GC8
GO Biological Processes,19,GO:0009116,nucleoside metabolic process,19_GO:0009987 cellular process,-3.1,9.4,5.5,17423,50,148,4,2.7,1.3,23959|72962|76654|269378,Nt5e|Tymp|Upp2|Ahcy,-1.5,FLT14_and_GC8
GO Biological Processes,19,GO:0061179,negative regulation of insulin secretion involved in cellular response to glucose stimulus,19_GO:0042592 homeostatic process,-3,15,6.4,17423,23,148,3,2,1.2,17840|17841|223775,Mup1|Mup2|Pim3,-1.4,FLT14_and_GC8
GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-3,3.9,4.2,17423,240,148,8,5.4,1.9,11770|12575|16847|20703|20704|20720|23882|624219,Fabp4|Cdkn1a|Lepr|Serpina1d|Serpina1e|Serpine2|Gadd45g|Angptl8,-1.4,FLT14_and_GC8
GO Biological Processes,19,GO:0045475,locomotor rhythm,19_GO:0048511 rhythmic process,-3,15,6.2,17423,24,148,3,2,1.2,17840|17841|53376,Mup1|Mup2|Usp2,-1.4,FLT14_and_GC8
KEGG Pathway,24,mmu04610,Complement and coagulation cascades - Mus musculus (house mouse),,-3,6.5,4.8,17423,91,148,5,3.4,1.5,12274|20703|20704|20720|625018,C6|Serpina1d|Serpina1e|Serpine2|C4a,-1.4,FLT14_and_GC8
GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-2.9,3.9,4.2,17423,244,148,8,5.4,1.9,11865|12952|17840|17841|18030|53376|269378|353187,Bmal1|Cry1|Mup1|Mup2|Nfil3|Usp2|Ahcy|Nr1d2,-1.4,FLT14_and_GC8
KEGG Pathway,24,mmu04976,Bile secretion - Mus musculus (house mouse),,-2.9,6.2,4.7,17423,95,148,5,3.4,1.5,11829|20494|28248|28250|638251,Aqp4|Slc10a2|Slco1a1|Slco1a4|Sult2a7,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0120161,regulation of cold-induced thermogenesis,19_GO:0042592 homeostatic process,-2.9,4.9,4.4,17423,143,148,6,4.1,1.6,11770|11865|12686|16847|18559|23882,Fabp4|Bmal1|Elovl3|Lepr|Pctp|Gadd45g,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0019915,lipid storage,19_GO:0009987 cellular process,-2.8,8.1,5,17423,58,148,4,2.7,1.3,11770|12952|15212|20775,Fabp4|Cry1|Hexb|Sqle,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0042572,retinol metabolic process,19_GO:0065007 biological regulation,-2.8,8.1,5,17423,58,148,4,2.7,1.3,27400|216454|234671|382044,Hsd17b6|Rdh16f2|Ces2c|Ces1b,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0010466,negative regulation of peptidase activity,19_GO:0048519 negative regulation of biological process,-2.8,13,5.8,17423,27,148,3,2,1.2,20703|20704|20720,Serpina1d|Serpina1e|Serpine2,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0062013,positive regulation of small molecule metabolic process,19_GO:0048518 positive regulation of biological process,-2.8,4.2,4.1,17423,198,148,7,4.7,1.7,12952|17840|17841|18113|19241|26874|216454,Cry1|Mup1|Mup2|Nnmt|Tmsb4x|Abcd2|Rdh16f2,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0015721,bile acid and bile salt transport,19_GO:0051179 localization,-2.8,13,5.7,17423,28,148,3,2,1.2,20494|28248|28250,Slc10a2|Slco1a1|Slco1a4,-1.3,FLT14_and_GC8
GO Biological Processes,19,GO:0015718,monocarboxylic acid transport,19_GO:0051179 localization,-2.7,4.7,4.2,17423,151,148,6,4.1,1.6,11770|20494|26874|28248|28250|236149,Fabp4|Slc10a2|Abcd2|Slco1a1|Slco1a4|Slc22a26,-1.2,FLT14_and_GC8
GO Biological Processes,19,GO:0008203,cholesterol metabolic process,19_GO:0009987 cellular process,-2.7,5.7,4.4,17423,104,148,5,3.4,1.5,16847|18559|20775|319554|638251,Lepr|Pctp|Sqle|Idi1|Sult2a7,-1.2,FLT14_and_GC8
KEGG Pathway,24,mmu00062,Fatty acid elongation - Mus musculus (house mouse),,-2.7,12,5.5,17423,30,148,3,2,1.2,12686|26897|171281,Elovl3|Acot1|Acot3,-1.2,FLT14_and_GC8
GO Biological Processes,19,GO:0170062,nutrient storage,19_GO:0009987 cellular process,-2.7,7.4,4.7,17423,64,148,4,2.7,1.3,11770|12952|15212|20775,Fabp4|Cry1|Hexb|Sqle,-1.2,FLT14_and_GC8
GO Biological Processes,19,GO:0006941,striated muscle contraction,19_GO:0032501 multicellular organismal process,-2.6,4.5,4.1,17423,157,148,6,4.1,1.6,11837|19933|19941|54217|57808|110954,Rplp0|Rpl21|Rpl26|Rpl36|Rpl35a|Rpl10,-1.2,FLT14_and_GC8
