accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-48	FLT	3	1823	1814	8	2	0.004410143329658214	0.0019681260107032523	-0.07174708551513359	0.7715891948877096	0.2757718971920101	0.7065337763012182	0.8668017498972449	Cyp3a59,Serpina12,Pla2g12a,Tbc1d16,Mthfr,Ccnf,Cdkn1c,Emp2	1.0
OSD-48	FLT	6	1061	1006	6	6	0.005964214711729622	0.06454647995687555	0.016192036442973363	0.8217829434957773	0.24671775406114269	0.9954473684210526	0.5651319485729115	Elovl3,Krt23,Hsd3b5,Pde6c,Gm15441,Slc4a9	0.8935206530472141
OSD-48	FLT	10	843	843	5	2	0.005931198102016607	0.017209205167899783	0.46224241404578487	0.8978226579561669	4.836806354253884	0.9896010910330719	0.5744061341017804	Kyat3,Cyp8b1,Fmo3,Ces3a,Mup20	0.8935206530472141
OSD-48	FLT	4	1733	1238	4	4	0.0032310177705977385	-0.03212200407280609	0.44971107063952753	0.7056511626992737	0.26971529349348733	0.5142750280513652	0.9461375014451043	Ptgfr,Serpine1,Mup4,Mup5	1.0
OSD-48	FLT	11	599	599	2	1	0.00333889816360601	-0.009929784838987505	0.3903047420480235	0.8055309046597552	0.6469134814030191	0.5448911222780569	0.8795097601995658	Slc22a7,Zyx	1.0
OSD-48	FLT	15	8	8	1	1	0.125	1.0014661852619278	1.56789294321293	1.9576821023512996	43.48988269084998	23.98941798941799	0.04693395920187352	Mup3	0.32853771441311463
OSD-48	FLT	0	4568	78	1	1	0.01282051282051282	0.03768179006700868	1.71796328041982	0.9162749647847976	14.56919908058581	2.169632836299503	0.3749349066443291	Mup16	0.7498698132886582
OSD-48	FLT	2	2144	68	1	1	0.014705882352941176	-0.8272017008969309	-2.53171431471425	1.1276283560471305	0.2705035658935983	2.4953012714206744	0.33602133747831064	Snai3	0.7498698132886582
OSD-48	FLT	12	568	523	0	0	0.0	0.03384068148337371		0.7715259073719392	0.25216151051951124	0.0	1.0		1.0
OSD-48	GC	3	2518	2517	26	15	0.010329757647993643	-0.03444473612654995	-0.5334107730092673	0.9044715092503026	2.4820052382727305	2.072231461834031	0.0025167926319917596	Per3,Acot3,Kyat3,Sgk2,Dbp,Acot4,Cyp8b1,Mup3,Tef,Tns2	0.027684718951909354
OSD-48	GC	4	2493	2466	19	9	0.007704785077047851	0.013277378974408931	-0.030886426936460307	0.8119081605505959	0.24719183690278101	1.375691647044324	0.14177281907912734	Ddit4,Cdkn1a,Ripk2,Prom1,Krt23,Slc22a7,Tmtc2,Syne3,Mfsd13a,Ablim3	0.5198336699568002
OSD-48	GC	2	3199	3199	18	4	0.005626758361988122	-0.01764478123263177	-0.4548330531087122	0.7931332920952352	0.4816502775139631	0.9219977994341402	0.6609891018727805	Slc45a3,Stbd1,Cyp3a59,Plekha8,Usp2,Pla2g12a,Mrap,Nhlrc2,Epha1,Lipg	1.0
OSD-48	GC	0	4037	2364	5	5	0.0021150592216582064	0.057956627340520275	1.0721841204970322	0.7852865148537366	0.2602961038978579	0.3096733702922766	0.9992583419011564	Elovl3,Hsd3b5,Ptgfr,Mup4,Snai3	1.0
OSD-48	GC	6	1569	1496	5	5	0.0033422459893048127	0.03249865570797932	1.3820119788287821	0.8036315977271367	0.23250340346772258	0.5277552762462219	0.953470100993395	Slco1a1,Meg3,Carmil1,Serpine1,Dnmt3b	1.0
OSD-48	GC	7	723	723	5	1	0.006915629322268326	0.00645094333057454	0.2485457364087924	0.8275518946269108	0.1720304014134868	1.1658466881308107	0.4372820044302515	Rarres1,Frmd8,Arhgef15,Cela1,Rassf6	1.0
OSD-48	GC	8	507	468	2	2	0.004273504273504274	0.015099861228633656	0.3058756093308801	0.7859531889703327	0.2570373917776818	0.7050965665236052	0.7756480957201988	Serpina12,Gm15441	1.0
OSD-48	GC	5	1760	2	1	1	0.5	2.50726742614482	2.5204680672251	3.148458957579215	2.63529645747445	168.0	0.011943234850767322	Mup5	0.06568779167922027
OSD-48	GC	9	452	450	1	0	0.0022222222222222222	-0.026475628103934522	-0.573703615015244	0.8296803058800167	5.196439617861753	0.3618466276224257	0.9359932608121619	Slc16a7	1.0
OSD-48	GC	13	4	4	0	0	0.0	0.44804528785293074		0.8314866285716462	34.13478147356467	0.0	1.0		1.0
OSD-48	GC	14	2	2	0	0	0.0	0.08332037589452584		0.48461445063048103	26.962155137706215	0.0	1.0		1.0
OSD-137	FLT	6	1145	1145	1	0	0.0008733624454148472	0.02726193550732537	0.814819728512904	0.7050388288192785	0.24918500911309882		0.07829059829059828	C2cd4c	1.0
OSD-137	FLT	2	3451	3451	0	0	0.0	-0.003080833626568414		0.6290829172910345	0.18275113758975717	0.0	1.0		1.0
OSD-137	FLT	0	4303	3218	0	0	0.0	0.06374356096609543		0.7278663254119865	0.29447929455301475	0.0	1.0		1.0
OSD-137	FLT	3	2261	2261	0	0	0.0	-0.01817174740492518		0.5518729435503198	2.6459285790566462	0.0	1.0		1.0
OSD-137	FLT	4	2063	2063	0	0	0.0	-0.014149477882625576		0.5509787597559266	0.5529484805690574	0.0	1.0		1.0
OSD-137	FLT	7	858	858	0	0	0.0	-0.002416147153212453		0.554340055331832	0.4142576689972835	0.0	1.0		1.0
OSD-137	FLT	8	817	817	0	0	0.0	-0.027222667385522422		0.5596756637679984	3.766375644946837	0.0	1.0		1.0
OSD-137	FLT	9	425	425	0	0	0.0	-0.012748449518123295		0.5388143479225308	0.9238587837355502	0.0	1.0		1.0
OSD-137	FLT	5	1154	335	0	0	0.0	0.03969976562990394		0.6249141864737375	0.3037614284223104	0.0	1.0		1.0
OSD-137	FLT	13	47	47	0	0	0.0	0.03941619374361396		0.6125948651192598	5.222373339652455	0.0	1.0		1.0
OSD-137	FLT	14	3	3	0	0	0.0	-0.1268593846609579		1.0917280695121299	18.43001898452951	0.0	1.0		1.0
OSD-137	FLT	1	3929	1	0	0	0.0	-2.37796498719699		2.87796835650546	0.3092508948612023	0.0	1.0		1.0
OSD-137	FLT	15	1	1	0	0	0.0	2.93194483956916		3.7424752776669	48.138648787087504	0.0	1.0		1.0
OSD-137	GC	3	1537	1537	1	0	0.0006506180871828237	0.006828649988818477	0.814819728512904	0.7123248164313838	0.2524046794073079		0.10509401709401711	C2cd4c	1.0
OSD-137	GC	0	9179	3241	0	0	0.0	0.08669121201927163		0.7175500360973631	0.2979184882159282	0.0	1.0		1.0
OSD-137	GC	1	2292	2292	0	0	0.0	-0.00865100840409413		0.5753917139174703	0.2683200283945483	0.0	1.0		1.0
OSD-137	GC	2	2023	2023	0	0	0.0	-0.007657192892347838		0.6409863318470355	0.1883527208628931	0.0	1.0		1.0
OSD-137	GC	4	1436	1436	0	0	0.0	-0.013130901064824136		0.5439961837491091	0.5371270342596351	0.0	1.0		1.0
OSD-137	GC	5	1150	1150	0	0	0.0	-0.01431627174480316		0.5566768011714986	0.8345296415224001	0.0	1.0		1.0
OSD-137	GC	6	806	806	0	0	0.0	-0.037943583785852796		0.5633109392931173	3.11614448644127	0.0	1.0		1.0
OSD-137	GC	7	788	788	0	0	0.0	-0.017379080890337222		0.548296312373097	1.1592588766881475	0.0	1.0		1.0
OSD-137	GC	8	634	634	0	0	0.0	-0.020536566853260493		0.5521432094905451	1.6127540768307584	0.0	1.0		1.0
OSD-137	GC	9	376	376	0	0	0.0	-0.0306939317711634		0.5476825213379176	2.0912706365349196	0.0	1.0		1.0
OSD-137	GC	10	339	339	0	0	0.0	-0.03120432339687051		0.626045555013076	11.484369994469564	0.0	1.0		1.0
OSD-137	GC	14	3	3	0	0	0.0	-0.1268593846609579		1.0917280695121299	18.43001898452951	0.0	1.0		1.0
