term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-73887_DEATH_RECEPTOR_SIGNALING	green_prior_aligned	prior literature aligned	FLT_up	Liver spaceflight reviews support injury, inflammation, apoptosis, and cell-death signaling.	Aligned: FLT_up matches expected death-receptor/apoptotic stress.	medium	Death receptor signaling is a close inflammatory apoptosis mechanism for stressed liver tissue.	Vinken2022;Blaber2017	0.045262265732181	0.1487074740875026	0.045262265732181	0.0532268533326215	0.0277988676421453	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-6794362_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	red_conflict_or_artifact	conflict/artifact	FLT_up	No liver spaceflight prior supports synaptic protein-interaction pathways.	Off-context: FLT_up is likely an annotation artifact for liver.	high	The pathway is neuronal/synaptic and tissue-incongruent.	Vinken2022	0.0223919973682316	0.2350327942060094	0.0223919973682316	0.036067461421879	0.0260192553497542	0.0142490675319928	likely_artifact	likely artifact/junk
R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	blue_plausible_complementary	plausible/complementary	FLT_up	Complement is liver-produced and immune-relevant, and spaceflight alters immune/coagulation proteins, but direction is not liver-specific.	Partially aligned: FLT_up is plausible for inflammatory systemic remodeling.	medium	Complement regulation fits liver-immune crosstalk but has indirect directional support.	Houerbi2024;Crucian2018	0.0476192932728364	0.1788197735109013	0.0476192932728364	0.0518905603112148	0.0257521781167703	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-162582_SIGNAL_TRANSDUCTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Signal transduction is too broad to assign a direct liver spaceflight direction.	Uncertain: FLT_up is not pathway-specific.	low	The term aggregates many mechanisms and lacks interpretability.	Ilangovan2024	-0.0008280098245085	0.9969772782976236	0.0008280098245085	0.0708030447727628	0.024309727727237	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight produces proteotoxic, oxidative, and stress-response signatures, but heat-stress specificity is indirect.	Partially aligned: FLT_up fits stress-protein biology, not literal heat exposure.	medium	Heat-stress Reactome genes overlap with proteostasis stress, which is reported in spaceflight liver.	Blaber2017;daSilveira2020	0.0421976950118495	0.267970544518852	0.0421976950118495	0.0584386881331846	0.0228626533554068	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-195721_SIGNALING_BY_WNT	blue_plausible_complementary	plausible/complementary	FLT_up	WNT signaling can interact with liver repair/fibrosis and mechanobiology, but direct liver spaceflight direction is weak.	Partially aligned: FLT_up is plausible as remodeling biology.	medium	WNT fits regenerative/fibrotic crosstalk but is not a direct published liver spaceflight direction.	Friedman2008;Vinken2022	0.0374578473046356	0.5256893397742708	0.0374578473046356	0.0819830978359362	0.0226983234232378	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight multi-omics reports epigenetic/chromatin-related changes, but liver direction for this enzyme class is indirect.	Partially aligned: FLT_up is plausible as stress-induced epigenetic remodeling.	medium	Chromatin-modifying enzymes fit broad space-omics remodeling but are not pathway-direction specific.	daSilveira2020;GarrettBakelman2019	0.0313769773686065	0.6147308671965425	0.0313769773686065	0.0966831578758969	0.0219255334928964	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Class A GPCR receptor labels are broad and include many off-context receptor families; liver spaceflight direction is unclear.	Uncertain: FLT_up is not tied to a specific supported receptor mechanism.	low	The term is receptor-family broad and potentially annotation-heavy.	Mathyk2024;Vinken2022	0.0366596120483724	0.5212296715830184	0.0366596120483724	0.0693068698197992	0.0218288569038566	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight liver literature supports altered detoxification, glutathione, and conjugation-related metabolism.	Aligned: FLT_up fits phase-II detoxification remodeling.	high	Phase II conjugation is directly liver-relevant and supported by glutathione/xenobiotic findings.	Kurosawa2021;Moskaleva2015;Vinken2022	0.0339428050323984	0.5332548916047561	0.0339428050323984	0.0749173318073083	0.0178423908073083	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Spaceflight coagulation changes are reported, but megakaryocyte/platelet production is marrow/blood biology, not liver.	Uncertain/off-context: FLT_up is not a direct hepatic pathway direction.	medium	The pathway is systemic hematopoietic rather than liver-specific.	Houerbi2024	0.0066238169030299	0.8892420370392674	0.0066238169030299	0.0404979492093584	0.0177977724334986	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-9709957_SENSORY_PERCEPTION	red_conflict_or_artifact	conflict/artifact	FLT_up	Sensory perception is not a supported liver spaceflight pathway.	Off-context: FLT_up is likely pathway annotation noise.	high	The pathway is tissue-incongruent for liver.	Vinken2022	0.0217210734376781	0.7455791284701366	0.0217210734376781	0.0940972321496368	0.0163497423646906	0.0142490675319928	likely_artifact	likely artifact/junk
R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	P-type ATPase ion transport is not a core liver spaceflight pathway and lacks direct direction evidence.	Uncertain: FLT_up is a broad transport signal.	low	The pathway is too nonspecific for confident alignment.	Ilangovan2024	0.0168006166323144	0.639933104032709	0.0168006166323144	0.0610334609433927	0.0161371431603769	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Spaceflight affects adaptive immunity, but evidence often indicates impaired T/NK function and mixed cytokine direction.	Uncertain/mixed: FLT_up does not cleanly match adaptive immune suppression literature.	medium	Adaptive immune direction is heterogeneous and not liver-specific.	Gridley2009;Crucian2018;Kim2024	0.0216275774392005	0.3595929594438814	0.0216275774392005	0.0578643400901779	0.0155967013290668	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Liver injury and microgravity can affect tissue architecture and adhesion, but direct junction-direction evidence is limited.	Partially aligned: FLT_up is plausible as remodeling, not directly validated.	medium	Cell-cell junction remodeling can accompany hepatic stress and altered mechanobiology.	Li2026;Vinken2022	0.0399668245095246	0.1304427546647291	0.0399668245095246	0.0491114416682532	0.0154573285162065	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	green_prior_aligned	prior literature aligned	FLT_up	Liver spaceflight sulfur and amino-acid metabolism changes support amino-acid transport remodeling.	Aligned: FLT_up fits compensatory hepatic amino-acid transport response.	medium	Amino-acid transport is closely tied to reported hepatic sulfur/amino-acid metabolic shifts.	Kurosawa2021;Vitry2022	-0.0061898634423278	0.9279664910626608	0.0061898634423278	0.0388320796503938	0.0148935570508034	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1566948_ELASTIC_FIBRE_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	Elastic-fiber formation is plausible ECM/vascular remodeling but lacks direct liver spaceflight direction.	Partially aligned: FLT_up is a possible remodeling signal.	low	The term is ECM-adjacent but not directly supported as hepatic flight biology.	Jonscher2016;Friedman2008	0.0242759395732713	0.3375184029309129	0.0242759395732713	0.0466141222474318	0.0146628213412776	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-186797_SIGNALING_BY_PDGF	blue_plausible_complementary	plausible/complementary	FLT_up	PDGF is a classic hepatic stellate-cell and fibrogenic signal, but direct spaceflight liver PDGF direction is weak.	Partially aligned: FLT_up fits stellate/profibrotic remodeling if liver injury is present.	medium	PDGF signaling is plausible downstream of stellate activation but not directly reported as increased in flight liver.	Jonscher2016;Friedman2008	0.0038386189881603	0.6159745211167971	0.0038386189881603	0.0206411786753607	0.0140768569544058	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	N-linked glycosylation may reflect ER/protein-processing stress but is not directly supported as liver spaceflight direction.	Uncertain: FLT_up is plausible but generic.	low	The pathway lacks direct liver evidence beyond broad proteostasis stress.	Blaber2017;Ilangovan2024	0.0243048381075446	0.639933104032709	0.0243048381075446	0.0547245879450389	0.0140448492307532	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	blue_plausible_complementary	plausible/complementary	FLT_up	ECM turnover is plausible downstream of hepatic stellate activation and spaceflight liver injury.	Partially aligned: FLT_up fits tissue remodeling but direct direction is indirect.	medium	ECM degradation is a reasonable complementary remodeling signal after lipotoxic/inflammatory injury.	Jonscher2016;Friedman2008;Vinken2022	0.0547309371522348	0.2702724477696054	0.0547309371522348	0.0716762213539582	0.013488526019236	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	blue_plausible_complementary	plausible/complementary	FLT_up	Canonical TGFB/SMAD signaling is central to hepatic stellate activation and fibrosis, but direct spaceflight liver direction is indirect.	Partially aligned: FLT_up fits profibrotic/remodeling signaling.	medium	The pathway is a plausible downstream arm of liver injury and stellate activation.	Jonscher2016;Friedman2008	0.0125106210069746	0.7142108629637246	0.0125106210069746	0.063599067114266	0.0126179924119756	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	red_conflict_or_artifact	conflict/artifact	FLT_up	p75 neurotrophin receptor signaling is primarily neurotrophic and not supported as a liver spaceflight pathway.	Off-context: FLT_up is likely pathway semantics rather than hepatic biology.	high	The pathway is neurotrophin-specific and weak for liver interpretation.	Vinken2022	-0.0022655810928303	0.9244200063290414	0.0022655810928303	0.0228193133362789	0.0118908559184829	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-189445_METABOLISM_OF_PORPHYRINS	blue_plausible_complementary	plausible/complementary	FLT_up	Porphyrin/heme metabolism is liver- and CYP-related, but direct spaceflight porphyrin direction is weak.	Partially aligned: FLT_up could reflect CYP/heme metabolic adaptation.	medium	The pathway is metabolically plausible as part of hepatic oxidation changes.	Moskaleva2015;Vinken2022	0.0544539340865456	0.464794514304007	0.0544539340865456	0.0821137112327862	0.0112221205938973	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	red_conflict_or_artifact	conflict/artifact	FLT_up	Cornified envelope formation is a skin/keratinization pathway with no liver spaceflight support.	Off-context: FLT_up is likely an artifact for liver.	high	The pathway is tissue-incongruent for liver.	Vinken2022	0.0225699225727462	0.5318806536910825	0.0225699225727462	0.0318792203925505	0.0110706335314394	0.0142490675319928	likely_artifact	likely artifact/junk
R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	green_prior_aligned	prior literature aligned	FLT_up	Mouse liver spaceflight studies directly report altered CYP content and xenobiotic oxidation.	Aligned: FLT_up matches phase-I metabolic remodeling.	high	Phase I functionalization is a direct hepatic CYP/ADME spaceflight pathway.	Moskaleva2015;Vinken2022	0.0633255956254688	0.4312587958344942	0.0633255956254688	0.0841759612767065	0.0104198911100398	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-157579_TELOMERE_MAINTENANCE	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight radiation studies directly report telomere and DNA-damage response changes.	Aligned: FLT_up matches spaceflight-associated telomere maintenance stress.	medium	The evidence is spaceflight-specific, although not liver-specific.	Luxton2020;GarrettBakelman2019	0.0081183905276668	0.1788197735109013	0.0081183905276668	0.0218053010446083	0.0102755337699704	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight innate immune dysregulation makes Fc receptor phagocytosis plausible, but liver-specific direction is not direct.	Partially aligned: FLT_up may reflect Kupffer/macrophage immune activation.	medium	Phagocytosis fits hepatic innate immune remodeling, with indirect evidence.	Crucian2018;Kim2024;Vinken2022	0.0061971921083268	0.1815696404519797	0.0061971921083268	0.0143873684494949	0.0090313181879806	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769740_COAGULATION_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight secretome studies show coagulation changes, and liver synthesizes many coagulation factors.	Partially aligned: FLT_up matches systemic coagulation perturbation but liver-specific pathway activity is indirect.	medium	Coagulation is biologically connected to liver and spaceflight but not directly resolved at hepatic pathway level.	Houerbi2024;Vinken2022	-0.0350612088113095	0.1815696404519797	0.0350612088113095	0.0869696359058577	0.0082477533665593	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-983189_KINESINS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Kinesins may relate to mitosis and trafficking, but no direct liver spaceflight direction supports this term.	Uncertain: FLT_up is generic cell-cycle/transport biology.	low	The pathway is too nonspecific for confident literature alignment.	daSilveira2020	0.0179130545045597	0.685066716350166	0.0179130545045597	0.1128507312993848	0.0079901695295436	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-428157_SPHINGOLIPID_METABOLISM	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight lipidomics reports altered sphingolipids, and liver lipid metabolism is a strong spaceflight theme.	Aligned: FLT_up matches sphingolipid/lipid remodeling.	high	Sphingolipid metabolism is directly supported by in-flight lipidomics and broader liver lipid dysregulation.	Uruno2021;Beheshti2019	-0.013159314758242	0.6070759505528404	0.013159314758242	0.050222504665063	0.0071317291543813	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-114608_PLATELET_DEGRANULATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Spaceflight coagulation changes are supported, but platelet degranulation is systemic and not liver-specific.	Uncertain: FLT_up may reflect blood/coagulation biology rather than hepatic pathway activity.	medium	The pathway is plausible systemically but weak as a liver label.	Houerbi2024	0.0133868785765709	0.7325924065970834	0.0133868785765709	0.081287658602813	0.0067385716340021	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-73894_DNA_REPAIR	green_prior_aligned	prior literature aligned	FLT_up	Space radiation and spaceflight multi-omics support DNA damage and repair responses.	Aligned: FLT_up matches expected DNA repair pathway engagement.	medium	DNA repair is a core spaceflight stress response, though not exclusively liver-specific.	Luxton2020;daSilveira2020	0.0175509705729716	0.6561573742631243	0.0175509705729716	0.05300340148453	0.0061605927832629	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	red_conflict_or_artifact	conflict/artifact	FLT_up	Smooth muscle contraction is not a direct liver parenchymal spaceflight pathway, despite systemic vascular effects.	Off-context: FLT_up likely reflects non-hepatic pathway semantics.	high	The term is muscle/vascular-contractile and weak for liver HVG interpretation.	Houerbi2024;Vinken2022	0.042227925788278	0.4336172531823921	0.042227925788278	0.0688470775469393	0.0058823204001139	0.0142490675319928	likely_artifact	likely artifact/junk
R-MMU-611105_RESPIRATORY_ELECTRON_TRANSPORT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0023434121675048	0.5331252870541111	0.0023434121675048	0.0104479277624352	0.005569999147873	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-70326_GLUCOSE_METABOLISM	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0038418007969326	0.014159335899071	0.0038418007969326	0.0056758886439199	0.0054348139374914	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5358351_SIGNALING_BY_HEDGEHOG	blue_plausible_complementary	plausible/complementary	FLT_up	Hedgehog signaling can participate in liver injury, repair, and fibrosis, but direct spaceflight direction is weak.	Partially aligned: FLT_up is plausible remodeling biology.	low	The pathway is mechanistically plausible but not directly supported by spaceflight liver studies.	Friedman2008;Vinken2022	0.0188814085878955	0.7058227210299123	0.0188814085878955	0.0902060244881157	0.0049292089381157	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0033947171665749	0.590096283369713	0.0033947171665749	0.0060087053995298	0.0046810909548992	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-1433557_SIGNALING_BY_SCF_KIT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0009350300729206	0.6642956714516328	0.0009350300729206	0.006448539026974	0.003538067524155	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-168176_TOLL_LIKE_RECEPTOR_5_TLR5_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.002040016589105	0.1089925111930793	0.002040016589105	0.0044673869030281	0.0035006148445065	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9707564_CYTOPROTECTION_BY_HMOX1	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0017683173352287	0.1529597382065733	0.0017683173352287	0.0047115816276321	0.0033289088228667	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-389948_CO_INHIBITION_BY_PD_1	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.002359833193153	0.014159335899071	0.002359833193153	0.0034994438699303	0.0031912127497557	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5693565_RECRUITMENT_AND_ATM_MEDIATED_PHOSPHORYLATION_OF_REPAIR_AND_SIGNALING_PROTEINS_AT_DNA_DOUBLE_STRAND_BREAKS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.00311066415292	0.014159335899071	0.00311066415292	0.003736280702365	0.0029967965784951	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0002505664915404	0.9753812644543968	0.0002505664915404	0.0062393079349637	0.0029209293853285	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0019916718006899	0.4516818542787567	0.0019916718006899	0.0065221129177265	0.0027535109765872	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-418346_PLATELET_HOMEOSTASIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0023992954575086	0.3092282276266725	0.0023992954575086	0.0035874250321832	0.0026787065458436	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	blue_plausible_complementary	plausible/complementary	FLT_up	Liver spaceflight affects metabolites, xenobiotic handling, and transport, but this transport term is broad.	Partially aligned: FLT_up is plausible as hepatic transport remodeling.	medium	Small-molecule transport could reflect bile, amino-acid, and xenobiotic adaptation, but evidence is indirect.	Kurosawa2021;Moskaleva2015;Vinken2022	0.0138257820758962	0.3105770085476078	0.0138257820758962	0.0207124453972409	0.0026263728631277	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168249_INNATE_IMMUNE_SYSTEM	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight multi-omics and immune studies repeatedly support innate immunity and inflammation.	Aligned: FLT_up matches innate immune pathway engagement.	high	Innate immune signaling is one of the best-supported non-metabolic spaceflight pathway families.	daSilveira2020;Crucian2018;Kim2024	-0.0003626476766162	0.9969772782976236	0.0003626476766162	0.0527919122933273	0.002618666635244	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0012569513152347	0.7048227484504996	0.0012569513152347	0.0060729669507838	0.0025543535879241	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0013993956552587	0.3155105696873088	0.0013993956552587	0.0039716200837916	0.0024870891321845	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0014546476071165	0.5829862484667964	0.0014546476071165	0.0036037103832081	0.0023633868354206	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-6806834_SIGNALING_BY_MET	blue_plausible_complementary	plausible/complementary	FLT_up	MET/HGF signaling is liver-regenerative and injury-relevant, but direct spaceflight direction is not established.	Partially aligned: FLT_up could reflect hepatocyte repair signaling.	medium	MET is plausible for liver repair after stress but lacks direct spaceflight support.	Vinken2022;Friedman2008	-0.0211688707520849	0.6710395942356029	0.0211688707520849	0.0417903044810606	0.0021101603600811	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0014847926698331	0.1343378896873826	0.0014847926698331	0.0024026701686952	0.002088885263627	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	green_prior_aligned	prior literature aligned	FLT_up	Liver spaceflight work reports fat-soluble retinoid and water-soluble sulfur/cofactor metabolism changes.	Aligned: FLT_up fits broad vitamin/cofactor remodeling.	medium	Both retinoid and sulfur/cofactor metabolism have direct liver spaceflight support.	Jonscher2016;Kurosawa2021	0.0052536038773061	0.7864627225892906	0.0052536038773061	0.0481612005348383	0.0020702543878849	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0019737479815297	0.0919395236446057	0.0019737479815297	0.0022253660064505	0.0017964758141339	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9646399_AGGREPHAGY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0010756832352939	0.2418778528932886	0.0010756832352939	0.002605929611109	0.0017154105741095	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2565942_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0009170615044885	0.3036207692845637	0.0009170615044885	0.0020394398434873	0.0015981054093457	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-1227986_SIGNALING_BY_ERBB2	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001100817402555	0.9518254407487924	0.0001100817402555	0.003069956801132	0.0015467423766456	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-168188_TOLL_LIKE_RECEPTOR_TLR6_TLR2_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0010394147224892	0.0345828834937243	0.0010394147224892	0.0016964258171876	0.0015132389052188	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0007490370233005	0.5466194427875583	0.0007490370233005	0.0024519065117972	0.0014395964433369	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9013106_RHOC_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0011676813920737	0.1815696404519797	0.0011676813920737	0.0024983371426662	0.0014276647041742	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9018677_BIOSYNTHESIS_OF_DHA_DERIVED_SPMS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0008327590479173	0.2418778528932886	0.0008327590479173	0.0018446023256976	0.0013486802996951	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-168142_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0009874192383253	0.0284914663463249	0.0009874192383253	0.0014520907554456	0.0013484114649762	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-8852135_PROTEIN_UBIQUITINATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0006320831358104	0.6649254398338489	0.0006320831358104	0.0034616684656958	0.0013214627943835	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.000637768631194	0.7325924065970834	0.000637768631194	0.0035776251011164	0.0012878933503834	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-68877_MITOTIC_PROMETAPHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0008139465746422	0.0728536660161809	0.0008139465746422	0.0013296168400642	0.001186638007142	0.0142490675319928	low_or_no_effect	low/no relative effect
