analysis_scope	tissue	gene	symbol	selection_interpretation	selection_status	n_accessions	flt_gc_direction	real_selection_frequency	generated_selection_frequency	real_meta_effect	real_meta_fdr	real_accession_direction_fraction	all_accessions_same_direction	loo_fdr_stable_0_05	minimum_leave_one_out_fdr	maximum_leave_one_out_fdr	interpretive_role	literature_classification	evidence_scope	evidence_relationship	source_ids	literature_summary	interpretation	literature_search_date
canonical_tissue	skeletal_muscle	ENSMUSG00000021948	Prkcd	reinforced_real_and_synthetic	reinforced	13	FLT_higher	1.0	1.0	0.0015446022593304	0.0010281793599763	1.0	True	True	0.0008551716036403	0.0116728821858437	recovery_of_prior_evidence	aligning	same_gene_same_direction_other_muscle_context	Published BION-M1 muscle data may overlap the public aggregate.	gambara_2017_longissimus	Longissimus dorsi profiling and qPCR reported higher Prkcd after flight, matching the present pooled-muscle direction.	Same-gene and same-direction alignment in another anatomical muscle context.	2026-08-03
canonical_tissue	skeletal_muscle	ENSMUSG00000029454	Mapkapk5	synthetic_promoted	promoted	13	FLT_lower	0.0	0.5	-0.0054657623215005	0.002150038861189	0.8461538461538461	False	True	0.0002679583120174	0.0298613456208912	mechanistic_or_process_hypothesis_extension	complementary	related_gene_mechanism	Mechanistic context only; no direct spaceflight muscle replication was found.	new_2003_mapkapk5;allen_2009_muscle	MAPKAPK5/PRAK functions downstream of stress-responsive p38 signaling, while prior flight muscle work reported broad stress-pathway remodeling. No prior same-gene flight direction was found.	Nominates a stress-kinase component within established unloading-responsive muscle biology.	2026-08-03
canonical_tissue	skeletal_muscle	ENSMUSG00000019947	Arid5b	reinforced_real_and_synthetic	reinforced	13	FLT_higher	1.0	1.0	0.0021643146422712	0.0039039260500783	0.8461538461538461	False	True	0.0025172670878344	0.0127493387692953	recovery_of_prior_evidence	aligning	direct_same_gene_same_tissue_same_direction	Both sources use public or published mouse flight-muscle cohorts that may overlap the present aggregate.	gambara_2017_longissimus;oommen_2024_muscle	Mouse flight-muscle studies reported higher Arid5b, matching the present pooled-muscle gene and direction.	Same-gene, broad-muscle, same-direction literature alignment.	2026-08-03
canonical_tissue	skeletal_muscle	ENSMUSG00000005873	Reep5	synthetic_promoted	promoted	13	FLT_lower	0.0	0.5	-0.0020264594111112	0.0065061775551388	0.9230769230769232	False	True	0.0010298921809979	0.0414715333505234	mechanistic_or_process_hypothesis_extension	complementary	related_gene_mechanism	Mechanistic and OSDR context only; no direct spaceflight skeletal-muscle replication was found.	yao_2018_reep5;li_2023_muscle	REEP5 shapes sarcoplasmic-reticulum membranes and calcium handling in muscle, while OSDR muscle studies implicate calcium and SERCA physiology. No prior flight-muscle REEP5 direction was found.	Adds a membrane-architecture candidate to established calcium-handling responses.	2026-08-03
canonical_tissue	skeletal_muscle	ENSMUSG00000038332	Sesn1	reinforced_real_and_synthetic	reinforced	13	FLT_higher	1.0	1.0	0.0056292509724262	0.0075999764551464	0.7692307692307693	False	False	0.0015456426692338	0.1401215554061627	recovery_of_prior_evidence	aligning	same_gene_same_direction_other_muscle_context	Published BION-M1 muscle data may overlap the public aggregate.	gambara_2017_longissimus	Longissimus dorsi profiling and qPCR reported higher Sesn1 after flight, matching the present pooled-muscle direction.	Same-gene and same-direction alignment in another anatomical muscle context.	2026-08-03
canonical_tissue	skeletal_muscle	ENSMUSG00000008305	Tle1	reinforced_real_and_synthetic	reinforced	13	FLT_higher	1.0	0.875	0.0015896849712961	0.0195029387355128	0.7692307692307693	False	False	0.0088042091022352	0.0687425901856074	mechanistic_or_process_hypothesis_extension	complementary	related_gene_mechanism	Inflammatory mechanism only; no direct flight-muscle Tle1 result was found.	ramasamy_2016_tle1;oommen_2024_muscle	Mouse knockout work identifies TLE1 as a counterregulator of NF-kappaB inflammation, a process relevant to flight-muscle remodeling. No prior directional flight-muscle Tle1 result was found.	Adds a transcriptional inflammatory-regulation candidate to pooled muscle.	2026-08-03
canonical_tissue	skeletal_muscle	ENSMUSG00000022817	Itgb5	synthetic_promoted	promoted	13	FLT_lower	0.0	0.875	-0.0007233805981551	0.0376714445050372	0.7692307692307693	False	False	0.0169876656832969	0.0995793892156513	mechanistic_or_process_hypothesis_extension	complementary	related_unloading_mechanotransduction	Ground-unloading mechanism only; ITGB5 itself was not replicated.	vitadello_2020_unloading;allen_2009_muscle	An integrin-associated mechanotransduction protein responds early to unloading and modifies atrophy, but the targeted search found no direct ITGB5 spaceflight-muscle report.	Adds a specific integrin subunit to established unloading-sensitive adhesion and mechanotransduction biology.	2026-08-03
canonical_tissue	skin	ENSMUSG00000032369	Plscr1	synthetic_promoted	promoted	6	FLT_higher	0.0	0.5	0.000322503584495	0.0036743534153061	1.0	True	False	0.0032418217177429	0.1483001983520021	mechanistic_or_process_hypothesis_extension	complementary	related_spaceflight_process_and_gene_mechanism	OSDR skin cohorts may overlap; the gene mechanism is contextual rather than a replication.	cope_2024_skin;dong_2004_plscr1	Mouse spaceflight skin studies reported immune and damage-response changes, and PLSCR1 is interferon inducible and amplifies interferon-stimulated transcription. No prior directional skin-flight match was found.	Adds an interferon-linked candidate to the published skin immune-response context.	2026-08-03
canonical_tissue	spleen	ENSMUSG00000022246	Rai14	synthetic_promoted	promoted	6	FLT_higher	0.0	1.0	0.0072491712793601	0.0002108835472977	1.0	True	False	7.957350067988586e-05	0.097989999521269	mechanistic_or_process_hypothesis_extension	complementary	related_spaceflight_process_and_gene_mechanism	Mechanistic context only; no same-gene spleen spaceflight replication was found.	gridley_2009_thymus_spleen;jeong_2024_rai14	Spaceflight alters splenic immune composition and function, while RAI14 links F-actin-dependent force sensing to Hippo signaling. No prior spleen-flight RAI14 direction was found.	Adds a mechanosensing candidate to the observed splenic structural and immune response.	2026-08-03
canonical_tissue	spleen	ENSMUSG00000067818	Myl9	synthetic_promoted	promoted	6	FLT_higher	0.0	0.875	0.0010174917119636	0.0003371352823183	0.8333333333333334	False	False	0.0001830999708981	0.0980310798596189	mechanistic_or_process_hypothesis_extension	complementary	related_spaceflight_process_and_gene_mechanism	Mechanistic context only; no same-gene spleen spaceflight replication was found.	gridley_2009_thymus_spleen;hayashizaki_2016_myl9	Spaceflight alters splenic immune-cell distributions, and platelet-derived MYL9 structures can recruit CD69-positive inflammatory cells. No prior spleen-flight MYL9 direction was found.	Suggests a platelet-actomyosin link to the broader splenic immune response.	2026-08-03
canonical_tissue	spleen	ENSMUSG00000032334	Loxl1	reinforced_real_and_synthetic	reinforced	6	FLT_higher	0.5	1.0	0.0004834290579249	0.0107203685587774	1.0	True	False	0.0052597047580594	0.1189197350884293	mechanistic_or_process_hypothesis_extension	complementary	related_spaceflight_process_and_gene_mechanism	Mechanistic spleen and public flight-process context only; no direct spleen-flight direction was found.	han_2023_spleen_thymus;li_2021_loxl1	Mouse flight spleen studies implicate immune and platelet processes, while Loxl1 deficiency alters splenic extracellular-matrix, immune, and cell-cycle states. No prior directional spleen-flight Loxl1 result was found.	Adds an extracellular-matrix and immune-organization candidate to the splenic response.	2026-08-03
canonical_tissue	spleen	ENSMUSG00000019889	Ptprk	synthetic_promoted	promoted	6	FLT_higher	0.0	1.0	0.0003410157612709	0.0140476318221799	1.0	True	False	0.0221023427261509	0.1812025045352124	mechanistic_or_process_hypothesis_extension	complementary	related_spaceflight_process_and_gene_mechanism	Mechanistic context only; no same-gene spleen spaceflight replication was found.	gridley_2009_thymus_spleen;fearnley_2019_ptprk	Spaceflight alters splenic immune composition, while PTPRK regulates junctional proteins and cell-cell adhesion. No prior spleen-flight PTPRK direction was found.	Adds a junctional-regulation candidate to the splenic structural hypothesis.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000027306	Nusap1	synthetic_promoted	promoted	5	FLT_lower	0.0	1.0	-0.0310693843087508	1.1595716103290356e-09	1.0	True	True	6.084711129294742e-17	0.0003971377064316	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000028832	Stmn1	synthetic_promoted	promoted	5	FLT_lower	0.0	1.0	-0.0111499861421321	2.9600357613667867e-09	1.0	True	True	6.143484087219194e-20	0.0008174534620741	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000017716	Birc5	synthetic_promoted	promoted	5	FLT_lower	0.0	1.0	-0.0133379360163701	1.2621664694113914e-07	1.0	True	True	6.033185562866305e-15	0.0037122756657324	context_dependent_or_mixed_prior_evidence	ambiguous	mixed_exact_gene_and_process_evidence	Includes an independent direct conflict and OSDR-related process-level agreement.	gridley_2009_thymus_spleen;horie_2019_thymus	STS-118 targeted expression reported flight-higher Birc5, opposite the present flight-lower effect. Longer ISS RNA-seq later reported a broad flight-lower thymus cell-cycle program.	Prior evidence is mixed across mission duration and assay, so the association is neither solely aligning nor solely contradictory.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000019942	Cdk1	synthetic_promoted	promoted	5	FLT_lower	0.0	1.0	-0.0186189492557566	4.834064923206809e-07	1.0	True	True	1.180249948082299e-09	0.0023690861629189	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000020914	Top2a	synthetic_promoted	promoted	5	FLT_lower	0.0	0.75	-0.08097393883702	5.573323030415243e-07	1.0	True	True	1.3087437127223978e-09	0.0054727584549648	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000032218	Ccnb2	synthetic_promoted	promoted	5	FLT_lower	0.0	0.75	-0.0102311976129221	0.0002376244088253	1.0	True	True	5.475793693112013e-17	0.0468277719394238	recovery_of_prior_evidence	aligning	direct_same_gene_same_tissue_same_direction	Published OSDR-related source cohorts may overlap; this is an exact literature match but not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower Ccnb2 expression, matching the present gene, tissue, and direction.	Exact same-gene, same-tissue, same-direction literature alignment.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000027496	Aurka	synthetic_promoted	promoted	5	FLT_lower	0.0	0.5	-0.0122257596483196	0.0016162743725706	1.0	True	False	1.448198721567614e-06	0.0886273549711325	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000028212	Ccne2	synthetic_promoted	promoted	5	FLT_lower	0.0	1.0	-0.010656625053089	0.0017185061144963	1.0	True	True	0.0006806075807923	0.0217305102966244	recovery_of_prior_evidence	aligning	direct_same_gene_same_tissue_same_direction	Published OSDR-related source cohorts may overlap; this is an exact literature match but not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower Ccne2 expression, matching the present gene, tissue, and direction.	Exact same-gene, same-tissue, same-direction literature alignment.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000028007	Snx7	reinforced_real_and_synthetic	reinforced	5	FLT_higher	0.625	0.625	0.000822360965945	0.0078633687037814	1.0	True	False	0.0005775484301403	0.1852601695978029	literature_unmatched_candidate	unmatched	targeted_search_no_thymus_spaceflight_match	No direct or sufficiently specific process-level thymus spaceflight match was found.	horie_2019_thymus;han_2023_spleen_thymus	The targeted search of mouse flight-thymus studies found no prior Snx7 association and no sufficiently specific mechanism to assign it to the established cell-cycle program.	A literature-unmatched thymus candidate that should remain separate from the coherent mitotic panel.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000029311	Hsd17b11	synthetic_promoted	promoted	5	FLT_higher	0.0	0.625	0.005406960285702	0.0102071219596878	0.8	False	False	0.0017252104507246	0.2935804158860242	mechanistic_or_process_hypothesis_extension	complementary	related_lipid_mechanism_and_thymus_composition	Mechanistic and tissue-composition context only; no direct thymus spaceflight match was found.	keenan_2025_hsd17b11;horie_2019_thymus	HSD17B11 localizes to lipid droplets and supports regulated lipolysis in human cells, while mouse flight thymus work reported lower proliferation and expression shifts consistent with altered cellular composition. No prior directional thymus-flight Hsd17b11 result was found.	A plausible lipid-handling or tissue-composition marker, not evidence that HSD17B11 drives the thymus response.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000001403	Ube2c	reinforced_real_and_synthetic	reinforced	5	FLT_lower	0.5	0.75	-0.0018349696076913	0.0102071219596878	1.0	True	False	6.030632661585081e-05	0.1577450944162449	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000004151	Etv1	synthetic_promoted	promoted	5	FLT_higher	0.0	0.625	0.0012593652412707	0.0115128044268098	1.0	True	False	0.0001678208126307	0.2781135501079532	mechanistic_or_process_hypothesis_extension	complementary	related_t_cell_mechanism_and_thymus_composition	Mechanistic and tissue-composition context only; no direct thymus spaceflight match was found.	shi_2026_etv1;horie_2019_thymus	ETV1 regulates CD4+ T-cell activation and proliferation, while mouse flight thymus work reported lower proliferation and expression shifts consistent with altered cellular composition. No prior directional thymus-flight Etv1 result was found.	A plausible T-cell-state or tissue-composition marker, not a direct spaceflight mechanism.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000006715	Gmnn	reinforced_real_and_synthetic	reinforced	5	FLT_lower	0.625	1.0	-0.0050733709559632	0.0227227092537027	1.0	True	False	0.0144313393923524	0.0955992231801715	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000003779	Kif20a	synthetic_promoted	promoted	5	FLT_lower	0.0	0.5	-0.0206811560346539	0.0227227092537027	1.0	True	False	0.004651984472742	0.2083717829384362	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000027342	Pcna	synthetic_promoted	promoted	5	FLT_lower	0.0	0.5	-0.0200369719917014	0.0254114929457458	1.0	True	False	0.0059326673674879	0.1491433086190766	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
canonical_tissue	thymus	ENSMUSG00000072082	Ccnf	synthetic_promoted	promoted	5	FLT_lower	0.0	0.5	-0.0201877828767226	0.0284043946906987	1.0	True	False	0.0008399681737351	0.2460173388287616	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published OSDR-related cohorts may overlap; this is process-level corroboration, not independent validation.	horie_2019_thymus	Two-mission mouse thymus RNA-seq reported flight-lower cell-cycle and chromosome-organization programs. This gene fits that mitotic or replication program, but the paper did not report it as an exact directional replication.	Aligns at the same-tissue process level; it is not an exact prior gene replication.	2026-08-03
skeletal_muscle_group	gastrocnemius	ENSMUSG00000021025	Nfkbia	synthetic_promoted	promoted	3	FLT_higher	0.0	0.625	0.0004716121674576	0.0097127147738039	1.0	True	False	0.006473482922086	0.1388276842491835	recovery_of_prior_evidence	aligning	direct_same_gene_same_tissue_same_direction	Independent shuttle mission and expression platform.	allen_2009_muscle	STS-108 gastrocnemius profiling reported a 2.28-fold flight increase in Nfkbia, matching the present gene, tissue, and direction.	Exact same-gene, same-tissue, same-direction alignment in an independent mission and platform.	2026-08-03
skeletal_muscle_group	gastrocnemius	ENSMUSG00000008136	Fhl2	synthetic_promoted	promoted	3	FLT_lower	0.0	0.75	-5.721244935669836e-05	0.0107233976346998	1.0	True	False	0.0127129461408891	0.2325992023946127	mechanistic_or_process_hypothesis_extension	complementary	related_gene_mechanism	Mechanistic context only; no direct gastrocnemius spaceflight direction was found.	liu_2019_fhl2;allen_2009_muscle	FHL2 regulates myogenic differentiation and autophagy, processes relevant to unloading-sensitive muscle remodeling, but no prior directional gastrocnemius flight match was found.	Adds an autophagy and myogenesis candidate to established flight-muscle remodeling.	2026-08-03
skeletal_muscle_group	soleus	ENSMUSG00000046598	Bdh1	reinforced_real_and_synthetic	reinforced	3	FLT_lower	1.0	1.0	-0.0644880662748361	1.1073485447020053e-33	1.0	True	True	1.7012748909122286e-21	2.339492100010485e-14	recovery_of_prior_evidence	aligning	same_tissue_process_same_direction	Published flight-soleus cohorts may overlap; this is process-level rather than exact-gene corroboration.	gambara_2017_soleus;ohira_2021_soleus	Mouse flight soleus studies reported reduced oxidative and lipid-metabolism programs. Flight-lower Bdh1 fits that same-tissue metabolic direction, although no exact prior soleus Bdh1 result was found.	Aligns with the established flight-lower oxidative-metabolism program in soleus.	2026-08-03
skeletal_muscle_group	soleus	ENSMUSG00000053898	Ech1	reinforced_real_and_synthetic	reinforced	3	FLT_lower	1.0	1.0	-0.0298289989761815	2.596565237267681e-23	1.0	True	True	1.815982233008317e-20	6.823910049383622e-06	recovery_of_prior_evidence	aligning	same_gene_same_tissue_same_direction_cross_assay	Same flight tissue and direction in proteomics; assay-level support rather than independent transcriptomic validation.	ohira_2021_soleus	Mouse flight proteomics reported lower ECH1 in soleus under microgravity, matching the present gene, tissue, and direction across assays.	Exact gene/protein, same-tissue, same-direction cross-assay alignment.	2026-08-03
skeletal_muscle_group	soleus	ENSMUSG00000078566	Bnip3	reinforced_real_and_synthetic	reinforced	3	FLT_lower	1.0	1.0	-0.0358175224677628	1.1408278005097296e-10	1.0	True	True	3.7900529130049286e-15	3.701165631414057e-05	context_dependent_or_mixed_prior_evidence	ambiguous	mixed_direction_ground_analog_evidence	Independent unloading evidence is sex dependent and does not provide one stable directional precedent.	rosa_caldwell_2021_unloading;gambara_2017_soleus	Hindlimb unloading lowered soleus Bnip3 in male mice but raised it in female mice. The present flight-lower association agrees with one context and conflicts with another.	Prior direction depends on sex and unloading context, so the literature relationship is ambiguous.	2026-08-03
skeletal_muscle_group	soleus	ENSMUSG00000028223	Decr1	reinforced_real_and_synthetic	reinforced	3	FLT_lower	0.875	1.0	-0.027688112105157	0.0002427344461937	1.0	True	False	5.923469293892105e-22	0.1325988512336181	recovery_of_prior_evidence	aligning	same_gene_same_tissue_same_direction_cross_assay	Same flight tissue and direction in proteomics; assay-level support rather than independent transcriptomic validation.	ohira_2021_soleus	Mouse flight proteomics reported lower DECR1 in soleus under microgravity, matching the present gene, tissue, and direction across assays.	Exact gene/protein, same-tissue, same-direction cross-assay alignment.	2026-08-03
skeletal_muscle_group	soleus	ENSMUSG00000032366	Tpm1	reinforced_real_and_synthetic	reinforced	3	FLT_higher	1.0	1.0	0.0259588786959929	0.0014467371758864	1.0	True	True	8.682010511143393e-07	0.03622756904631	context_dependent_or_mixed_prior_evidence	ambiguous	mixed_gene_direction_and_process_evidence	The present direction fits contractile remodeling but differs from prior exact-gene results in other muscle contexts.	allen_2009_muscle;gambara_2017_soleus	Flight-higher Tpm1 is compatible with contractile and fiber-type remodeling in soleus, but prior flight-muscle reports include lower Tpm1 in other anatomical contexts.	Process-level agreement and exact-gene directional disagreement make the precedent ambiguous.	2026-08-03
