term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight multi-omics support metabolic remodeling, but amino-acid direction in thymus is indirect.	FLT_up is plausible but weakly supported.	low	Amino-acid metabolism may reflect stress metabolism or cell-composition shifts.	Afshinnekoo2020;DaSilveira2020	0.2272096374100528	1.917429338706787e-05	0.2272096374100528	0.3097264372635088	0.2974644997898246	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Thymic microenvironment and stromal remodeling are plausible, but glycosaminoglycan direction is not direct.	FLT_up is compatible with ECM remodeling but not direction-proven.	low	Glycosaminoglycan metabolism may reflect stromal matrix remodeling during involution.	Okamura2024;Akiyama2020	0.3224427644973544	6.558646200929782e-09	0.3224427644973544	0.293580118036842	0.293580118036842	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	Protein phosphorylation is a broad stress/immune signaling mechanism, but direction is indirect.	FLT_up is plausible signaling remodeling.	medium	Phosphorylation can reflect MAPK/TCR/cytokine pathway rewiring under flight stress.	Novoselova2015;DaSilveira2020	0.203616890687831	0.1396982742373503	0.203616890687831	0.2817163522491226	0.2817163522491226	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5617833_CILIUM_ASSEMBLY	blue_plausible_complementary	plausible/complementary	FLT_up	Primary cilia are mechanosensory, but direct thymus-spaceflight cilium evidence is weak.	FLT_up is plausible altered-gravity mechanosensing.	medium	Cilium assembly could be a complementary gravity-sensing response in stromal cells.	Akiyama2020;DaSilveira2020	0.304154016484127	0.0047070532725358	0.304154016484127	0.3114017962519298	0.2767088450519298	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	blue_plausible_complementary	plausible/complementary	FLT_up	Innate antimicrobial programs are spaceflight-relevant, but direct thymus peptide direction is weak.	FLT_up is plausible but indirect.	low	Antimicrobial peptides fit innate immune remodeling more than direct thymocyte biology.	Baqai2009;Winer2025	0.2397705997354497	0.0034193442494113	0.2397705997354497	0.2444125448421051	0.2444125448421051	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-195258_RHO_GTPASE_EFFECTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Rho-family cytoskeletal signaling is gravity-sensitive, but thymus direction evidence is weak.	FLT_up is mechanistically plausible, not directly established.	medium	Rho effectors could reflect altered thymocyte migration or stromal mechanics.	Akiyama2020;DaSilveira2020	0.232589498071693	7.466927831771272e-08	0.232589498071693	0.2385832587184034	0.2385832587184034	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1474290_COLLAGEN_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	ECM remodeling is plausible in thymic involution, but collagen direction is not directly shown.	FLT_up is compatible with stromal remodeling.	medium	Collagen formation may mark tissue-remodeling response in the involuting thymic microenvironment.	Okamura2024;Akiyama2020	0.1495527108730158	0.0029548268752119	0.1495527108730158	0.2423655437947367	0.2254498520052631	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	blue_plausible_complementary	plausible/complementary	FLT_up	GPI-anchor synthesis affects immune cell-surface proteins, but direct thymus direction is absent.	FLT_up is plausible but weak.	low	GPI-anchor modification could track immune receptor remodeling.	DaSilveira2020;Winer2025	0.1969660755476188	0.0413854935652704	0.1969660755476188	0.2178861057929824	0.2178861057929824	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	blue_plausible_complementary	plausible/complementary	FLT_up	WNT/TCF can regulate thymic epithelial biology, but spaceflight direction is indirect.	FLT_up is plausible developmental/stromal remodeling.	medium	TCF-dependent WNT signaling may fit epithelial remodeling, not a direct flight-direction result.	Akiyama2020;Okamura2024	0.2421167473941799	0.0038012716247017	0.2421167473941799	0.2957401235096492	0.2176325443096491	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-4839726_CHROMATIN_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight epigenetic/chromatin remodeling is supported broadly, but thymus direction is indirect.	FLT_up is plausible chromatin remodeling.	medium	Chromatin organization fits the spaceflight epigenetic feature.	Afshinnekoo2020;DaSilveira2020	0.1792984398412691	0.0347741684626554	0.1792984398412691	0.2327300531578945	0.2014532451578945	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	blue_plausible_complementary	plausible/complementary	FLT_up	IGF/endocrine axes can affect immune organ mass, but direct flight direction is weak.	FLT_up is plausible endocrine remodeling.	low	IGF transport may reflect systemic growth/stress hormone adaptation rather than direct thymus evidence.	Benjamin2016;Akiyama2020	0.1257329016402113	0.4347681049931016	0.1257329016402113	0.3336356392438597	0.1837959632438597	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5173105_O_LINKED_GLYCOSYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	O-linked glycosylation can affect immune/secretory proteins, but thymus direction is indirect.	FLT_up is plausible but weak.	low	Glycosylation may track immune receptor or extracellular protein remodeling.	DaSilveira2020;Winer2025	0.1530062175846561	0.2274434146714194	0.1530062175846561	0.1930201691914034	0.1819017313580701	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	PI3K/AKT is relevant to immune survival/stress signaling, but direct direction is weak.	FLT_up is plausible but indirect.	medium	PIP3-AKT signaling could reflect survival compensation amid thymic stress.	Akiyama2020;Gridley2013	0.1556685827486775	0.059465884448638	0.1556685827486775	0.1804037120668071	0.1804037120668071	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	blue_plausible_complementary	plausible/complementary	FLT_up	ECM degradation is plausible during thymic involution, but direction evidence is indirect.	FLT_up is compatible with tissue remodeling.	medium	Matrix degradation may accompany thymic stromal remodeling/atrophy.	Okamura2024;Akiyama2020	0.1973198674867724	0.0870557443360291	0.1973198674867724	0.2344303153964911	0.1796431573964911	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2142753_ARACHIDONATE_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Arachidonate metabolism is inflammatory lipid signaling, but direct thymus direction is weak.	FLT_up is plausible inflammatory remodeling.	medium	Arachidonate signaling can complement cytokine/innate immune dysregulation.	Winer2025;Afshinnekoo2020	0.131585638031746	0.1455569321759559	0.131585638031746	0.1790481776845613	0.1738063646845614	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	TNF/NF-kB immune signaling is relevant to spaceflight immune stress, but reported directions are mixed.	FLT_up is plausible but not directly aligned.	medium	TNFR2/noncanonical NF-kB may reflect immune stress or survival signaling in remodeled thymus.	Gridley2009;Baqai2009;Winer2025	0.1916870484285716	1.2414842154523296e-05	0.1916870484285716	0.166858829419649	0.166858829419649	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	blue_plausible_complementary	plausible/complementary	FLT_up	NuRD/chromatin regulation fits spaceflight epigenetic remodeling, but thymus direction is indirect.	FLT_up is plausible chromatin remodeling.	medium	NuRD-transcription factor interactions are consistent with broad epigenetic stress responses.	Afshinnekoo2020;DaSilveira2020	0.1067354438968254	0.3244539751738162	0.1067354438968254	0.1659173140778948	0.1659173140778948	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	blue_plausible_complementary	plausible/complementary	FLT_up	Proteasome-mediated antigen processing is immune/stress relevant, but direction is indirect.	FLT_up is plausible antigen-processing/proteostasis remodeling.	medium	Ubiquitination-proteasome antigen processing may respond to stress and immune remodeling.	Akiyama2020;Afshinnekoo2020	0.0871408030806878	0.3717515785131922	0.0871408030806878	0.173185554608421	0.151593499608421	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_up	MHC II antigen presentation is thymus/immune relevant, but direct flight direction is weak.	FLT_up is plausible immune remodeling.	medium	MHC II presentation may reflect altered antigen presentation or APC composition.	Akiyama2020;Winer2025	0.091633800021164	0.2274434146714194	0.091633800021164	0.2593644124429824	0.1415427144429824	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	blue_plausible_complementary	plausible/complementary	FLT_up	Chemokines regulate immune trafficking and are altered in spaceflight, but direction is mixed.	FLT_up is plausible but not direct.	medium	Chemokine receptor signaling may reflect leukocyte redistribution or thymic egress changes.	Akiyama2020;Winer2025	0.0964374454497358	0.1335879675705471	0.0964374454497358	0.2075084218666666	0.1359239138666666	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	Endocytosis/trafficking can accompany immune receptor remodeling, but thymus direction is absent.	FLT_up is plausible but indirect.	low	Clathrin-mediated endocytosis may reflect receptor turnover under stress.	DaSilveira2020	0.0948506931587302	0.0727792298440775	0.0948506931587302	0.1264875325126315	0.1264875325126315	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	Stress steroid/nuclear receptor remodeling is direct, but this generic nuclear receptor term is broad.	FLT_up is plausible but not receptor-specific.	medium	Nuclear receptor transcription may include glucocorticoid stress responses relevant to thymic involution.	Lebsack2010;Benjamin2016	0.0657199499076454	0.0935611131136558	0.0657199499076454	0.1290957370026105	0.1168032307541894	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	blue_plausible_complementary	plausible/complementary	FLT_up	Collagen fibril assembly fits ECM/stromal remodeling, but not direct thymus direction.	FLT_up is plausible matrix remodeling.	medium	Collagen-fibril assembly may mark tissue remodeling during thymic involution.	Okamura2024;Akiyama2020	0.0768306714285715	0.0233304703362395	0.0768306714285715	0.1460692023298245	0.1167611998035088	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_up	Integrin interactions are relevant to thymocyte adhesion/migration, but direction is indirect.	FLT_up is plausible microenvironment/trafficking remodeling.	medium	Integrin cell-surface interactions may reflect altered thymocyte-stromal adhesion.	Akiyama2020;Horie2019	0.1274429576611112	0.0544261762310659	0.1274429576611112	0.1523762353087368	0.1141563137087368	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Cell junction organization fits thymic epithelial/stromal remodeling, but direction is indirect.	FLT_up is plausible microenvironment remodeling.	medium	Junction remodeling may reflect changes in thymic epithelial architecture.	Horie2019;Okamura2024	0.0297180609087354	0.8113000258703649	0.0297180609087354	0.1035305203397434	0.1035305203397434	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	blue_plausible_complementary	plausible/complementary	FLT_up	Cellular stimulus responses are broadly supported in spaceflight, but term is nonspecific.	FLT_up is plausible but not pathway-specific.	medium	This captures stress/stimulus biology but lacks direct thymus direction at this granularity.	Afshinnekoo2020;Lebsack2010	0.0407103049735448	0.8256944865160719	0.0407103049735448	0.1802904120543858	0.0970016203877193	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Nuclear receptor/steroid stress biology is relevant, but generic receptor direction is indirect.	FLT_up is plausible endocrine stress remodeling.	medium	Nuclear receptor signaling may include glucocorticoid-driven thymic stress responses.	Lebsack2010;Benjamin2016	0.0221999110873016	0.6918117433707508	0.0221999110873016	0.1796990661385964	0.0943314767280701	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	blue_plausible_complementary	plausible/complementary	FLT_up	G-alpha-12/13 links GPCRs to Rho/cytoskeleton, but thymus direction is indirect.	FLT_up is plausible cytoskeletal signaling.	low	This may complement Rho-mediated altered-gravity remodeling.	Akiyama2020	0.0822858111265608	0.0922926184225384	0.0822858111265608	0.0696776368159999	0.05445649104	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	Allergy-like and Fc-receptor immune dysregulation is plausible in spaceflight, but thymus direction is weak.	FLT_up is plausible but indirect.	low	FCERI signaling may mark immune activation/hypersensitivity rather than thymus-specific evidence.	Winer2025;Crucian2018	0.1276684794788359	0.1676571382371422	0.1276684794788359	0.1828067045052631	0.0538670097052631	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	blue_plausible_complementary	plausible/complementary	FLT_up	C-type lectin receptors are innate immune recognition pathways, but thymus direction is indirect.	FLT_up is plausible innate remodeling.	medium	CLR signaling can reflect myeloid/APC activation in immune dysregulation.	Winer2025;Han2023	0.0329054556534391	0.2971177897419659	0.0329054556534391	0.0640784486543859	0.0314740135877193	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1483257_PHOSPHOLIPID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Phospholipid metabolism links membrane, mitochondrial, and inflammatory remodeling, but direction is indirect.	FLT_up is plausible lipid remodeling.	medium	Phospholipid shifts can complement mitochondrial and phagocytic stress pathways.	DaSilveira2020;Baqai2009	0.086215762809524	0.2862672864830074	0.086215762809524	0.1337781675771929	0.0222187329105262	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-177929_SIGNALING_BY_EGFR	blue_plausible_complementary	plausible/complementary	FLT_up	EGFR/growth-factor signaling can affect stromal repair, but direct thymus flight direction is weak.	FLT_up is plausible but indirect.	low	EGFR signaling may mark tissue repair/remodeling rather than direct thymocyte evidence.	Gridley2013;Akiyama2020	0.0194959514666931	0.5324269815602033	0.0194959514666931	0.0846054899841648	0.0162358879581649	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	blue_plausible_complementary	plausible/complementary	FLT_up	PI3K/AKT regulates thymocyte survival and stress responses, but flight direction is mixed.	FLT_up is plausible but not directly aligned.	medium	Negative AKT regulation could fit immune suppression or apoptosis-prone thymocytes.	Akiyama2020;Gridley2013	0.0494268504657672	0.0268964445917987	0.0494268504657672	0.0560340615388244	0.0098439853474912	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	blue_plausible_complementary	plausible/complementary	FLT_up	Vascular-wall/platelet interaction is plausible with hemostasis signals, but thymus direction is indirect.	FLT_up is plausible but weak.	low	Vascular-wall interaction may reflect platelet/endothelial or blood-composition effects.	Han2023;Gridley2003	0.0015868073600528	0.9786482449575596	0.0015868073600528	0.0901411785882455	0.0034435538682455	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	blue_plausible_complementary	plausible/complementary	FLT_down	MAPK family signaling is stress/immune relevant, but direct thymus direction is indirect.	FLT_down is plausible for suppressed cytokine, stress, or activation signaling.	medium	MAPK-family downshift can mediate impaired immune activation and altered stress responses under flight.	Novoselova2015;DaSilveira2020	0.004278264632275	0.9681891406994004	0.004278264632275	0.1256405535105262	0.0208910842894736	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-166658_COMPLEMENT_CASCADE	blue_plausible_complementary	plausible/complementary	FLT_down	Complement is innate immune biology relevant to spaceflight, but direct thymus direction is weak.	FLT_down is plausible under immune suppression, but complement direction is not directly thymus-proven.	medium	Complement cascade down may reflect altered inflammatory/innate immune state or cell composition.	Winer2025;Han2023	0.0117840540650793	0.9307059769326844	0.0117840540650793	0.0530870602580701	0.0313714273780701	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	blue_plausible_complementary	plausible/complementary	FLT_down	Rho-family/Miro cytoskeletal and mitochondrial trafficking biology is plausible but indirect.	FLT_down is plausible for impaired cytoskeletal or mitochondrial-trafficking programs.	low	This term may combine cytoskeletal suppression with mitochondrial-stress responses.	Akiyama2020;DaSilveira2020	0.0165250668068782	0.9384026375991692	0.0165250668068782	0.0741133291409648	0.0343525644842982	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Adherens junctions fit thymic epithelial/stromal remodeling, but direct direction is limited.	FLT_down is plausible for weakened epithelial architecture or cell-cell adhesion.	medium	Adherens junction down may reflect altered thymic epithelial organization.	Horie2019;Okamura2024	-0.0884342304973544	0.3224714475928577	0.0884342304973544	0.0935221920992982	0.0360939471392982	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_down	Innate phagocytic function changes are reported after spaceflight, but thymus direction is indirect.	FLT_down is plausible for impaired phagocytic/innate immune function.	medium	Phospholipid roles in phagocytosis down fit immune suppression, though not a direct thymus-spaceflight pathway.	Baqai2009;Winer2025	-0.0401783687522486	0.0069267461715883	0.0401783687522486	0.0458244185242139	0.043133762599014	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	blue_plausible_complementary	plausible/complementary	FLT_down	P-type ATPase ion transport is plausible in stress/ion homeostasis, but direct thymus direction is absent.	FLT_down is weakly plausible for altered ion-homeostasis or activation state.	low	Ion pump signal may reflect activation or stress-state shifts.	DaSilveira2020	-0.0608911521798941	0.4347681049931016	0.0608911521798941	0.0532073508378946	0.0465016908378947	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-556833_METABOLISM_OF_LIPIDS	blue_plausible_complementary	plausible/complementary	FLT_down	Lipid metabolism is recurrent in space-omics, but thymus direction is indirect.	FLT_down is plausible for metabolic suppression or mitochondrial dysfunction.	medium	Lipid metabolism down can reflect mitochondrial and inflammatory stress remodeling.	DaSilveira2020;Afshinnekoo2020	-0.0246018225925928	0.6490453679065485	0.0246018225925928	0.0571207089122806	0.0465404649122807	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_down	Cross-presentation is immune-relevant, but direct thymus flight direction is weak.	FLT_down is plausible under immune suppression, but not directly thymus-proven.	medium	Antigen cross-presentation down may reflect immune-cell composition or reduced activation-state signaling.	Akiyama2020;Winer2025	-0.0476220024716931	0.0378467873911253	0.0476220024716931	0.0818650892841403	0.0610540529051929	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	blue_plausible_complementary	plausible/complementary	FLT_down	Vesicle/trafficking regulation is plausible under stress, but direct thymus direction is absent.	FLT_down is plausible but weak.	low	Rab trafficking down may reflect reduced receptor or secretory remodeling in stressed immune tissue.	DaSilveira2020	-0.0819968445005291	0.0347037856015123	0.0819968445005291	0.0617760026038596	0.0617760026038596	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-194315_SIGNALING_BY_RHO_GTPASES	blue_plausible_complementary	plausible/complementary	FLT_down	Rho-family cytoskeletal signaling is gravity-sensitive, but direct thymus direction is weak.	FLT_down is plausible for suppressed cytoskeletal remodeling, motility, or stromal mechanics.	medium	Rho GTPase signaling down may reflect impaired thymocyte motility or altered stromal architecture under changed gravity.	Akiyama2020;DaSilveira2020	-0.0650235359788355	0.1717607256200763	0.0650235359788355	0.0870254734912279	0.0715273694912279	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1566948_ELASTIC_FIBRE_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_down	Elastic-fiber formation is ECM remodeling, plausible but not directly thymus-directional.	FLT_down is plausible for reduced matrix-formation activity, but weak.	low	Elastic-fiber signal may mark stromal matrix remodeling in involution.	Okamura2024;Akiyama2020	-0.0341791552690476	0.6121046277270575	0.0341791552690476	0.2151041357453683	0.0745471324146315	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	blue_plausible_complementary	plausible/complementary	FLT_down	Primary cilium assembly is mechanosensory and plausible under altered gravity, but indirect.	FLT_down is plausible for impaired mechanosensory/stromal assembly, but not directly shown.	low	Primary cilium assembly down may reflect stromal or mechanosensory adaptation under low gravity.	Akiyama2020;DaSilveira2020	-0.0653135216931222	0.265330042286669	0.0653135216931222	0.1075672271754385	0.0840072271754384	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
