term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-199991_MEMBRANE_TRAFFICKING	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but weakly direct	low	Membrane trafficking may reflect receptor, ion-channel, and proteostasis remodeling, but specific direction evidence in soleus microgravity is limited.	Sandona2012;Bonaldo2013	0.1795823375714287	0.2124161497136314	0.1795823375714287	0.1909035749999998	0.1295374083333331	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	red_conflict_or_artifact	conflict/artifact	FLT_up	conflict_with_prior_direction	FLT_up conflicts with expected anabolic signaling decrease	high	Disuse atrophy is classically associated with reduced IGF/PI3K/Akt/mTOR signaling, and long-duration spaceflight reduced IGF-1 in soleus.	Chopard2009;Sandona2012;Bonaldo2013	0.1385630790607141	0.0321303769917575	0.1385630790607141	0.1222398430324073	0.1222398430324073	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_with_close_support	FLT_up is plausible	medium	Human astronaut soleus showed postflight enrichment of cell-junction/cytoskeletal and ECM-related annotations, but mouse transcript data are mixed.	Murgia2024;Okada2021	0.171183117657143	0.2124161497136314	0.171183117657143	0.1944968322592592	0.1169308835925925	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-392499_METABOLISM_OF_PROTEINS	green_prior_aligned	prior literature aligned	FLT_up	aligned_close	FLT_up aligns with protein-turnover remodeling	medium	Protein balance, proteasome/autophagy systems, and proteome remodeling are central to disuse and spaceflight muscle atrophy.	Tascher2017;Bonaldo2013;Sandona2012	0.1661510165714288	0.2807934540147053	0.1661510165714288	0.1800377812962956	0.1133985612962955	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-195721_SIGNALING_BY_WNT	red_conflict_or_artifact	conflict/artifact	FLT_up	conflict_with_direct_soleus_marker	FLT_up conflicts with reported WNT receptor decrease	medium	Space-flown mouse soleus showed reduced Fzd9, a Frizzled/WNT receptor and NMJ marker, so broad WNT activation is not supported.	Gambara2017	0.1123510774142857	0.0024384980612553	0.1123510774142857	0.111903905537037	0.111903905537037	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_context	FLT_up has weak direct support	low	Antimicrobial peptides can accompany innate inflammation, but this pathway is not directly established as a soleus spaceflight response.	Gambara2017;Tidball2002	0.1058789809857141	0.2124161497136314	0.1058789809857141	0.1453169429437037	0.1033177222029629	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8951664_NEDDYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	low	Protein turnover pathways are central to muscle atrophy, but neddylation-specific up-regulation is not directly shown in soleus spaceflight literature.	Bonaldo2013;Tascher2017	0.1125473569358571	0.2124161497136314	0.1125473569358571	0.1732656932781481	0.0972983172181481	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	green_prior_aligned	prior literature aligned	FLT_up	aligned_close	FLT_up aligns with modified-loading inflammation	medium	Complement activation is an early event in modified muscle use and promotes inflammatory remodeling, making complement up plausible and close to prior unloading biology.	Frenette2000;Tidball2002	0.1982817556571429	0.5336517644882242	0.1982817556571429	0.5621067864259258	0.0945834137592591	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	green_prior_aligned	prior literature aligned	FLT_up	aligned_direct	FLT_up aligns with ECM remodeling	medium	Human astronaut soleus proteomics found postflight ECM and basement-membrane enrichment, and unloading studies show collagen remodeling in antigravity soleus.	Murgia2024;Miller2001	0.1202026750999999	0.0178728554061827	0.1202026750999999	0.1227624023148148	0.0940104623148148	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	TSR-domain O-glycosylation may relate to ECM proteins, but the specific pathway has no direct soleus-spaceflight direction evidence.	Murgia2024;Miller2001	0.0630488929047143	0.6052459229207927	0.0630488929047143	0.0932751678277777	0.0932751678277777	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5684996_MAPK1_MAPK3_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	MAPK signaling is a plausible disuse/stress pathway, but MAPK1/3-specific direction in soleus spaceflight is not directly shown.	Chopard2009;Bonaldo2013	0.1468878679857143	0.4034424839827852	0.1468878679857143	0.2681980855740741	0.086150745574074	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible for NF-kB biology	medium	NF-kB and inflammatory signaling are recognized in disuse atrophy, but TNFR2 noncanonical signaling is a more specific pathway than the direct evidence supports.	Chopard2009;Gambara2017	0.1113219475212857	0.2124161497136314	0.1113219475212857	0.1426104442116666	0.0773125400572222	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474290_COLLAGEN_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	mixed_but_plausible	FLT_up is plausible within ECM turnover	medium	Collagen remodeling is supported by unloading and postflight soleus proteomics, but formation versus degradation direction is not consistently resolved.	Miller2001;Murgia2024	-0.0222152363571428	0.9384980690100172	0.0222152363571428	0.2032324161851852	0.0761076824814814	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	low	Rho and MIRO biology connects cytoskeletal and mitochondrial remodeling, but this specific Reactome branch is not directly validated in soleus flight studies.	Murgia2024;Chopard2009	0.1210340902025714	0.3362874106998867	0.1210340902025714	0.1449452861425926	0.0693307643648147	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but indirect	low	Endocytic trafficking could reflect membrane and receptor turnover during atrophy, but direct clathrin-mediated endocytosis up evidence in soleus flight studies is lacking.	Bonaldo2013;Tascher2017	0.0809948291957142	0.063003700037068	0.0809948291957142	0.0692315083203703	0.0692315083203703	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5576891_CARDIAC_CONDUCTION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_off_label	FLT_up is plausible only as excitation/ion-channel biology	low	The label is cardiac, but overlapping ion-channel and excitation-coupling genes are relevant to skeletal muscle; direct cardiac-conduction pathway evidence in soleus is absent.	Sandona2012;Gambara2017	0.0954005230857142	0.227164270934871	0.0954005230857142	0.1562650914074073	0.0670845214074074	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-9012999_RHO_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	Rho GTPase cycling is compatible with cytoskeletal and mechanotransduction remodeling, but direct soleus flight direction is not established.	Murgia2024;Chopard2009	0.1066412419285715	0.3533859345722113	0.1066412419285715	0.2551170603333332	0.0649942985555556	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but indirect	medium	Muscle-immune interactions during modified loading are well supported, but lymphoid/non-lymphoid interaction direction in soleus flight is not directly shown.	Tidball2002;Gambara2017	0.0955588135357142	0.3533859345722113	0.0955588135357142	0.1960032729351851	0.0645253513796296	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	low	Vascular-wall interaction terms may reflect immune/ECM remodeling after altered loading, but direct direction in soleus spaceflight is weak.	Tidball2002;Murgia2024	0.1168539481371429	0.3793888303022039	0.1168539481371429	0.1798955955148148	0.0638268184481482	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	Platelet activation may tag vascular/inflammatory biology, but direct soleus-spaceflight platelet pathway activation is not established.	Tidball2002;Frenette2000	0.1416113291342856	0.5606618009795953	0.1416113291342856	0.2634175394444444	0.062387201	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_or_ambiguous	FLT_up is ambiguous	medium	IGF-1/Akt anabolic signaling is generally reduced in disuse and space-flown soleus, but IGFBP transport regulation can be inhibitory or compensatory, so direction is not clear.	Sandona2012;Chopard2009;Bonaldo2013	0.0620536308357143	0.5174319469517443	0.0620536308357143	0.1534140773574073	0.0478808667351851	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but broad	low	Peptide-ligand receptors include chemokine and GPCR biology that could rise with inflammation, but the pathway is too heterogeneous for direct alignment.	Gambara2017;Chopard2009	0.0486308730857142	0.6450759529016106	0.0486308730857142	0.0534604983333334	0.0473884149999999	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1296071_POTASSIUM_CHANNELS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_direction	FLT_up is mixed	medium	Long-duration microgravity up-regulated many sarcolemmal channels, but space-flown soleus showed Kcnma1 down-regulation, making potassium-channel direction mixed.	Sandona2012;Gambara2017	0.1129929315000002	0.4586011349951347	0.1129929315000002	0.2737338939814814	0.0467083928703704	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9748784_DRUG_ADME	red_conflict_or_artifact	conflict/artifact	FLT_up	artifact_off_context	FLT_up is likely off-context	high	Drug ADME is primarily xenobiotic/liver biology and lacks credible soleus muscle unloading support.	Gambara2017;Tascher2017	0.0415252250458571	0.5097606535403589	0.0415252250458571	0.1135242544981481	0.0444568013685184	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-422475_AXON_GUIDANCE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but mixed	low	Neuromuscular junction and neural remodeling are relevant to unloading, but axon-guidance up direction is not directly established.	Gambara2017;Murgia2024	0.0123742827528572	0.9270456223365756	0.0123742827528572	0.0708605478240739	0.0431089044907407	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5173105_O_LINKED_GLYCOSYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up has no direct support	low	O-linked glycosylation may relate to ECM/membrane protein turnover, but direct direction evidence in soleus unloading is absent.	Murgia2024;Bonaldo2013	0.0386812161142857	0.567535803313952	0.0386812161142857	0.0803795029074073	0.042659153574074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9013149_RAC1_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	RAC1/Rho-family signaling plausibly reflects cytoskeletal and immune-cell remodeling, but direct soleus pathway direction evidence is limited.	Murgia2024;Tidball2002	0.049735538765	0.6872696344720558	0.049735538765	0.1523119370027777	0.0389348649138889	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	red_conflict_or_artifact	conflict/artifact	FLT_up	artifact_off_context	FLT_up is likely off-context	medium	Phase II conjugation is a xenobiotic/detoxification pathway with little direct relevance to soleus unloading biology.	Gambara2017;Tascher2017	0.0399393072028571	0.6984019638793015	0.0399393072028571	0.107802481448148	0.0374537552629629	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_with_close_support	FLT_up is plausible	medium	Space-flown soleus up-regulated myogenic regulatory factors, consistent with developmental/myogenic reprogramming, but the Reactome umbrella is broad.	Gambara2017	0.0807573051428569	0.3617418073746219	0.0807573051428569	0.161929105925926	0.0321671059259259	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-190236_SIGNALING_BY_FGFR	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	FGFR signaling can participate in repair/regeneration, but prior soleus-spaceflight studies do not show FGFR pathway up-regulation.	Gambara2017;Bonaldo2013	0.0207994910857142	0.3617418073746219	0.0207994910857142	0.0441542470503703	0.0313690924207407	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	TLR/DAMP inflammatory signaling is plausible during sterile muscle remodeling, and PGC-1 down-regulation can favor inflammatory cytokine programs, but direct TLR up evidence is limited.	Gambara2017;Tidball2002	0.1316643137035713	0.6038130930549771	0.1316643137035713	0.4971007560582963	0.0304023437565185	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5617833_CILIUM_ASSEMBLY	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_off_context	FLT_up lacks direct support	low	Cilium assembly is not a recognized primary soleus unloading pathway; any signal may reflect nonmyofiber cells or generic developmental annotations.	Gambara2017;Murgia2024	0.0107309732857139	0.8204550555574962	0.0107309732857139	0.0705265644444444	0.0295450311111111	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-68886_M_PHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0308537755217857	0.0404763586239584	0.0308537755217857	0.0291456148312962	0.0291456148312962	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-2672351_STIMULI_SENSING_CHANNELS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0276838929317142	0.1536404595888368	0.0276838929317142	0.027550051862037	0.027550051862037	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	red_conflict_or_artifact	conflict/artifact	FLT_up	artifact_off_context	FLT_up is likely off-context	medium	Phase I xenobiotic functionalization is not a recognized soleus muscle spaceflight pathway and is more consistent with detoxification/off-context annotation.	Gambara2017;Tascher2017	0.0936437319214285	0.5197757271643133	0.0936437319214285	0.242974721898148	0.0271748641203703	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2559583_CELLULAR_SENESCENCE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	low	Spaceflight stress and proteostasis disruption can promote senescence-like programs, but direct soleus senescence pathway activation is weak.	Murgia2024;Bonaldo2013	0.0331801385285713	0.5631899207837803	0.0331801385285713	0.0684844777777776	0.0249514688888889	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5688426_DEUBIQUITINATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	medium	Ubiquitin-proteasome regulation is central to atrophy, but deubiquitination-specific direction is not directly established in soleus spaceflight.	Sandona2012;Bonaldo2013	0.0282635336965714	0.6515914335785022	0.0282635336965714	0.0596459773074073	0.0240557653592592	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_broad	FLT_up is broad and nonspecific	low	Post-translational modification is broadly involved in proteostasis, but this umbrella term lacks a pathway-specific direction in soleus flight data.	Tascher2017;Bonaldo2013	0.1210557786185715	0.6061618362172885	0.1210557786185715	0.3368923949462962	0.0227367202574074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_broad	FLT_up lacks direct support	low	Nucleotide metabolism can change with stress and turnover, but direct soleus-spaceflight direction evidence is not established.	Tascher2017;Murgia2024	0.0662076671357142	0.5334495058480129	0.0662076671357142	0.2279677331574073	0.0225594153796297	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-112316_NEURONAL_SYSTEM	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but mixed	low	Neuromuscular instability and neural markers can accompany unloading, but direct neuronal-system up evidence in soleus spaceflight is weak and mixed.	Gambara2017;Murgia2024	0.0229271474285712	0.660122699002261	0.0229271474285712	0.0648307788888887	0.0222039544444445	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0171684777132342	0.2124161497136314	0.0171684777132342	0.0219824372921481	0.0219824372921481	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0207045148542857	0.2124161497136314	0.0207045148542857	0.0219659248962962	0.0219659248962962	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0171879428297142	0.835848015672905	0.0171879428297142	0.0213490967092592	0.0213490967092592	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-397014_MUSCLE_CONTRACTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_direction	FLT_up is mixed	medium	Spaceflight decreases muscle mass, force, and slow-fiber contractile function, but fast contractile genes can rise during slow-to-fast transition, so broad contraction up is ambiguous.	Gambara2017;Fitts2010;Tsuji2026	-0.1145944057142838	0.6910757501516128	0.1145944057142838	0.3590889407407391	0.019037348148147	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-1483257_PHOSPHOLIPID_METABOLISM	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0177289014932142	0.1103080975065367	0.0177289014932142	0.0171759036195369	0.0171759036195369	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-8939211_ESR_MEDIATED_SIGNALING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	Estrogen-receptor signaling can affect muscle biology, but direct ESR-mediated up-regulation in soleus spaceflight literature is not established.	Chopard2009;Gambara2017	0.0034100780791428	0.946432587019583	0.0034100780791428	0.0718466708140739	0.0171272206674074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	green_prior_aligned	prior literature aligned	FLT_up	aligned_close	FLT_up aligns with modified-loading inflammation	medium	Complement activation is reported during modified muscle use and fits inflammatory remodeling after unloading.	Frenette2000;Tidball2002	-0.04154134796	0.7510974384127281	0.04154134796	0.2827061183407406	0.0160752574148148	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0170973250257999	0.1058636125280066	0.0170973250257999	0.0159305617556665	0.0159305617556665	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-9609507_PROTEIN_LOCALIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_broad	FLT_up lacks direct interpretability	low	Protein localization is a generic cellular process; prior muscle atrophy literature does not provide clear pathway-specific direction.	Tascher2017;Bonaldo2013	0.0491598488585713	0.5824436390383689	0.0491598488585713	0.1644639789592592	0.015358355337037	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0198345221264285	0.3140541109424554	0.0198345221264285	0.0153179762114814	0.0153179762114814	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-611105_RESPIRATORY_ELECTRON_TRANSPORT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0119506067746571	0.2124161497136314	0.0119506067746571	0.0150550927901851	0.0150550927901851	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-1483249_INOSITOL_PHOSPHATE_METABOLISM	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.014109865765	0.3825280096322288	0.014109865765	0.016653997064074	0.0149498745174074	0.0298317394874073	low_or_no_effect	low/no relative effect
R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	mixed_but_plausible	FLT_up is plausible within ECM turnover	medium	Collagen biosynthesis/modification fits ECM remodeling, but direct soleus evidence supports collagen shifts rather than uniform biosynthesis up.	Miller2001;Murgia2024	0.0077152626314286	0.943740799279477	0.0077152626314286	0.1075276202999998	0.014921012522222	0.0298317394874073	prior_literature_match	prior literature match
