method	feature_type	scope	tissue	arm	gene	symbol	minimum_selection_frequency	minimum_coefficient_sign_agreement	real_selection_frequency	arm_selection_frequency	real_coefficient_sign_agreement	arm_coefficient_sign_agreement	real_stable	arm_stable	real_coefficient	arm_coefficient	coefficient_direction_match	real_permutation_roc_auc	arm_real_permutation_roc_auc	arm_real_positive_repeat_fraction	arm_synthetic_permutation_roc_auc	arm_synthetic_positive_repeat_fraction	arm_minus_real_permutation_roc_auc	pattern	selected_arm	generated_arm_eligible_all_metrics	analysis_scope	real_linear_shap_mean_absolute	real_linear_shap_flight_minus_ground	selected_linear_shap_mean_absolute	selected_linear_shap_flight_minus_ground	selected_arm_importance_rank	real_only_importance_rank	matched_statuses	matched_literature_classification	matched_interpretation	matched_primary	consensus_selection_status	consensus_literature_classification	consensus_interpretation	consensus_secondary	flt_gc_direction	meta_effect	meta_fdr	n_accessions
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000023272	Creld2	0.5	0.75	0.5	0.75	1.0	1.0	True	True	-0.0872338563203811	-0.1255450546741485	True	0.00546875	0.0072916666666666	0.3333333333333333	-0.0015046296296296	0.5	0.0018229166666666	shared_no_positive_importance	generated_only	True	canonical_tissue	0.0760229618541475	0.0594515223341237	0.1425380138011411	0.1398766794299647	40.0	17.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000026203	Dnajb2	0.5	0.75	0.5	1.0	1.0	0.75	True	True	-0.086966186761856	-0.0456851124763488	True	0.021875	0.002734375	0.25	0.0036024305555555	0.375	-0.0191406249999999	shared_no_positive_importance	generated_only	True	canonical_tissue	0.0844249790028262	0.036740573607386	0.05408076022798	0.044531108049457	49.0	7.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000021835	Bmp4	0.5	0.75	0.75	0.5	1.0	1.0	True	True	-0.076400876045227	-0.0972644612193107	True	0.0140624999999999	0.00234375	0.5	-0.0046006944444444	0.25	-0.0117187499999999	shared_attenuated	generated_only	True	canonical_tissue	0.0866119290422322	0.0909398623252129	0.0897536657190014	0.1072900976321975	51.0	9.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000005667	Mthfd2	0.5	0.75	0.625	0.375	1.0	1.0	True	False	0.1632259488105774	0.2116707116365432	True	0.039375	0.0020833333333333	0.3333333333333333	0.0230324074074074	1.0	-0.0372916666666666	real_only	generated_only	True	canonical_tissue	0.2895631137761941	0.3352986578412641	0.1772529261391354	0.2641465378457961	52.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000082815	Gm5678	0.5	0.75	0.0	0.625	0.0	1.0	False	True	NA	-0.0541712865233421	False	0.0	0.00125	0.4	0.0070833333333333	0.6	0.00125	synthetic_domain_only	generated_only	True	canonical_tissue	NA	NA	0.329183121882371	0.0784334710987932	55.0	21.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000019960	Dusp6	0.5	0.75	0.0	0.625	0.0	1.0	False	True	NA	-0.0229561477899551	False	0.0	0.0	0.0	-0.0005555555555555	0.4	0.0	synthetic_emergent_no_positive_importance	generated_only	True	canonical_tissue	NA	NA	0.0376803243576305	0.014647914829589	58.0	21.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000026395	Ptprc	0.5	0.75	0.5	0.0	1.0	0.0	True	False	-0.1010749116539955	NA	False	-0.0015624999999999	0.0	0.0	0.0	0.0	0.0015624999999999	real_only	generated_only	True	canonical_tissue	0.073242106194031	0.1005097367461375	NA	NA	58.0	182.0	NA	NA	NA	False	NA	NA	NA	False	FLT_lower	-0.0007704554502736	1.4451984911601137e-06	3.0
conditional_DDIM_classifier	selected_gene_feature	tissue	adrenal_gland	generated_only	ENSMUSG00000032715	Trib3	0.5	0.75	0.75	0.0	1.0	0.0	True	False	0.1068071126937866	NA	False	0.0234375	0.0	0.0	0.0	0.0	-0.0234375	real_only	generated_only	True	canonical_tissue	0.1664447735171967	0.2308572249780942	NA	NA	58.0	5.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000019960	Dusp6	0.5	0.75	0.375	0.75	1.0	1.0	False	True	0.03800555691123	0.2813979983329773	True	0.03125	0.075	1.0	0.0540509259259259	0.8333333333333334	0.04375	synthetic_emergent_real_transfer	guided_real_only	True	canonical_tissue	0.0266042382458555	0.0366249456710323	0.4047159533792464	0.7058088687674182	2.0	4.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000028771	Ptpn12	0.5	0.75	1.0	1.0	1.0	1.0	True	True	0.0506294518709182	0.2792645692825317	True	0.034375	0.0507812499999999	1.0	0.0594184027777777	1.0	0.0164062499999999	shared_reinforced	guided_real_only	True	canonical_tissue	0.1104884679585099	0.1341865854928758	0.3500291354481766	0.6231140460860882	5.0	2.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000050244	Heatr1	0.5	0.75	0.625	0.25	1.0	1.0	True	False	0.0326752960681915	0.1243521496653556	True	0.015625	0.040625	0.5	0.0031249999999999	1.0	0.025	real_only	guided_real_only	True	canonical_tissue	0.0447530917033988	0.0273220082155871	0.1186775376046672	0.1493459007912567	7.0	8.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000026727	Rsu1	0.5	0.75	0.125	0.875	1.0	1.0	False	True	0.0345882624387741	0.0475532636046409	True	0.015625	0.0223214285714285	0.5714285714285714	0.019890873015873	1.0	0.0066964285714285	synthetic_emergent_real_transfer	guided_real_only	True	canonical_tissue	0.0113149233429747	0.0091291455014663	0.177187428625585	0.253690410031618	8.0	8.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000030890	Ilk	0.5	0.75	0.375	0.5	1.0	1.0	False	True	0.0430526137351989	0.052651546895504	True	-0.0302083333333333	0.0164062499999999	0.5	0.0127604166666666	0.75	0.0466145833333333	synthetic_emergent_real_transfer	guided_real_only	True	canonical_tissue	0.0352528949642622	0.0292641220951702	0.0512721730541658	0.0567607073206169	11.0	100.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000001785	Pwp1	0.5	0.75	1.0	0.125	1.0	1.0	True	False	0.0533854290843009	0.6314308643341064	True	0.031640625	0.009375	1.0	0.0013888888888887	1.0	-0.0222656249999999	real_only	guided_real_only	True	canonical_tissue	0.0978580474235315	0.1400064496005359	0.5733427198582853	1.1414829199501506	15.0	3.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000027540	Ptpn1	0.5	0.75	0.75	0.125	1.0	1.0	True	False	0.0391925200819969	0.4092340767383575	True	0.0161458333333333	0.003125	1.0	-0.0128472222222223	0.0	-0.0130208333333333	real_only	guided_real_only	True	canonical_tissue	0.0664723855522425	0.0384764883571654	0.4114386929418301	0.5703946202616705	19.0	7.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000039756	Dnttip2	0.5	0.75	1.0	0.0	1.0	0.0	True	False	0.0437964275479316	NA	False	0.0171875	0.0	0.0	0.0	0.0	-0.0171875	real_only	guided_real_only	True	canonical_tissue	0.0705921407687329	0.0682801008118632	NA	NA	24.0	6.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000022570	Gfus	0.5	0.75	0.5	0.0	1.0	0.0	True	False	0.0425922237336635	NA	False	0.003125	0.0	0.0	0.0	0.0	-0.003125	real_only	guided_real_only	True	canonical_tissue	0.0348409282191321	0.03633833848145	NA	NA	24.0	32.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000027398	Il1b	0.5	0.75	0.5	0.0	1.0	0.0	True	False	0.0347023420035839	NA	False	0.0101562499999999	0.0	0.0	0.0	0.0	-0.0101562499999999	real_only	guided_real_only	True	canonical_tissue	0.1000849878687734	0.0732807332688766	NA	NA	24.0	19.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000027509	Rae1	0.5	0.75	0.5	0.0	1.0	0.0	True	False	0.0359103754162788	NA	False	0.0078125	0.0	0.0	0.0	0.0	-0.0078125	real_only	guided_real_only	True	canonical_tissue	0.0284010089639956	0.033292866645953	NA	NA	24.0	22.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000063785	Utp14a	0.5	0.75	0.625	0.0	1.0	0.0	True	False	0.0407140739262104	NA	False	0.003125	0.0	0.0	0.0	0.0	-0.003125	real_only	guided_real_only	True	canonical_tissue	0.0297376281049569	0.02790642690049	NA	NA	24.0	32.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000094870	Zfp131	0.5	0.75	0.625	0.0	1.0	0.0	True	False	0.0300946403294801	NA	False	0.00375	0.0	0.0	0.0	0.0	-0.00375	real_only	guided_real_only	True	canonical_tissue	0.023571513346652	0.0155048930415823	NA	NA	24.0	31.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone	guided_real_only	ENSMUSG00000004626	Stxbp2	0.5	0.75	0.5	0.375	1.0	0.3333333432674408	True	False	0.0357915610074996	0.0575546845793724	True	0.00703125	-0.0062499999999999	0.0	0.0109953703703703	0.6666666666666666	-0.01328125	real_only	guided_real_only	True	canonical_tissue	0.0300279773186787	0.0330889703240956	0.0430364190010853	0.0407084413143834	91.0	25.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000026198	Abcb6	0.5	0.75	0.625	0.0	1.0	0.0	True	False	-0.0522789061069488	NA	False	0.0	0.0	0.0	0.0	0.0	0.0	real_only	generated_only	True	canonical_tissue	0.0418231798384698	0.0836463596769397	NA	NA	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000059495	Arhgef12	0.5	0.75	0.875	0.0	1.0	0.0	True	False	-0.051475454121828	NA	False	0.0	0.0	0.0	0.0	0.0	0.0	real_only	generated_only	True	canonical_tissue	0.0433088940933094	0.0865258673273426	NA	NA	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000041570	Camsap2	0.5	0.75	0.5	0.0	1.0	0.0	True	False	-0.0523667186498642	NA	False	0.0	0.0	0.0	0.0	0.0	0.0	real_only	generated_only	True	canonical_tissue	0.0412691101153432	0.0811482617090659	NA	NA	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000027715	Ccna2	0.5	0.75	0.125	0.625	1.0	1.0	False	True	-0.0225559100508689	-0.1093501150608062	True	0.0	0.0	0.0	0.0011111111111111	0.4	0.0	synthetic_emergent_no_positive_importance	generated_only	True	canonical_tissue	0.0270866768782427	0.0541733537564854	0.1108189413431769	0.2145408122397141	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000028212	Ccne2	0.5	0.75	0.0	1.0	0.0	1.0	False	True	NA	-0.0980339497327804	False	0.0	0.0	0.0	0.0006944444444444	0.5	0.0	synthetic_domain_only	generated_only	True	canonical_tissue	NA	NA	0.0824436697654218	0.1527877393471609	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000033904	Ccp110	0.5	0.75	0.125	0.625	1.0	1.0	False	True	-0.0263353157788515	-0.1012677252292633	True	0.0	0.0	0.0	0.0033333333333333	0.8	0.0	synthetic_domain_only	generated_only	True	canonical_tissue	0.0320688212184206	0.0641376424368413	0.1083382869655901	0.2048234778376155	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000027330	Cdc25b	0.5	0.75	0.5	0.0	1.0	0.0	True	False	-0.0519898682832717	NA	False	0.0	0.0	0.0	0.0	0.0	0.0	real_only	generated_only	True	canonical_tissue	0.0433785785054779	0.0789264183235386	NA	NA	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000029366	Dck	0.5	0.75	0.25	0.875	1.0	1.0	False	True	-0.039425753057003	-0.115999199450016	True	0.0	0.0	0.0	0.0061507936507936	0.5714285714285714	0.0	synthetic_domain_only	generated_only	True	canonical_tissue	0.0423750769050032	0.0756783517108128	0.1133878096750815	0.2252903841851342	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000026203	Dnajb2	0.5	0.75	1.0	0.375	1.0	1.0	True	False	-0.054007351398468	-0.0853705704212188	True	0.0	0.0	0.0	0.0018518518518518	0.3333333333333333	0.0	real_only	generated_only	True	canonical_tissue	0.0463021391538034	0.0916445848007038	0.0815474815669398	0.1630949631338797	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000016526	Dyrk3	0.5	0.75	1.0	0.0	1.0	0.0	True	False	-0.0545806176960468	NA	False	0.0	0.0	0.0	0.0	0.0	0.0	real_only	generated_only	True	canonical_tissue	0.0476203603900606	0.0951172315760143	NA	NA	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000001786	Fbxo7	0.5	0.75	1.0	0.625	1.0	1.0	True	True	-0.0552360564470291	-0.1004910841584205	True	0.0	0.0	0.0	4.440892098500626e-17	0.4	0.0	shared_no_positive_importance	generated_only	True	canonical_tissue	0.046334452713472	0.092668905426944	0.0831483084825825	0.166296616965165	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000048756	Foxo3	0.5	0.75	0.0	0.75	0.0	1.0	False	True	NA	-0.0811083018779754	False	0.0	0.0	0.0	0.0027777777777777	0.5	0.0	synthetic_domain_only	generated_only	True	canonical_tissue	NA	NA	0.0850859907069652	0.1483874348617499	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000010048	Ifrd2	0.5	0.75	0.75	0.625	1.0	1.0	True	True	-0.0528189167380332	-0.0979843884706497	True	0.0	0.0	0.0	0.0019444444444444	0.4	0.0	shared_no_positive_importance	generated_only	True	canonical_tissue	0.0460530397531787	0.0919337641930659	0.0840949527294511	0.1681899054589022	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000028587	Orc1	0.5	0.75	0.875	0.625	1.0	1.0	True	True	-0.0529622882604599	-0.0996181517839431	True	0.0	0.0	0.0	0.005	0.8	0.0	shared_synthetic_domain_only	generated_only	True	canonical_tissue	0.0454322201852987	0.0892768519133681	0.110191709633113	0.2183356470161614	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000068417	Pnp2	0.5	0.75	0.125	0.5	1.0	1.0	False	True	-0.0300429984927177	-0.0808469876646995	True	0.0	0.0	0.0	0.0017361111111111	0.5	0.0	synthetic_domain_only	generated_only	True	canonical_tissue	0.0313731670450485	0.0627463340900971	0.0742137463867789	0.1447413451217878	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000062729	Ppox	0.5	0.75	0.75	0.5	1.0	1.0	True	True	-0.0522807016968727	-0.0942970663309097	True	0.0	0.0	0.0	0.0034722222222222	0.5	0.0	shared_synthetic_domain_only	generated_only	True	canonical_tissue	0.0411903735986581	0.078483247824063	0.0812792762054296	0.1625585524108593	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000022105	Rb1	0.5	0.75	0.125	0.75	1.0	1.0	False	True	-0.0250176209956407	-0.0921489745378494	True	0.0	0.0	0.0	0.0002314814814815	0.3333333333333333	0.0	synthetic_emergent_no_positive_importance	generated_only	True	canonical_tissue	0.0269358332373172	0.0538716664746345	0.0805909688536331	0.1602150200109806	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000023030	Slc11a2	0.5	0.75	0.5	0.0	1.0	0.0	True	False	-0.0519064031541347	NA	False	0.0	0.0	0.0	0.0	0.0	0.0	real_only	generated_only	True	canonical_tissue	0.0355364175539694	0.0709281490425946	NA	NA	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	bone_marrow	generated_only	ENSMUSG00000022100	Xpo7	0.5	0.75	0.125	1.0	1.0	1.0	False	True	-0.0277373921126127	-0.0868655443191528	True	0.0	0.0	0.0	0.0022569444444444	0.5	0.0	synthetic_domain_only	generated_only	True	canonical_tissue	0.0257972911251621	0.0515945822503242	0.0829515425311843	0.1659030850623686	1.0	1.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	brain	generated_only	ENSMUSG00000021767	Kat6b	0.5	0.75	1.0	1.0	1.0	1.0	True	True	0.2965727150440216	0.5936203002929688	True	0.0491319444444444	0.0986111111111111	0.875	0.0273533950617283	1.0	0.0494791666666667	shared_reinforced	generated_only	True	canonical_tissue	0.2097757227054211	0.3235207250139283	0.4808321835404839	0.7025523344103834	2.0	3.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	brain	generated_only	ENSMUSG00000004151	Etv1	0.5	0.75	0.625	0.875	1.0	1.0	True	True	-0.19374680519104	-1.320653796195984	True	0.0119444444444444	0.0418650793650794	0.8571428571428571	0.0332892416225749	0.8571428571428571	0.0299206349206349	shared_reinforced	generated_only	True	canonical_tissue	0.1108529160502177	0.0609555381143798	0.5442662534780741	0.3770322726677539	5.0	39.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	brain	generated_only	ENSMUSG00000025813	Homer2	0.5	0.75	0.875	1.0	1.0	1.0	True	True	0.2071665227413177	0.6800960302352905	True	0.0172619047619047	0.040625	0.875	0.0372878086419753	1.0	0.0233630952380952	shared_reinforced	generated_only	True	canonical_tissue	0.1170936901242708	0.0798917777206839	0.468977661448462	0.4766139957468731	8.0	21.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
conditional_DDIM_classifier	selected_gene_feature	tissue	brain	generated_only	ENSMUSG00000041075	Fzd7	0.5	0.75	0.5	0.125	1.0	1.0	True	False	0.0157379265874624	-0.446165919303894	False	0.0006944444444444	0.038888888888889	1.0	-0.0064814814814814	0.0	0.0381944444444445	real_only	generated_only	True	canonical_tissue	0.012244563628603	-0.0029263073548934	0.2292347063853079	0.1122132599122116	9.0	108.0	NA	NA	NA	False	NA	NA	NA	False	NA	NA	NA	NA
